YEAR/MONTH;H_VIAXEIROS;H_NOITES;H_ESTAD_MEDIA;TR_VIAXEIROS;TR_NOITES;TR_ESTAD_MEDIA;DE_ONDE;PROVINCIA
2021/Setembro;117065;300856;..;5254;10873;..;Residentes en Espa–a;PONTEVEDRA
2021/Outubro;94488;214539;..;3298;6118;..;Residentes en Espa–a;PONTEVEDRA
2021/Novembro;60501;123266;..;1965;3054;..;Residentes en Espa–a;PONTEVEDRA
2021/Decembro;68570;135154;..;2408;4699;..;Residentes en Espa–a;PONTEVEDRA
2022/Xaneiro;30782;57423;..;797;1206;..;Residentes en Espa–a;PONTEVEDRA
2022/Febreiro;41780;77787;..;974;1722;..;Residentes en Espa–a;PONTEVEDRA
2022/Marzo;46776;99584;..;1277;1972;..;Residentes en Espa–a;PONTEVEDRA
2022/Abril;79816;175176;..;2896;6309;..;Residentes en Espa–a;PONTEVEDRA
2022/Maio;79215;176127;..;4162;6786;..;Residentes en Espa–a;PONTEVEDRA
2022/Xu–o;105027;253380;..;4332;9163;..;Residentes en Espa–a;PONTEVEDRA
2022/Xullo;173123;475288;..;6289;18827;..;Residentes en Espa–a;PONTEVEDRA
2022/Agosto;201361;581686;..;7615;26840;..;Residentes en Espa–a;PONTEVEDRA
2022/Setembro;123636;324682;..;3909;8328;..;Residentes en Espa–a;PONTEVEDRA
2022/Outubro;95810;235220;..;2471;5055;..;Residentes en Espa–a;PONTEVEDRA
2022/Novembro;64716;142758;..;1828;3238;..;Residentes en Espa–a;PONTEVEDRA
2022/Decembro;79742;146808;..;2583;5215;..;Residentes en Espa–a;PONTEVEDRA
2023/Xaneiro;47476;79365;..;887;1773;..;Residentes en Espa–a;PONTEVEDRA
2023/Febreiro;44288;77544;..;771;1410;..;Residentes en Espa–a;PONTEVEDRA
2023/Marzo;56004;105611;..;1175;2111;..;Residentes en Espa–a;PONTEVEDRA
2023/Abril;85116;185084;..;2586;5332;..;Residentes en Espa–a;PONTEVEDRA
2023/Maio;79551;167101;..;2209;3922;..;Residentes en Espa–a;PONTEVEDRA
2023/Xu–o;103985;234661;..;3643;7175;..;Residentes en Espa–a;PONTEVEDRA
2023/Xullo;166602;467562;..;5720;16399;..;Residentes en Espa–a;PONTEVEDRA
2023/Agosto;198713;573250;..;6521;26630;..;Residentes en Espa–a;PONTEVEDRA
2023/Setembro;118319;311047;..;3763;8123;..;Residentes en Espa–a;PONTEVEDRA
2023/Outubro;102701;236152;..;2498;4566;..;Residentes en Espa–a;PONTEVEDRA
2023/Novembro;68616;140642;..;1125;2545;..;Residentes en Espa–a;PONTEVEDRA
2023/Decembro;78112;143042;..;2657;5392;..;Residentes en Espa–a;PONTEVEDRA
2017/Xaneiro;8026;15795;..;26;78;..;Residentes no estranxeiro;PONTEVEDRA
2017/Febreiro;9793;17617;..;156;450;..;Residentes no estranxeiro;PONTEVEDRA
2017/Marzo;10204;20989;..;222;294;..;Residentes no estranxeiro;PONTEVEDRA
2017/Abril;22725;43986;..;930;1580;..;Residentes no estranxeiro;PONTEVEDRA
2017/Maio;30794;52452;..;1646;2927;..;Residentes no estranxeiro;PONTEVEDRA
2017/Xu–o;38511;69202;..;1925;4419;..;Residentes no estranxeiro;PONTEVEDRA
2017/Xullo;44086;87951;..;2319;6033;..;Residentes no estranxeiro;PONTEVEDRA
2017/Agosto;49286;109789;..;2351;9599;..;Residentes no estranxeiro;PONTEVEDRA
2017/Setembro;47645;82170;..;2300;4389;..;Residentes no estranxeiro;PONTEVEDRA
2017/Outubro;31659;55688;..;1449;2697;..;Residentes no estranxeiro;PONTEVEDRA
2017/Novembro;10756;19557;..;220;565;..;Residentes no estranxeiro;PONTEVEDRA
2017/Decembro;11156;20994;..;168;368;..;Residentes no estranxeiro;PONTEVEDRA
2018/Xaneiro;8382;17934;..;21;68;..;Residentes no estranxeiro;PONTEVEDRA
2018/Febreiro;10320;20129;..;102;262;..;Residentes no estranxeiro;PONTEVEDRA
2018/Marzo;14032;28263;..;225;474;..;Residentes no estranxeiro;PONTEVEDRA
2018/Abril;23768;45690;..;470;730;..;Residentes no estranxeiro;PONTEVEDRA
2018/Maio;34219;54414;..;1399;1981;..;Residentes no estranxeiro;PONTEVEDRA
2018/Xu–o;38171;72243;..;1240;2661;..;Residentes no estranxeiro;PONTEVEDRA
2018/Xullo;43170;83337;..;1545;3700;..;Residentes no estranxeiro;PONTEVEDRA
2018/Agosto;49896;112926;..;2146;6559;..;Residentes no estranxeiro;PONTEVEDRA
2018/Setembro;53661;95521;..;2038;3395;..;Residentes no estranxeiro;PONTEVEDRA
2018/Outubro;30712;57456;..;1296;2271;..;Residentes no estranxeiro;PONTEVEDRA
2018/Novembro;11172;21950;..;276;410;..;Residentes no estranxeiro;PONTEVEDRA
2018/Decembro;14362;25799;..;180;394;..;Residentes no estranxeiro;PONTEVEDRA
2019/Xaneiro;8304;18137;..;67;85;..;Residentes no estranxeiro;PONTEVEDRA
2019/Febreiro;8741;16823;..;96;1019;..;Residentes no estranxeiro;PONTEVEDRA
2019/Marzo;14926;28567;..;306;1182;..;Residentes no estranxeiro;PONTEVEDRA
2019/Abril;32861;61041;..;982;1874;..;Residentes no estranxeiro;PONTEVEDRA
2019/Maio;45388;71819;..;1489;2678;..;Residentes no estranxeiro;PONTEVEDRA
2019/Xu–o;53235;95687;..;1114;1768;..;Residentes no estranxeiro;PONTEVEDRA
2019/Xullo;45784;98407;..;1496;4842;..;Residentes no estranxeiro;PONTEVEDRA
2019/Agosto;55712;119542;..;1643;5806;..;Residentes no estranxeiro;PONTEVEDRA
2019/Setembro;64635;110802;..;1746;2945;..;Residentes no estranxeiro;PONTEVEDRA
2019/Outubro;35180;57785;..;864;1138;..;Residentes no estranxeiro;PONTEVEDRA
2019/Novembro;13144;24483;..;67;105;..;Residentes no estranxeiro;PONTEVEDRA
2019/Decembro;11671;21169;..;49;86;..;Residentes no estranxeiro;PONTEVEDRA
2020/Xaneiro;8603;16658;..;25;34;..;Residentes no estranxeiro;PONTEVEDRA
2020/Febreiro;10811;20564;..;61;66;..;Residentes no estranxeiro;PONTEVEDRA
2020/Marzo;5364;10867;..;85;91;..;Residentes no estranxeiro;PONTEVEDRA
2020/Abril;0;0;..;..;..;..;Residentes no estranxeiro;PONTEVEDRA
2020/Maio;210;1775;..;..;..;..;Residentes no estranxeiro;PONTEVEDRA
2020/Xu–o;924;5287;..;2;7;..;Residentes no estranxeiro;PONTEVEDRA
2020/Xullo;10868;26114;..;113;299;..;Residentes no estranxeiro;PONTEVEDRA
2020/Agosto;15417;36850;..;282;669;..;Residentes no estranxeiro;PONTEVEDRA
2020/Setembro;8236;17684;..;61;93;..;Residentes no estranxeiro;PONTEVEDRA
2020/Outubro;5624;11349;..;21;28;..;Residentes no estranxeiro;PONTEVEDRA
2020/Novembro;1489;5415;..;..;..;..;Residentes no estranxeiro;PONTEVEDRA
2020/Decembro;1424;4502;..;10;15;..;Residentes no estranxeiro;PONTEVEDRA
2021/Xaneiro;1743;7136;..;2;2;..;Residentes no estranxeiro;PONTEVEDRA
2021/Febreiro;1418;5110;..;0;0;..;Residentes no estranxeiro;PONTEVEDRA
2021/Marzo;1845;5103;..;42;78;..;Residentes no estranxeiro;PONTEVEDRA
2021/Abril;2289;5232;..;65;92;..;Residentes no estranxeiro;PONTEVEDRA
2021/Maio;5479;11872;..;31;58;..;Residentes no estranxeiro;PONTEVEDRA
2021/Xu–o;16961;35833;..;132;295;..;Residentes no estranxeiro;PONTEVEDRA
2021/Xullo;19722;41194;..;212;609;..;Residentes no estranxeiro;PONTEVEDRA
2021/Agosto;30259;71517;..;608;1233;..;Residentes no estranxeiro;PONTEVEDRA
2021/Setembro;30996;55584;..;549;958;..;Residentes no estranxeiro;PONTEVEDRA
2021/Outubro;26384;46159;..;629;989;..;Residentes no estranxeiro;PONTEVEDRA
2021/Novembro;8870;16227;..;392;494;..;Residentes no estranxeiro;PONTEVEDRA
2021/Decembro;7194;14420;..;133;219;..;Residentes no estranxeiro;PONTEVEDRA
2022/Xaneiro;5105;13407;..;103;153;..;Residentes no estranxeiro;PONTEVEDRA
2022/Febreiro;8476;15836;..;164;333;..;Residentes no estranxeiro;PONTEVEDRA
2022/Marzo;11223;23009;..;156;188;..;Residentes no estranxeiro;PONTEVEDRA
2022/Abril;29273;46216;..;1318;2063;..;Residentes no estranxeiro;PONTEVEDRA
2022/Maio;44016;66071;..;1897;3102;..;Residentes no estranxeiro;PONTEVEDRA
2022/Xu–o;44002;74137;..;1458;1962;..;Residentes no estranxeiro;PONTEVEDRA
2022/Xullo;45052;86077;..;906;2334;..;Residentes no estranxeiro;PONTEVEDRA
2022/Agosto;54275;114110;..;2119;4239;..;Residentes no estranxeiro;PONTEVEDRA
2022/Setembro;58969;90545;..;1855;2713;..;Residentes no estranxeiro;PONTEVEDRA
2022/Outubro;36607;65280;..;995;1407;..;Residentes no estranxeiro;PONTEVEDRA
2022/Novembro;11522;21298;..;272;354;..;Residentes no estranxeiro;PONTEVEDRA
2022/Decembro;24449;37363;..;122;274;..;Residentes no estranxeiro;PONTEVEDRA
2023/Xaneiro;13261;23212;..;62;87;..;Residentes no estranxeiro;PONTEVEDRA
2023/Febreiro;10954;19286;..;68;253;..;Residentes no estranxeiro;PONTEVEDRA
2023/Marzo;13612;23912;..;326;499;..;Residentes no estranxeiro;PONTEVEDRA
2023/Abril;40599;59753;..;1153;1642;..;Residentes no estranxeiro;PONTEVEDRA
2023/Maio;53230;77674;..;1907;2491;..;Residentes no estranxeiro;PONTEVEDRA
2023/Xu–o;45024;76892;..;1558;2387;..;Residentes no estranxeiro;PONTEVEDRA
2023/Xullo;49791;99894;..;1286;3105;..;Residentes no estranxeiro;PONTEVEDRA
2023/Agosto;67125;134217;..;1356;4503;..;Residentes no estranxeiro;PONTEVEDRA
2023/Setembro;70522;121608;..;1629;2900;..;Residentes no estranxeiro;PONTEVEDRA
2023/Outubro;43305;74228;..;716;990;..;Residentes no estranxeiro;PONTEVEDRA
2023/Novembro;15499;27458;..;75;109;..;Residentes no estranxeiro;PONTEVEDRA
2023/Decembro;39665;57585;..;281;646;..;Residentes no estranxeiro;PONTEVEDRA
