"Destinos,""Indicadores"",""Orixe dos viaxeiros"",""CodTempo"",""Tempo"",""DatoN"",""DatoT"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2018,""2018"",1.92,""1,92"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2018,""2018"",3.64,""3,64"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2018,""2018"",1.59,""1,59"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2018,""2018"",4.97,""4,97"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""F—ra de Galicia"",2018,""2018"",1.48,""1,48"""
"Galicia,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",43.4,""43,4"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",37.1,""37,1"""
"Ancares - Courel,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",38.4,""38,4"""
"Celanova - Limia,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",38.8,""38,8"""
"Costa da Morte,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",57.7,""57,7"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",35.3,""35,3"""
"Ferrolterra,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",48.8,""48,8"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",31.2,""31,2"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",36.9,""36,9"""
"Mari–a Lucense,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",55.2,""55,2"""
"O Ribeiro,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",29.0,""29,0"""
"R’a de Arousa,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",61.1,""61,1"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",63.8,""63,8"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",40.5,""40,5"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",47.2,""47,2"""
"Ribeira Sacra,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",34.5,""34,5"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",30.2,""30,2"""
"Terras de Santiago,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",33.6,""33,6"""
"Ver’n - Viana,""Indicador Estacional (1)"",""F—ra de Galicia"",2018,""2018"",31.0,""31,0"""
"Galicia,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",4.6,""4,6"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",3.4,""3,4"""
"Ancares - Courel,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",2.4,""2,4"""
"Celanova - Limia,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",0.3,""0,3"""
"Costa da Morte,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",7.5,""7,5"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",-8.3,""-8,3"""
"Ferrolterra,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",2.8,""2,8"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",-0.7,""-0,7"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",2.9,""2,9"""
"Mari–a Lucense,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",4.4,""4,4"""
"O Ribeiro,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",1.5,""1,5"""
"R’a de Arousa,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",8.0,""8,0"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",3.4,""3,4"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",3.8,""3,8"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",3.5,""3,5"""
"Ribeira Sacra,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",2.2,""2,2"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",3.0,""3,0"""
"Terras de Santiago,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",6.5,""6,5"""
"Ver’n - Viana,""Indicador Estacional (2)"",""F—ra de Galicia"",2018,""2018"",5.1,""5,1"""
"Galicia,""Noites"",""Todas"",2019,""2019"",10900714,""10.900.714"""
"A Coru–a e As Mari–as,""Noites"",""Todas"",2019,""2019"",1444820,""1.444.820"""
"Ancares - Courel,""Noites"",""Todas"",2019,""2019"",82256,""82.256"""
"Celanova - Limia,""Noites"",""Todas"",2019,""2019"",66366,""66.366"""
"Costa da Morte,""Noites"",""Todas"",2019,""2019"",321406,""321.406"""
"Deza - Tabeir—s,""Noites"",""Todas"",2019,""2019"",120319,""120.319"""
"Ferrolterra,""Noites"",""Todas"",2019,""2019"",429802,""429.802"""
"Lugo e a Terra Ch‡,""Noites"",""Todas"",2019,""2019"",644288,""644.288"""
"Manzaneda - Trevinca,""Noites"",""Todas"",2019,""2019"",76050,""76.050"""
"Mari–a Lucense,""Noites"",""Todas"",2019,""2019"",451850,""451.850"""
"O Ribeiro,""Noites"",""Todas"",2019,""2019"",134260,""134.260"""
"R’a de Arousa,""Noites"",""Todas"",2019,""2019"",2074216,""2.074.216"""
"R’a de Muros e Noia,""Noites"",""Todas"",2019,""2019"",137520,""137.520"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""Todas"",2019,""2019"",1597844,""1.597.844"""
"R’a e Terras de Pontevedra,""Noites"",""Todas"",2019,""2019"",719317,""719.317"""
"Ribeira Sacra,""Noites"",""Todas"",2019,""2019"",304283,""304.283"""
"Terras de Ourense e Allariz,""Noites"",""Todas"",2019,""2019"",375144,""375.144"""
"Terras de Santiago,""Noites"",""Todas"",2019,""2019"",1864043,""1.864.043"""
"Ver’n - Viana,""Noites"",""Todas"",2019,""2019"",56931,""56.931"""
"Galicia,""Indicador ‡rea"",""Todas"",2019,""2019"",369,""369"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""Todas"",2019,""2019"",1535,""1.535"""
"Ancares - Courel,""Indicador ‡rea"",""Todas"",2019,""2019"",38,""38"""
"Celanova - Limia,""Indicador ‡rea"",""Todas"",2019,""2019"",37,""37"""
"Costa da Morte,""Indicador ‡rea"",""Todas"",2019,""2019"",187,""187"""
"Deza - Tabeir—s,""Indicador ‡rea"",""Todas"",2019,""2019"",82,""82"""
"Ferrolterra,""Indicador ‡rea"",""Todas"",2019,""2019"",271,""271"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""Todas"",2019,""2019"",152,""152"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""Todas"",2019,""2019"",54,""54"""
"Mari–a Lucense,""Indicador ‡rea"",""Todas"",2019,""2019"",324,""324"""
"O Ribeiro,""Indicador ‡rea"",""Todas"",2019,""2019"",133,""133"""
"R’a de Arousa,""Indicador ‡rea"",""Todas"",2019,""2019"",3294,""3.294"""
"R’a de Muros e Noia,""Indicador ‡rea"",""Todas"",2019,""2019"",342,""342"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""Todas"",2019,""2019"",991,""991"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""Todas"",2019,""2019"",682,""682"""
"Ribeira Sacra,""Indicador ‡rea"",""Todas"",2019,""2019"",119,""119"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""Todas"",2019,""2019"",470,""470"""
"Terras de Santiago,""Indicador ‡rea"",""Todas"",2019,""2019"",615,""615"""
"Ver’n - Viana,""Indicador ‡rea"",""Todas"",2019,""2019"",32,""32"""
"Galicia,""Indicador Costa"",""Todas"",2019,""2019"",4308,""4.308"""
"A Coru–a e As Mari–as,""Indicador Costa"",""Todas"",2019,""2019"",7493,""7.493"""
"Ancares - Courel,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Celanova - Limia,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Costa da Morte,""Indicador Costa"",""Todas"",2019,""2019"",706,""706"""
"Deza - Tabeir—s,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Ferrolterra,""Indicador Costa"",""Todas"",2019,""2019"",898,""898"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""Todas"",2019,""2019"",1722,""1.722"""
"O Ribeiro,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"R’a de Arousa,""Indicador Costa"",""Todas"",2019,""2019"",4188,""4.188"""
"R’a de Muros e Noia,""Indicador Costa"",""Todas"",2019,""2019"",961,""961"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""Todas"",2019,""2019"",5457,""5.457"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""Todas"",2019,""2019"",3456,""3.456"""
"Ribeira Sacra,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Terras de Santiago,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""Todas"",2019,""2019"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",1.11,""1,11"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.91,""0,91"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",1.30,""1,30"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.43,""0,43"""
"Costa da Morte,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.76,""0,76"""
"Deza - Tabeir—s,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.49,""0,49"""
"Ferrolterra,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.62,""0,62"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.93,""0,93"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.72,""0,72"""
"Mari–a Lucense,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",1.75,""1,75"""
"O Ribeiro,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.82,""0,82"""
"R’a de Arousa,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",2.98,""2,98"""
"R’a de Muros e Noia,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.91,""0,91"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.83,""0,83"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.86,""0,86"""
"Ribeira Sacra,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",1.40,""1,40"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.69,""0,69"""
"Terras de Santiago,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",1.86,""1,86"""
"Ver’n - Viana,""Indicador Poboaci—n (1)"",""Todas"",2019,""2019"",0.49,""0,49"""
"Galicia,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",4.04,""4,04"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",3.33,""3,33"""
"Ancares - Courel,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",4.74,""4,74"""
"Celanova - Limia,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",1.55,""1,55"""
"Costa da Morte,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",2.79,""2,79"""
"Deza - Tabeir—s,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",1.80,""1,80"""
"Ferrolterra,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",2.28,""2,28"""
"Lugo e a Terra Ch‡,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",3.39,""3,39"""
"Manzaneda - Trevinca,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",2.61,""2,61"""
"Mari–a Lucense,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",6.40,""6,40"""
"O Ribeiro,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",2.99,""2,99"""
"R’a de Arousa,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",10.89,""10,89"""
"R’a de Muros e Noia,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",3.31,""3,31"""
"R’a de Vigo e Baixo Mi–o,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",3.04,""3,04"""
"R’a e Terras de Pontevedra,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",3.15,""3,15"""
"Ribeira Sacra,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",5.11,""5,11"""
"Terras de Ourense e Allariz,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",2.50,""2,50"""
"Terras de Santiago,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",6.80,""6,80"""
"Ver’n - Viana,""Indicador Poboaci—n (2)"",""Todas"",2019,""2019"",1.77,""1,77"""
"Galicia,""Indicador Estacional (1)"",""Todas"",2019,""2019"",36.1,""36,1"""
"A Coru–a e As Mari–as,""Indicador Estacional (1)"",""Todas"",2019,""2019"",29.7,""29,7"""
"Ancares - Courel,""Indicador Estacional (1)"",""Todas"",2019,""2019"",30.8,""30,8"""
"Celanova - Limia,""Indicador Estacional (1)"",""Todas"",2019,""2019"",31.5,""31,5"""
"Costa da Morte,""Indicador Estacional (1)"",""Todas"",2019,""2019"",47.7,""47,7"""
"Deza - Tabeir—s,""Indicador Estacional (1)"",""Todas"",2019,""2019"",28.8,""28,8"""
"Ferrolterra,""Indicador Estacional (1)"",""Todas"",2019,""2019"",43.8,""43,8"""
"Lugo e a Terra Ch‡,""Indicador Estacional (1)"",""Todas"",2019,""2019"",24.2,""24,2"""
"Manzaneda - Trevinca,""Indicador Estacional (1)"",""Todas"",2019,""2019"",25.9,""25,9"""
"Mari–a Lucense,""Indicador Estacional (1)"",""Todas"",2019,""2019"",45.2,""45,2"""
"O Ribeiro,""Indicador Estacional (1)"",""Todas"",2019,""2019"",24.2,""24,2"""
"R’a de Arousa,""Indicador Estacional (1)"",""Todas"",2019,""2019"",53.8,""53,8"""
"R’a de Muros e Noia,""Indicador Estacional (1)"",""Todas"",2019,""2019"",61.2,""61,2"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (1)"",""Todas"",2019,""2019"",33.4,""33,4"""
"R’a e Terras de Pontevedra,""Indicador Estacional (1)"",""Todas"",2019,""2019"",38.1,""38,1"""
"Ribeira Sacra,""Indicador Estacional (1)"",""Todas"",2019,""2019"",29.1,""29,1"""
"Terras de Ourense e Allariz,""Indicador Estacional (1)"",""Todas"",2019,""2019"",23.0,""23,0"""
"Terras de Santiago,""Indicador Estacional (1)"",""Todas"",2019,""2019"",25.3,""25,3"""
"Ver’n - Viana,""Indicador Estacional (1)"",""Todas"",2019,""2019"",26.7,""26,7"""
"Galicia,""Indicador Estacional (2)"",""Todas"",2019,""2019"",12.9,""12,9"""
"A Coru–a e As Mari–as,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-6.9,""-6,9"""
"Ancares - Courel,""Indicador Estacional (2)"",""Todas"",2019,""2019"",0.9,""0,9"""
"Celanova - Limia,""Indicador Estacional (2)"",""Todas"",2019,""2019"",2.3,""2,3"""
"Costa da Morte,""Indicador Estacional (2)"",""Todas"",2019,""2019"",15.4,""15,4"""
"Deza - Tabeir—s,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-20.2,""-20,2"""
"Ferrolterra,""Indicador Estacional (2)"",""Todas"",2019,""2019"",16.4,""16,4"""
"Lugo e a Terra Ch‡,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-20.4,""-20,4"""
"Manzaneda - Trevinca,""Indicador Estacional (2)"",""Todas"",2019,""2019"",2.3,""2,3"""
"Mari–a Lucense,""Indicador Estacional (2)"",""Todas"",2019,""2019"",18.3,""18,3"""
"O Ribeiro,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-21.5,""-21,5"""
"R’a de Arousa,""Indicador Estacional (2)"",""Todas"",2019,""2019"",31.5,""31,5"""
"R’a de Muros e Noia,""Indicador Estacional (2)"",""Todas"",2019,""2019"",6.8,""6,8"""
"R’a de Vigo e Baixo Mi–o,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-30.2,""-30,2"""
"R’a e Terras de Pontevedra,""Indicador Estacional (2)"",""Todas"",2019,""2019"",4.8,""4,8"""
"Ribeira Sacra,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-11.0,""-11,0"""
"Terras de Ourense e Allariz,""Indicador Estacional (2)"",""Todas"",2019,""2019"",-3.5,""-3,5"""
"Terras de Santiago,""Indicador Estacional (2)"",""Todas"",2019,""2019"",3.2,""3,2"""
"Ver’n - Viana,""Indicador Estacional (2)"",""Todas"",2019,""2019"",0.0,""0,0"""
"Galicia,""Noites"",""F—ra de Galicia"",2019,""2019"",7828086,""7.828.086"""
"A Coru–a e As Mari–as,""Noites"",""F—ra de Galicia"",2019,""2019"",1074530,""1.074.530"""
"Ancares - Courel,""Noites"",""F—ra de Galicia"",2019,""2019"",54574,""54.574"""
"Celanova - Limia,""Noites"",""F—ra de Galicia"",2019,""2019"",33064,""33.064"""
"Costa da Morte,""Noites"",""F—ra de Galicia"",2019,""2019"",227113,""227.113"""
"Deza - Tabeir—s,""Noites"",""F—ra de Galicia"",2019,""2019"",62166,""62.166"""
"Ferrolterra,""Noites"",""F—ra de Galicia"",2019,""2019"",284752,""284.752"""
"Lugo e a Terra Ch‡,""Noites"",""F—ra de Galicia"",2019,""2019"",448003,""448.003"""
"Manzaneda - Trevinca,""Noites"",""F—ra de Galicia"",2019,""2019"",26463,""26.463"""
"Mari–a Lucense,""Noites"",""F—ra de Galicia"",2019,""2019"",325060,""325.060"""
"O Ribeiro,""Noites"",""F—ra de Galicia"",2019,""2019"",68429,""68.429"""
"R’a de Arousa,""Noites"",""F—ra de Galicia"",2019,""2019"",1421298,""1.421.298"""
"R’a de Muros e Noia,""Noites"",""F—ra de Galicia"",2019,""2019"",78392,""78.392"""
"R’a de Vigo e Baixo Mi–o,""Noites"",""F—ra de Galicia"",2019,""2019"",1178452,""1.178.452"""
"R’a e Terras de Pontevedra,""Noites"",""F—ra de Galicia"",2019,""2019"",460443,""460.443"""
"Ribeira Sacra,""Noites"",""F—ra de Galicia"",2019,""2019"",172283,""172.283"""
"Terras de Ourense e Allariz,""Noites"",""F—ra de Galicia"",2019,""2019"",212332,""212.332"""
"Terras de Santiago,""Noites"",""F—ra de Galicia"",2019,""2019"",1669903,""1.669.903"""
"Ver’n - Viana,""Noites"",""F—ra de Galicia"",2019,""2019"",30827,""30.827"""
"Galicia,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",265,""265"""
"A Coru–a e As Mari–as,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",1142,""1.142"""
"Ancares - Courel,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",25,""25"""
"Celanova - Limia,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",19,""19"""
"Costa da Morte,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",132,""132"""
"Deza - Tabeir—s,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",42,""42"""
"Ferrolterra,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",179,""179"""
"Lugo e a Terra Ch‡,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",105,""105"""
"Manzaneda - Trevinca,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",19,""19"""
"Mari–a Lucense,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",233,""233"""
"O Ribeiro,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",68,""68"""
"R’a de Arousa,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",2257,""2.257"""
"R’a de Muros e Noia,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",195,""195"""
"R’a de Vigo e Baixo Mi–o,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",731,""731"""
"R’a e Terras de Pontevedra,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",436,""436"""
"Ribeira Sacra,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",67,""67"""
"Terras de Ourense e Allariz,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",266,""266"""
"Terras de Santiago,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",551,""551"""
"Ver’n - Viana,""Indicador ‡rea"",""F—ra de Galicia"",2019,""2019"",18,""18"""
"Galicia,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",3094,""3.094"""
"A Coru–a e As Mari–as,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",5573,""5.573"""
"Ancares - Courel,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Celanova - Limia,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Costa da Morte,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",499,""499"""
"Deza - Tabeir—s,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Ferrolterra,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",595,""595"""
"Lugo e a Terra Ch‡,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Manzaneda - Trevinca,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Mari–a Lucense,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",1239,""1.239"""
"O Ribeiro,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"R’a de Arousa,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",2870,""2.870"""
"R’a de Muros e Noia,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",548,""548"""
"R’a de Vigo e Baixo Mi–o,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",4025,""4.025"""
"R’a e Terras de Pontevedra,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",2212,""2.212"""
"Ribeira Sacra,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Terras de Ourense e Allariz,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Terras de Santiago,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Ver’n - Viana,""Indicador Costa"",""F—ra de Galicia"",2019,""2019"",,""-"""
"Galicia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2019,""2019"",0.79,""0,79"""
"A Coru–a e As Mari–as,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2019,""2019"",0.68,""0,68"""
"Ancares - Courel,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2019,""2019"",0.86,""0,86"""
"Celanova - Limia,""Indicador Poboaci—n (1)"",""F—ra de Galicia"",2019,""2019"",0.21,""0,21"""
