grid_ids,species,total_area_km2,iucn_category
162,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
163,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
164,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
165,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
168,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
169,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
170,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
171,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
172,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
173,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
174,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
175,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
176,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
177,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
178,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
179,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
180,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
184,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
185,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
186,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
187,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
188,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
189,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
190,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
191,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
192,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
193,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
200,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
201,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
202,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
203,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
204,FW_OTHER_PART2,1336493.97,LC;CR;NT;VU;EN;EX
