objectid,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,event_year,source,basisofrec,catalog_no,dist_comm,island,tax_comm,legend,kingdom,phylum,class,order_,family,genus,category,latitude,longitude
348464,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.06830000,176.06330000
348465,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.06760000,176.05860000
348466,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.06750000,176.06100000
348467,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.66230000,176.30870000
348468,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43560000,175.50980000
348469,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43550000,175.51560000
348470,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43530000,175.52140000
348471,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43510000,175.53300000
348472,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43500000,175.53880000
348473,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43120000,175.50380000
348474,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43110000,175.50960000
348475,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43100000,175.51540000
348476,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43080000,175.52120000
348477,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43070000,175.52700000
348478,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43060000,175.53280000
348479,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43050000,175.53860000
348480,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43030000,175.54440000
348481,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.43010000,175.55610000
348482,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42660000,175.50940000
348483,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42650000,175.51520000
348484,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42630000,175.52110000
348485,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42620000,175.52690000
348486,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42610000,175.53270000
348487,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42600000,175.53850000
348488,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42580000,175.54430000
348489,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42570000,175.55010000
348490,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42560000,175.55590000
348491,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42210000,175.50930000
348492,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42200000,175.51510000
348493,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42180000,175.52090000
348494,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42170000,175.52670000
348496,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42160000,175.53250000
348497,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42150000,175.53830000
348498,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42130000,175.54410000
348499,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42120000,175.54990000
348500,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.42110000,175.55570000
348501,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41750000,175.51490000
348502,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41730000,175.52070000
348503,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41720000,175.52650000
348504,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41710000,175.53230000
348505,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41690000,175.53810000
348506,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41680000,175.54390000
348507,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41670000,175.54970000
348508,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41660000,175.55560000
348509,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41640000,175.56140000
348510,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41280000,175.52060000
348511,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41270000,175.52640000
348512,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41260000,175.53220000
348513,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41240000,175.53800000
348514,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41230000,175.54380000
348515,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41220000,175.54960000
348516,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41210000,175.55540000
348517,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41190000,175.56120000
348518,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.41180000,175.56700000
348519,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40830000,175.52040000
348520,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40820000,175.52620000
348521,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40810000,175.53200000
348522,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40790000,175.53780000
348523,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40780000,175.54360000
348524,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40770000,175.54940000
348525,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40760000,175.55520000
348526,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40740000,175.56100000
348527,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40730000,175.56680000
348528,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40720000,175.57260000
348529,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40370000,175.52600000
348530,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40360000,175.53180000
348532,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40340000,175.53760000
348533,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40330000,175.54340000
348534,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40320000,175.54920000
348535,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40310000,175.55500000
348536,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.40290000,175.56090000
348537,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.39920000,175.52590000
348538,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.39910000,175.53170000
348539,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1996,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.39880000,175.54330000
348540,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,CHR,PreservedSpecimen,CHR 517236 A,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.83040000,173.70400000
348541,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.36550000,176.88780000
348542,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,CHR,PreservedSpecimen,CHR 517236 B,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.83040000,173.70400000
348543,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,CHR,PreservedSpecimen,CHR 517236 B,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.83040000,173.70400000
348544,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,CHR,PreservedSpecimen,CHR 517236 A,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.83040000,173.70400000
348545,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.46000000,175.29680000
348546,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.46000000,175.29680000
348547,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.06920000,175.03700000
348548,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.02700000,175.06610000
348549,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.98810000,175.06840000
348550,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,MPN,PreservedSpecimen,MPN 26296,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.38333000,175.61667000
348551,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1997,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.31750000,176.86910000
348552,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,CHR,PreservedSpecimen,CHR 516545,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.06940000,172.24000000
348553,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,CHR,PreservedSpecimen,CHR 516545,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.06940000,172.24000000
348554,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,CHR,PreservedSpecimen,CHR 516546,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-42.06940000,172.24000000
348555,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.01530000,175.27630000
348556,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.01490000,175.27460000
348557,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.01460000,175.27310000
348558,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.01420000,175.27150000
348559,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,LCR,HumanObservation,OBS_PLANTS16977,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.36588300,175.46131000
348560,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.27160000,176.50230000
348561,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,E,LivingSpecimen,19981040,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.14388900,175.84305600
348562,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.00370000,176.10660000
348563,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1998,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.00370000,176.10660000
