sci_name,source_file
Sardina pilchardus,MARINEFISH_PART6_intersection
Lophius piscatorius,MARINEFISH_PART6_intersection
Campogramma glaycos,MARINEFISH_PART6_intersection
Argyrosomus regius,MARINEFISH_PART6_intersection
Arnoglossus laterna,MARINEFISH_PART6_intersection
Microchirus variegatus,MARINEFISH_PART6_intersection
Syngnathus acus,MARINEFISH_PART6_intersection
Pisodonophis semicinctus,MARINEFISH_PART6_intersection
Centrophorus granulosus,MARINEFISH_PART6_intersection
Mustelus asterias,MARINEFISH_PART6_intersection
Rhinobatos rhinobatos,MARINEFISH_PART6_intersection
Galeus atlanticus,MARINEFISH_PART6_intersection
Raja undulata,MARINEFISH_PART6_intersection
Morone saxatilis,MARINEFISH_PART6_intersection
Diodon eydouxii,MARINEFISH_PART6_intersection
Sciadonus pedicellaris,MARINEFISH_PART6_intersection
Ranzania laevis,PUFFERFISHES_AND_RELATIVES_intersection2
Masturus lanceolatus,PUFFERFISHES_AND_RELATIVES_intersection2
Lagocephalus lagocephalus,PUFFERFISHES_AND_RELATIVES_intersection2
Mola mola,PUFFERFISHES_AND_RELATIVES_intersection2
Aluterus scriptus,PUFFERFISHES_AND_RELATIVES_intersection2
Sphoeroides pachygaster,PUFFERFISHES_AND_RELATIVES_intersection2
Canthidermis maculata,PUFFERFISHES_AND_RELATIVES_intersection2
Diodon hystrix,PUFFERFISHES_AND_RELATIVES_intersection2
Balistes capriscus,PUFFERFISHES_AND_RELATIVES_intersection2
Aluterus monoceros,PUFFERFISHES_AND_RELATIVES_intersection2
Diodon eydouxii,PUFFERFISHES_AND_RELATIVES_intersection2
Lepidochelys kempii,REPTILES_PART1_intersection2
Eretmochelys imbricata,REPTILES_PART1_intersection2
Chelonia mydas,REPTILES_PART1_intersection2
Caretta caretta,REPTILES_PART1_intersection2
Dermochelys coriacea,REPTILES_PART1_intersection2
Zostera marina,SEAGRASSES_intersection2
Zostera noltii,SEAGRASSES_intersection2
Carcharodon carcharias,SHARKS_RAYS_CHIMAERAS_intersection
Cetorhinus maximus,SHARKS_RAYS_CHIMAERAS_intersection
Lamna nasus,SHARKS_RAYS_CHIMAERAS_intersection
Isurus oxyrinchus,SHARKS_RAYS_CHIMAERAS_intersection
Carcharhinus falciformis,SHARKS_RAYS_CHIMAERAS_intersection
Carcharhinus longimanus,SHARKS_RAYS_CHIMAERAS_intersection
Prionace glauca,SHARKS_RAYS_CHIMAERAS_intersection
Mobula tarapacana,SHARKS_RAYS_CHIMAERAS_intersection
Isurus paucus,SHARKS_RAYS_CHIMAERAS_intersection
Alopias superciliosus,SHARKS_RAYS_CHIMAERAS_intersection
Mobula mobular,SHARKS_RAYS_CHIMAERAS_intersection
Centrophorus squamosus,SHARKS_RAYS_CHIMAERAS_intersection
Etmopterus princeps,SHARKS_RAYS_CHIMAERAS_intersection
Centroscyllium fabricii,SHARKS_RAYS_CHIMAERAS_intersection
Dalatias licha,SHARKS_RAYS_CHIMAERAS_intersection
Sphyrna lewini,SHARKS_RAYS_CHIMAERAS_intersection
Sphyrna mokarran,SHARKS_RAYS_CHIMAERAS_intersection
Rajella bigelowi,SHARKS_RAYS_CHIMAERAS_intersection
Alopias vulpinus,SHARKS_RAYS_CHIMAERAS_intersection
Sphyrna zygaena,SHARKS_RAYS_CHIMAERAS_intersection
Carcharhinus galapagensis,SHARKS_RAYS_CHIMAERAS_intersection
Centroscymnus coelolepis,SHARKS_RAYS_CHIMAERAS_intersection
Pseudotriakis microdon,SHARKS_RAYS_CHIMAERAS_intersection
Centroselachus crepidater,SHARKS_RAYS_CHIMAERAS_intersection
Neoraja iberica,SHARKS_RAYS_CHIMAERAS_intersection
Somniosus rostratus,SHARKS_RAYS_CHIMAERAS_intersection
Carcharhinus obscurus,SHARKS_RAYS_CHIMAERAS_intersection
Hexanchus griseus,SHARKS_RAYS_CHIMAERAS_intersection
Squatina squatina,SHARKS_RAYS_CHIMAERAS_intersection
Raja microocellata,SHARKS_RAYS_CHIMAERAS_intersection
Chlamydoselachus anguineus,SHARKS_RAYS_CHIMAERAS_intersection
Deania calceus,SHARKS_RAYS_CHIMAERAS_intersection
Echinorhinus brucus,SHARKS_RAYS_CHIMAERAS_intersection
Heptranchias perlo,SHARKS_RAYS_CHIMAERAS_intersection
Odontaspis ferox,SHARKS_RAYS_CHIMAERAS_intersection
Mitsukurina owstoni,SHARKS_RAYS_CHIMAERAS_intersection
Zameus squamulosus,SHARKS_RAYS_CHIMAERAS_intersection
Rostroraja alba,SHARKS_RAYS_CHIMAERAS_intersection
Dipturus oxyrinchus,SHARKS_RAYS_CHIMAERAS_intersection
Hydrolagus pallidus,SHARKS_RAYS_CHIMAERAS_intersection
Hydrolagus mirabilis,SHARKS_RAYS_CHIMAERAS_intersection
Chimaera monstrosa,SHARKS_RAYS_CHIMAERAS_intersection
Hydrolagus affinis,SHARKS_RAYS_CHIMAERAS_intersection
Oxynotus paradoxus,SHARKS_RAYS_CHIMAERAS_intersection
Etmopterus spinax,SHARKS_RAYS_CHIMAERAS_intersection
Galeus melastomus,SHARKS_RAYS_CHIMAERAS_intersection
Etmopterus pusillus,SHARKS_RAYS_CHIMAERAS_intersection
Leucoraja fullonica,SHARKS_RAYS_CHIMAERAS_intersection
Leucoraja circularis,SHARKS_RAYS_CHIMAERAS_intersection
Rajella kukujevi,SHARKS_RAYS_CHIMAERAS_intersection
Leucoraja naevus,SHARKS_RAYS_CHIMAERAS_intersection
Raja brachyura,SHARKS_RAYS_CHIMAERAS_intersection
Galeus murinus,SHARKS_RAYS_CHIMAERAS_intersection
Scymnodon ringens,SHARKS_RAYS_CHIMAERAS_intersection
Dipturus nidarosiensis,SHARKS_RAYS_CHIMAERAS_intersection
Chimaera opalescens,SHARKS_RAYS_CHIMAERAS_intersection
Squalus acanthias,SHARKS_RAYS_CHIMAERAS_intersection
Hexanchus nakamurai,SHARKS_RAYS_CHIMAERAS_intersection
Centrophorus granulosus,SHARKS_RAYS_CHIMAERAS_intersection
Carcharhinus plumbeus,SHARKS_RAYS_CHIMAERAS_intersection
Galeorhinus galeus,SHARKS_RAYS_CHIMAERAS_intersection
Mustelus asterias,SHARKS_RAYS_CHIMAERAS_intersection
Raja clavata,SHARKS_RAYS_CHIMAERAS_intersection
Aetomylaeus bovinus,SHARKS_RAYS_CHIMAERAS_intersection
Rhinobatos rhinobatos,SHARKS_RAYS_CHIMAERAS_intersection
Oxynotus centrina,SHARKS_RAYS_CHIMAERAS_intersection
Raja montagui,SHARKS_RAYS_CHIMAERAS_intersection
Galeus atlanticus,SHARKS_RAYS_CHIMAERAS_intersection
Gymnura altavela,SHARKS_RAYS_CHIMAERAS_intersection
Torpedo marmorata,SHARKS_RAYS_CHIMAERAS_intersection
Torpedo torpedo,SHARKS_RAYS_CHIMAERAS_intersection
Raja undulata,SHARKS_RAYS_CHIMAERAS_intersection
Dasyatis pastinaca,SHARKS_RAYS_CHIMAERAS_intersection
Scyliorhinus stellaris,SHARKS_RAYS_CHIMAERAS_intersection
Taeniurops grabatus,SHARKS_RAYS_CHIMAERAS_intersection
Myliobatis aquila,SHARKS_RAYS_CHIMAERAS_intersection
Bathytoshia lata,SHARKS_RAYS_CHIMAERAS_intersection
Tetronarce nobiliana,SHARKS_RAYS_CHIMAERAS_intersection
Squalus margaretsmithae,SHARKS_RAYS_CHIMAERAS_intersection
Raja miraletus,SHARKS_RAYS_CHIMAERAS_intersection
Scyliorhinus canicula,SHARKS_RAYS_CHIMAERAS_intersection
Deania profundorum,SHARKS_RAYS_CHIMAERAS_intersection
Rhinochimaera atlantica,SHARKS_RAYS_CHIMAERAS_intersection
Somniosus microcephalus,SHARKS_RAYS_CHIMAERAS_intersection
Acipenser sturio,STURGEONS_PADDLEFISHES_intersection2
Macroramphosus scolopax,SYNGNATHIFORM_FISHES_intersection2
Syngnathus rostellatus,SYNGNATHIFORM_FISHES_intersection2
Nerophis ophidion,SYNGNATHIFORM_FISHES_intersection2
Syngnathus acus,SYNGNATHIFORM_FISHES_intersection2
Syngnathus typhle,SYNGNATHIFORM_FISHES_intersection2
Fistularia petimba,SYNGNATHIFORM_FISHES_intersection2
Entelurus aequoreus,SYNGNATHIFORM_FISHES_intersection2
Nerophis lumbriciformis,SYNGNATHIFORM_FISHES_intersection2
Syngnathus abaster,SYNGNATHIFORM_FISHES_intersection2
Thunnus alalunga,TUNAS_BILLFISHES_SWORDFISH_intersection2
Thunnus obesus,TUNAS_BILLFISHES_SWORDFISH_intersection2
Thunnus thynnus,TUNAS_BILLFISHES_SWORDFISH_intersection2
Xiphias gladius,TUNAS_BILLFISHES_SWORDFISH_intersection2
Tetrapturus pfluegeri,TUNAS_BILLFISHES_SWORDFISH_intersection2
Katsuwonus pelamis,TUNAS_BILLFISHES_SWORDFISH_intersection2
Makaira nigricans,TUNAS_BILLFISHES_SWORDFISH_intersection2
Kajikia albida,TUNAS_BILLFISHES_SWORDFISH_intersection2
Istiophorus platypterus,TUNAS_BILLFISHES_SWORDFISH_intersection2
Euthynnus alletteratus,TUNAS_BILLFISHES_SWORDFISH_intersection2
Scomber scombrus,TUNAS_BILLFISHES_SWORDFISH_intersection2
Sarda sarda,TUNAS_BILLFISHES_SWORDFISH_intersection2
Auxis thazard,TUNAS_BILLFISHES_SWORDFISH_intersection2
Auxis rochei,TUNAS_BILLFISHES_SWORDFISH_intersection2
Scomber colias,TUNAS_BILLFISHES_SWORDFISH_intersection2
Acantholabrus palloni,WRASSES_PARROTFISHES_intersection2
Labrus mixtus,WRASSES_PARROTFISHES_intersection2
Labrus bergylta,WRASSES_PARROTFISHES_intersection2
Symphodus mediterraneus,WRASSES_PARROTFISHES_intersection2
Symphodus bailloni,WRASSES_PARROTFISHES_intersection2
Labrus merula,WRASSES_PARROTFISHES_intersection2
Symphodus roissali,WRASSES_PARROTFISHES_intersection2
Labrus viridis,WRASSES_PARROTFISHES_intersection2
Xyrichtys novacula,WRASSES_PARROTFISHES_intersection2
Symphodus cinereus,WRASSES_PARROTFISHES_intersection2
Symphodus melops,WRASSES_PARROTFISHES_intersection2
Ctenolabrus rupestris,WRASSES_PARROTFISHES_intersection2
Coris julis,WRASSES_PARROTFISHES_intersection2
Centrolabrus exoletus,WRASSES_PARROTFISHES_intersection2
Symphodus tinca,WRASSES_PARROTFISHES_intersection2
Sparisoma cretense,WRASSES_PARROTFISHES_intersection2
Thalassoma pavo,WRASSES_PARROTFISHES_intersection2
