ANO,MES,PROVINCIA,RAMA,REXIME,AFILIACIONS
2021,Xaneiro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1383
2021,Xaneiro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4302
2021,Xaneiro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15685
2021,Xaneiro,Pontevedra,Construción,Réxime de autónomos,8751
2021,Xaneiro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,57088
2021,Xaneiro,Pontevedra,Industria e enerxía,Réxime de autónomos,4631
2021,Xaneiro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1380
2021,Xaneiro,Pontevedra,Non clasificados,Réxime de autónomos,0
2021,Xaneiro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,170023
2021,Xaneiro,Pontevedra,Resto de servizos,Réxime de autónomos,41717
2021,Xaneiro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1811
2021,Xaneiro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,512
2021,Xaneiro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,12026
2021,Xaneiro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6524
2021,Outubro,A Coruña,Agrario,Agrario,2096
2021,Outubro,A Coruña,Mar,Mar,5968
2021,Outubro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,10941
2021,Outubro,Lugo,Agrario,Agrario,1886
2021,Outubro,Lugo,Mar,Mar,1521
2021,Outubro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3095
2021,Outubro,Ourense,Agrario,Agrario,412
2021,Outubro,Ourense,Mar,Mar,0
2021,Outubro,Ourense,R. especial empregados fogar,R. especial empregados fogar,2883
2021,Outubro,Pontevedra,Agrario,Agrario,1337
2021,Outubro,Pontevedra,Mar,Mar,12780
2021,Outubro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8164
2021,Outubro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,522
2021,Outubro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,332
2021,Outubro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2412
2021,Outubro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,9287
2021,Outubro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,24706
2021,Outubro,A Coruña,Construción,Réxime de autónomos,11204
2021,Outubro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,49321
2021,Outubro,A Coruña,Industria e enerxía,Réxime de autónomos,5020
2021,Outubro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1751
2021,Outubro,A Coruña,Non clasificados,Réxime de autónomos,0
2021,Outubro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,238985
2021,Outubro,A Coruña,Resto de servizos,Réxime de autónomos,50032
2021,Outubro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3237
2021,Outubro,A Coruña,Servizos de aloxamento,Réxime de autónomos,711
2021,Outubro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,19204
2021,Outubro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,8625
2021,Outubro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,62
2021,Outubro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,68
2021,Outubro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1620
2021,Outubro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,10413
2021,Outubro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5380
2021,Outubro,Lugo,Construción,Réxime de autónomos,3714
2021,Outubro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11864
2021,Outubro,Lugo,Industria e enerxía,Réxime de autónomos,1648
2021,Outubro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,483
2021,Outubro,Lugo,Non clasificados,Réxime de autónomos,0
2021,Outubro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,58401
2021,Outubro,Lugo,Resto de servizos,Réxime de autónomos,14380
2021,Outubro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1322
2021,Outubro,Lugo,Servizos de aloxamento,Réxime de autónomos,307
2021,Outubro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5081
2021,Outubro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2319
2021,Outubro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51
2021,Outubro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,63
2021,Outubro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1559
2021,Outubro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,2800
2021,Outubro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4799
2021,Outubro,Ourense,Construción,Réxime de autónomos,3551
2021,Outubro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,13299
2021,Outubro,Ourense,Industria e enerxía,Réxime de autónomos,1759
2021,Outubro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,327
2021,Outubro,Ourense,Non clasificados,Réxime de autónomos,0
2021,Outubro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51855
2021,Outubro,Ourense,Resto de servizos,Réxime de autónomos,12608
2021,Outubro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,738
2021,Outubro,Ourense,Servizos de aloxamento,Réxime de autónomos,117
2021,Outubro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4280
2021,Outubro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2334
2021,Outubro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,513
2021,Outubro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,272
2021,Outubro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1585
2021,Outubro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4186
2021,Outubro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16948
2021,Outubro,Pontevedra,Construción,Réxime de autónomos,8994
2021,Outubro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,56540
2021,Outubro,Pontevedra,Industria e enerxía,Réxime de autónomos,4710
2021,Outubro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1600
2021,Outubro,Pontevedra,Non clasificados,Réxime de autónomos,0
2021,Outubro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,176591
2021,Outubro,Pontevedra,Resto de servizos,Réxime de autónomos,42545
2021,Outubro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3078
2021,Outubro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,574
2021,Outubro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15643
2021,Outubro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6612
2021,Novembro,A Coruña,Agrario,Agrario,2057
2021,Novembro,A Coruña,Mar,Mar,5866
2021,Novembro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,10859
2021,Novembro,Lugo,Agrario,Agrario,1720
2021,Novembro,Lugo,Mar,Mar,1531
2021,Novembro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3051
2021,Novembro,Ourense,Agrario,Agrario,405
2021,Novembro,Ourense,Mar,Mar,0
2021,Novembro,Ourense,R. especial empregados fogar,R. especial empregados fogar,2863
2021,Novembro,Pontevedra,Agrario,Agrario,1368
2021,Novembro,Pontevedra,Mar,Mar,12889
2021,Novembro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8163
2021,Novembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,513
2021,Novembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,328
2021,Novembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2380
2021,Novembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,9223
2021,Novembro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,24605
2021,Novembro,A Coruña,Construción,Réxime de autónomos,11194
2021,Novembro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,49217
2021,Novembro,A Coruña,Industria e enerxía,Réxime de autónomos,5017
2021,Novembro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1791
2021,Novembro,A Coruña,Non clasificados,Réxime de autónomos,0
2021,Novembro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,240330
2021,Novembro,A Coruña,Resto de servizos,Réxime de autónomos,50044
2021,Novembro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2915
2021,Novembro,A Coruña,Servizos de aloxamento,Réxime de autónomos,693
2021,Novembro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,19013
2021,Novembro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,8570
2021,Novembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,62
2021,Novembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,65
2021,Novembro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1612
2021,Novembro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,10365
2021,Novembro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5353
2021,Novembro,Lugo,Construción,Réxime de autónomos,3712
2021,Novembro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11947
2021,Novembro,Lugo,Industria e enerxía,Réxime de autónomos,1645
2021,Novembro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,482
2021,Novembro,Lugo,Non clasificados,Réxime de autónomos,0
2021,Novembro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,57879
2021,Novembro,Lugo,Resto de servizos,Réxime de autónomos,14363
2021,Novembro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1082
2021,Novembro,Lugo,Servizos de aloxamento,Réxime de autónomos,299
2021,Novembro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4959
2021,Novembro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2300
2021,Novembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,48
2021,Novembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,59
2021,Novembro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1510
2021,Novembro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,2782
2021,Novembro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4785
2021,Novembro,Ourense,Construción,Réxime de autónomos,3549
2021,Novembro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,13349
2021,Novembro,Ourense,Industria e enerxía,Réxime de autónomos,1766
2021,Novembro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,321
2021,Novembro,Ourense,Non clasificados,Réxime de autónomos,0
2021,Novembro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51517
2021,Novembro,Ourense,Resto de servizos,Réxime de autónomos,12620
2021,Novembro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,719
2021,Novembro,Ourense,Servizos de aloxamento,Réxime de autónomos,117
2021,Novembro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4224
2021,Novembro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2312
2021,Novembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,507
2021,Novembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,268
2021,Novembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1570
2021,Novembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4203
2021,Novembro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16953
2021,Novembro,Pontevedra,Construción,Réxime de autónomos,9006
2021,Novembro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,56796
2021,Novembro,Pontevedra,Industria e enerxía,Réxime de autónomos,4707
2021,Novembro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1629
2021,Novembro,Pontevedra,Non clasificados,Réxime de autónomos,0
2021,Novembro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,177223
2021,Novembro,Pontevedra,Resto de servizos,Réxime de autónomos,42549
2021,Novembro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2586
2021,Novembro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,558
2021,Novembro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15612
2021,Novembro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6569
2021,Decembro,A Coruña,Agrario,Agrario,2017
2021,Decembro,A Coruña,Mar,Mar,5538
2021,Decembro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,10821
2021,Decembro,Lugo,Agrario,Agrario,1738
2021,Decembro,Lugo,Mar,Mar,1425
2021,Decembro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3049
2021,Decembro,Ourense,Agrario,Agrario,397
2021,Decembro,Ourense,Mar,Mar,0
2021,Decembro,Ourense,R. especial empregados fogar,R. especial empregados fogar,2847
2021,Decembro,Pontevedra,Agrario,Agrario,1352
2021,Decembro,Pontevedra,Mar,Mar,12498
2021,Decembro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8172
2021,Decembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,497
2021,Decembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,331
2021,Decembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2296
2021,Decembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,9176
2021,Decembro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,23421
2021,Decembro,A Coruña,Construción,Réxime de autónomos,11146
2021,Decembro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,46428
2021,Decembro,A Coruña,Industria e enerxía,Réxime de autónomos,4989
2021,Decembro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1810
2021,Decembro,A Coruña,Non clasificados,Réxime de autónomos,0
2021,Decembro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,235712
2021,Decembro,A Coruña,Resto de servizos,Réxime de autónomos,49882
2021,Decembro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2741
2021,Decembro,A Coruña,Servizos de aloxamento,Réxime de autónomos,693
2021,Decembro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,18687
2021,Decembro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,8545
2021,Decembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,62
2021,Decembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,64
2021,Decembro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1500
2021,Decembro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,10323
2021,Decembro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5113
2021,Decembro,Lugo,Construción,Réxime de autónomos,3684
2021,Decembro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11740
2021,Decembro,Lugo,Industria e enerxía,Réxime de autónomos,1648
2021,Decembro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,492
2021,Decembro,Lugo,Non clasificados,Réxime de autónomos,0
2021,Decembro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,57203
2021,Decembro,Lugo,Resto de servizos,Réxime de autónomos,14285
2021,Decembro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1020
2021,Decembro,Lugo,Servizos de aloxamento,Réxime de autónomos,298
2021,Decembro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4806
2021,Decembro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2276
2021,Decembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,46
2021,Decembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,59
2021,Decembro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1462
2021,Decembro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,2762
2021,Decembro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4523
2021,Decembro,Ourense,Construción,Réxime de autónomos,3524
2021,Decembro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,12962
2021,Decembro,Ourense,Industria e enerxía,Réxime de autónomos,1762
2021,Decembro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,327
2021,Decembro,Ourense,Non clasificados,Réxime de autónomos,0
2021,Decembro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,50793
2021,Decembro,Ourense,Resto de servizos,Réxime de autónomos,12598
2021,Decembro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,640
2021,Decembro,Ourense,Servizos de aloxamento,Réxime de autónomos,115
2021,Decembro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4167
2021,Decembro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2314
2021,Decembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,491
2021,Decembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,264
2021,Decembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1411
2021,Decembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4189
2021,Decembro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16151
2021,Decembro,Pontevedra,Construción,Réxime de autónomos,8945
2021,Decembro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,54926
2021,Decembro,Pontevedra,Industria e enerxía,Réxime de autónomos,4674
2021,Decembro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1667
2021,Decembro,Pontevedra,Non clasificados,Réxime de autónomos,0
2021,Decembro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,171257
2021,Decembro,Pontevedra,Resto de servizos,Réxime de autónomos,42443
2021,Decembro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2247
2021,Decembro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,552
2021,Decembro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15156
2021,Decembro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6558
2021,Febreiro,A Coruña,Agrario,Agrario,2089
2021,Febreiro,A Coruña,Mar,Mar,5670
2021,Febreiro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,10971
2021,Febreiro,Lugo,Agrario,Agrario,1829
2021,Febreiro,Lugo,Mar,Mar,1413
2021,Febreiro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3126
2021,Febreiro,Ourense,Agrario,Agrario,432
2021,Febreiro,Ourense,Mar,Mar,0
2021,Febreiro,Ourense,R. especial empregados fogar,R. especial empregados fogar,2909
2021,Febreiro,Pontevedra,Agrario,Agrario,1452
2021,Febreiro,Pontevedra,Mar,Mar,12772
2021,Febreiro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8312
2021,Febreiro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,518
2021,Febreiro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,293
2021,Febreiro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2175
2021,Febreiro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,9584
2021,Febreiro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,23180
2021,Febreiro,A Coruña,Construción,Réxime de autónomos,11031
2021,Febreiro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,48192
2021,Febreiro,A Coruña,Industria e enerxía,Réxime de autónomos,5001
2021,Febreiro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1542
2021,Febreiro,A Coruña,Non clasificados,Réxime de autónomos,0
2021,Febreiro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,230207
2021,Febreiro,A Coruña,Resto de servizos,Réxime de autónomos,49247
2021,Febreiro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2284
2021,Febreiro,A Coruña,Servizos de aloxamento,Réxime de autónomos,659
2021,Febreiro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15242
2021,Febreiro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,8522
2021,Febreiro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,58
2021,Febreiro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,59
2021,Febreiro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1539
2021,Febreiro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,10713
2021,Febreiro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4866
2021,Febreiro,Lugo,Construción,Réxime de autónomos,3708
2021,Febreiro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11342
2021,Febreiro,Lugo,Industria e enerxía,Réxime de autónomos,1647
2021,Febreiro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,423
2021,Febreiro,Lugo,Non clasificados,Réxime de autónomos,0
2021,Febreiro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,56178
2021,Febreiro,Lugo,Resto de servizos,Réxime de autónomos,14270
2021,Febreiro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,889
2021,Febreiro,Lugo,Servizos de aloxamento,Réxime de autónomos,278
2021,Febreiro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3933
2021,Febreiro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2310
2021,Febreiro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,46
2021,Febreiro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,58
2021,Febreiro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1469
2021,Febreiro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,2871
2021,Febreiro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4590
