"year","Galician_name","FAOcode","total_kg","total_euros","Scientific_name","English_name","Family","Order.or.higher.taxa"
2013,"Escarapote de pintas","BBS",186330.75,758606.660000001,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2013,"Escarpón","LYY",1812.1,785.97,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES"
2013,"Faneca","BIB",2457295.36,4264840.24999999,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES"
2013,"Fletán branco","HAL",126,463.53,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Fodón","POD",19485.55,30933.04,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES"
2013,"Fogoneiro","POK",35599.93,53456.22,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES"
2013,"Galludo","QUB",124591.5,397625.75,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES"
2013,"Gamba branca","DPS",350,2870.55,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2013,"Gata común","ETX",16401,36372.07,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES"
2013,"Gato de mar","COB",158.75,398,"Umbrina cirrosa","Shi drum","SCIAENIDAE","ACANTHURIFORMES"
2013,"Gavilán","UBI",3512.85000000001,209302.26,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)"
2013,"Golfo","UDP",67970,50964.68,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2013,"Lagosta","SLO",1567.25,28193.45,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2013,"Lamprea de mar","LAU",23451.65,180156.67,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES"
2013,"Lapas","LPZ",21.8,36.94,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA"
2013,"Linguado","SOL",206095.28,2749368.53999999,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Lirio","WHB",12134678.39,8923150.49,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES"
2013,"Longueirón","EQI",68139.06,383273.59,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA"
2013,"Longueirón vello","RAE",450.25,1164.53,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA"
2013,"Lumbrigante","LBE",4004.6,86276.0199999999,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
2013,"Lura","SQR",243829.32,1647314.79,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2013,"Maragota","USB",263426.72,574533.080000001,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2013,"Marlíns","BXQ",996,2437.8,"Makaira spp","Marlins NEI","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)"
2013,"Marraxo azul","SMA",280028,1386579.96,"Isurus oxyrinchus","Shortfin mako","LAMNIDAE","LAMNIFORMES"
2013,"Marraxo sardiñeiro","POR",2894.9,11255.16,"Lamna nasus","Porbeagle","LAMNIDAE","LAMNIFORMES"
2013,"Maruca","LIN",439740.34,779918.85,"Molva molva","Ling","LOTIDAE","GADIFORMES"
2013,"Melga","DGS",3059,2435.01,"Squalus acanthias","Picked dogfish","SQUALIDAE","SQUALIFORMES"
2013,"Melgacho","SYC",500168.1,311069.73,"Scyliorhinus canicula","Small-spotted catshark","SCYLIORHINIDAE","CARCHARHINIFORMES"
2013,"Melva","BLT",74193.4,101042.28,"Auxis rochei","Bullet tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Mendo limón","LEM",488366,1213535.02,"Microstomus kitt","Lemon sole","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Merlán","WHG",24643.8,32513.18,"Merlangius merlangus","Whiting","GADIDAE","GADIFORMES"
2013,"Mero","WRF",91819.42,1416647.36,"Polyprion americanus","Wreckfish","POLYPRIONIDAE","ACROPOMATIFORMES"
2013,"Mexilla","MSM",114873.44,105119.2,"Mytilus galloprovincialis","Mediterranean mussel","MYTILIDAE","BIVALVIA"
2013,"Miñoca","NER",32.56,602,"Hediste diversicolor","Ragworm","NEREIDIDAE","ANELLIDA (POLYCHAETA)"
2013,"Miñoca de area","ARM",27.06,523.8,"Arenicola marina","Lugworm","ARENICOLIDAE","ANELLIDA (POLYCHAETA)"
2013,"Miñoca de tubo","DIN",994.700000000002,24141.37,"Diopatra neapolitana","","ONUPHIDAE","ANELLIDA (POLYCHAETA)"
2013,"Morea","MMH",118.5,310.25,"Muraena helena","Mediterranean moray","MURAENIDAE","ANGUILLIFORMES"
2013,"Muxos","MUL",92864.74,55283.4000000001,"Mugilidae","Mullets NEI","MUGILIDAE","MUGILIFORMES"
2013,"Navalla","EQE",372488.6,2453274.45,"Ensis ensis","Pod razor shell","PHARIDAE","BIVALVIA"
2013,"Nécora","LIO",94454.25,1479005.13,"Necora puber","Velvet swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2013,"Ollomol","SBR",209736.84,2484151.41,"Pagellus bogaraveo","Blackspot seabream","SPARIDAE","ACANTHURIFORMES"
2013,"Ortiguilla de mar","NOW",1523,11599,"Anemonia sulcata","Snakelocks anemone","ACTINIIDAE","CNIDARIA (ANTHOZOA) HEXACORALLIA"
2013,"Ostra plana","OYF",25855.46,126827.18,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA"
2013,"Ostra rizada","OYG",13293.3,13054.52,"Magallana gigas","Pacific cupped oyster","OSTREIDAE","BIVALVIA"
2013,"Ourizo","URM",593018.81,1818016.52,"Paracentrotus lividus","Stony sea urchin","PARECHINIDAE","ECHINODERMATA (ECHINOIDEA)"
2013,"Ovas de Maruca","LI0",1547,6451.82,NA,NA,NA,NA
2013,"Ovas de pescada","HK0",168174.14,505928.220000001,NA,NA,NA,NA
2013,"Pampos","POX",43.5,285.36,"Trachinotus spp","Pompanos NEI","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2013,"Pancho bicudo","SBA",749472.8,2174800.66,"Pagellus acarne","Axillary seabream","SPARIDAE","ACANTHURIFORMES"
2013,"Patelo","QPH",8687,2133.2,"Polybius henslowii","Henslow’s swimming crab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2013,"Patulate","IOD",3284.6,3696.99,"Polybius depurator","Blue-leg swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2013,"Peixe cinta","CBC",39,42.5,"Cepola macrophthalma","Red bandfish","CEPOLIDAE","ACANTHURIFORMES"
2013,"Peixe espada","SWO",823593,4409672.21,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)"
2013,"Peixe pau","BLI",101816,241340.01,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES"
2013,"Peixe porco","TRG",2561.4,6508.80000000001,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES"
2013,"Peixe sabre","LHT",26306.14,93288.87,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Peixe sabre negro","BSF",113,231.51,"Aphanopus carbo","Black scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Peixe sabre prateado","SFS",26740.05,34673.66,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Peixe sapo","ANK",6795815.75,34658011.9799999,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES"
2013,"Peixes mariños nep","MZZ",209374.98,359367.010000001,"Actinopterygii","Marine fishes NEI","","PISCES MISCELLANEA"
2013,"Peneira","HLT",275.35,4816.3,"Haliotis tuberculata","Tuberculate abalone","HALIOTIDAE","GASTROPODA"
2013,"Percebe","PCB",324577.4,6965633.96999999,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)"
2013,"Pescada","HKE",24345026.1099999,97107465.2100004,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES"
2013,"Piardas","SIL",64091.15,73340.45,"Atherinidae","Silversides(=Sand smelts) NEI","ATHERINIDAE","ATHERINIFORMES"
2013,"Polbo","OCC",2000235.57,8855117.24,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)"
2013,"Polbo cabezón","EOI",1579188.65,2003607.38,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)"
2013,"Pota común","SQM",171616.05,356622.52,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2013,"Pota pequena","TDQ",8093169.15,11956484.35,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2013,"Pota voadora","SQI",1806470.76,2735892.84,"Illex illecebrosus","Northern shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2013,"Prago","RPG",20269,210617.5,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES"
2013,"Puntilla pequena","OUM",15689.05,83042.85,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2013,"Quenlla","BSH",2417745.3,3048665.4,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES"
2013,"Rabioso","GKL",9325,7460,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA"
2013,"Raia cravuda","RJC",45306.3,95787.9900000001,"Raja clavata","Thornback ray","RAJIDAE","RAJIFORMES"
2013,"Raia de pintas","RJM",14300.2,33077.54,"Raja montagui","Spotted ray","RAJIDAE","RAJIFORMES"
2013,"Raia santiaguesa","RJN",186643.8,401846.77,"Leucoraja naevus","Cuckoo ray","RAJIDAE","RAJIFORMES"
2013,"Raias","SKA",1133813.94,2162092.87,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES"
2013,"Rapantes","LEZ",7859448.65,30839238.54,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Rapapelos de Kessler","RKZ",11301,17069.13,"Arnoglossus grohmanni","Scaldback","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Rapapelos de ollos grandes","OUB",9.65,19.35,"Bothus podas","Wide-eyed flounder","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Rei","USI",34729.02,266814.93,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2013,"Reloxo prateado","HPR",2158.3,3013.13,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES"
2013,"Ripia","CET",13106.75,94714.57,"Dicologlossa cuneata","Wedge sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Robaliza","BSS",374526.72,4121515.23,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES"
2013,"Robaliza de pintas","SPU",3,6,"Dicentrarchus punctatus","Spotted seabass","MORONIDAE","ACANTHURIFORMES"
2013,"Rodaballo","TUR",72424.69,1067779.82,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Rosada do Cabo","KCP",3099,14164.84,"Genypterus capensis","Kingklip","OPHIDIIDAE","OPHIDIIFORMES"
2013,"Roxa","SYT",10,2,"Scyliorhinus stellaris","Nursehound","SCYLIORHINIDAE","CARCHARHINIFORMES"
2013,"Saboga","SLM",400838.21,178937.51,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES"
2013,"Salema","TSD",11.15,21.2,"Alosa fallax","Twaite shad","ALOSIDAE","CLUPEIFORMES"
2013,"Salmonete de lama","MUT",59294.33,490901.05,"Mullus barbatus","Red mullet","MULLIDAE","SYNGNATHIFORMES"
2013,"Salmonete de rocha","MUR",180388.84,1495976.92,"Mullus surmuletus","Surmullet","MULLIDAE","SYNGNATHIFORMES"
2013,"Sanmartiño","JOD",768213.68,4983443.12,"Zeus faber","John dory","ZEIDAE","ZEIFORMES"
2013,"Santiaguiño","SCY",939.9,54586.09,"Scyllarus arctus","Lesser slipper lobster","SCYLLARIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2013,"Sardiña","PIL",4531129.54,9449478.27000001,"Sardina pilchardus","European pilchard(=Sardine)","ALOSIDAE","CLUPEIFORMES"
2013,"Sargo común","SWA",551219.370000001,2502047.59,"Diplodus sargus","White seabream","SPARIDAE","ACANTHURIFORMES"
2013,"Serra","SNK",473,1825.88,"Leionura atun","Snoek","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Serrán cabra","CBR",325026.98,473232.61,"Serranus cabrilla","Comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2013,"Serrán riscado","SRK",4344.45,8678.65,"Serranus scriba","Painted comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2013,"Solla","FLE",47064.82,144611.84,"Platichthys flesus","European flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Sollo rei","APU",208.05,1884.64,"Acipenser sturio","Sturgeon","ACIPENSERIDAE","ACIPENSERIFORMES"
2013,"Tapa","ZGP",376.41,1788.29,"Zeugopterus punctatus","Topknot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2013,"Tomás","EPI",2126.8,7276.39,"Epigonus telescopus","Black cardinal fish","EPIGONIDAE","ACROPOMATIFORMES"
2013,"Trancho","SPR",8,6.4,"Sprattus sprattus","European sprat","CLUPEIDAE","CLUPEIFORMES"
2013,"Veleiro do indo-pacífico","SFA",189,281.75,"Istiophorus platypterus","Indo-Pacific sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)"
2013,"Vello","YFC",1684.5,1918.14,"Symphodus cinereus","Grey wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2013,"Vieira","SCE",132206.91,474319.29,"Pecten maximus","Great Atlantic scallop","PECTINIDAE","BIVALVIA"
2013,"Volandeira","QSC",242566.3,472052.55,"Aequipecten opercularis","Queen scallop","PECTINIDAE","BIVALVIA"
2013,"Xarda","MAC",3759882.79,3148934,"Scomber scombrus","Atlantic mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Xarda pintada","MAS",12086588.22,7713322.65000001,"Scomber japonicus","Pacific chub mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2013,"Xuliana","MON",614841.41,2946631.27,"Lophius piscatorius","Angler(=Monk)","LOPHIIDAE","LOPHIIFORMES"
2013,"Xurelo","HOM",23782269.32,19630375.26,"Trachurus trachurus","Atlantic horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2013,"Xurelo do mediterráneo","HMM",91384.35,256085.77,"Trachurus mediterraneus","Mediterranean horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2013,"Xurelo negro","JAA",463643.57,300817.69,"Trachurus picturatus","Blue jack mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2013,"Zamborca","ASD",715,2356.32,"Alosa alosa","Allis shad","ALOSIDAE","CLUPEIFORMES"
2013,"Zamburiña","VSC",67,268,"Mimachlamys varia","Variegated scallop","PECTINIDAE","BIVALVIA"
2012,"Abadexo","POL",281921.62,1501172.66,"Pollachius pollachius","Pollack","GADIDAE","GADIFORMES"
2012,"Acedía","SOS",77679.0299999999,391913.230000001,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2012,"Agulla","GAR",73670.51,83616.24,"Belone belone","Garfish","BELONIDAE","BELONIFORMES"
2012,"Alcrique","SAU",75982.7,62251.52,"Scomberesox saurus","Atlantic saury","SCOMBERESOCIDAE","BELONIFORMES"
2012,"Ameixa babosa","CTS",1169820.04,10832406.13,NA,NA,NA,NA
2012,"Ameixa bicuda","VNA",7418.65,24171.92,"Polititapes aureus","Golden carpet shell","VENERIDAE","BIVALVIA"
2012,"Ameixa fina","CTG",827827.2,13374998.19,"Ruditapes decussatus","Grooved carpet shell","VENERIDAE","BIVALVIA"
2012,"Ameixa rubia","VNR",431217.7,3010504.83,"Polititapes rhomboides","Banded carpet shell","VENERIDAE","BIVALVIA"
2012,"Ameixa xaponesa","CLJ",2188516.84,11096690.71,"Ruditapes philippinarum","Japanese carpet shell","VENERIDAE","BIVALVIA"
2012,"Ameixón","KLK",4819.5,4643.9,"Callista chione","Smooth callista","VENERIDAE","BIVALVIA"
2012,"Anguilas","ELX",37101.58,551813.83,"Anguilla spp","River eels NEI","ANGUILLIDAE","ANGUILLIFORMES"
2012,"Arenque do atlántico","HER",1202,1202,"Clupea harengus","Atlantic herring","CLUPEIDAE","CLUPEIFORMES"
2012,"Argazo","LAZ",82322,32105.58,"Laminariaceae","Kelps NEI","LAMINARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2012,"Argazo bravo","LA5",3430,2572.5,NA,NA,NA,NA
2012,"Atún amarelo","YFT",4390.85,19798.33,"Thunnus albacares","Yellowfin tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Atún patudo","BET",36230,169526.63,"Thunnus obesus","Bigeye tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Atúns","TUS",1309,7598.57,"Thunnus spp","True tunas NEI","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Bacallao","COD",108352.85,263995.85,"Gadus morhua","Atlantic cod","GADIDAE","GADIFORMES"
2012,"Bacoreta","LTA",167339.05,317558.81,"Euthynnus alletteratus","Little tunny(=Atl.black skipj)","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Barbada común","GGU",46.65,175.42,"Gaidropsarus vulgaris","Three-bearded rockling","GAIDROPSARIDAE","GADIFORMES"
2012,"Barbada de area","GGD",6494.74,33880.44,"Gaidropsarus mediterraneus","Shore rockling","GAIDROPSARIDAE","GADIFORMES"
2012,"Berberecho","COC",1815698.21,9079912.48000001,"Cerastoderma edule","Common edible cockle","CARDIIDAE","BIVALVIA"
2012,"Bertorella brava","RIB",6697.65,11761.62,"Mora moro","Common mora","MORIDAE","GADIFORMES"
2012,"Bertorella de lama","GFB",892543.72,3073917.55,"Phycis blennoides","Greater forkbeard","PHYCIDAE","GADIFORMES"
2012,"Bertorella de rocha","FOR",1691124.34,4485876.13,"Phycis phycis","Forkbeard","PHYCIDAE","GADIFORMES"
2012,"Bertorellas","FOX",2500,10650,"Phycis spp","Forkbeards NEI","PHYCIDAE","GADIFORMES"
2012,"Bocarte","ANE",111810.85,473346.03,"Engraulis encrasicolus","European anchovy","ENGRAULIDAE","CLUPEIFORMES"
2012,"Boga","BOG",13304551,8917084.52,"Boops boops","Bogue","SPARIDAE","ACANTHURIFORMES"
2012,"Boi","CRE",6801.95,51720.5999999999,"Cancer pagurus","Edible crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2012,"Bolos","SAN",79014.85,62524.75,"Ammodytes spp","Sandeels(=Sandlances) NEI","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2012,"Bonito alistado","SKJ",252505.55,528490.47,"Katsuwonus pelamis","Skipjack tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Bonito do Atlántico","BON",1636553.88,2341449.79,"Sarda sarda","Atlantic bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Bonito do norte","ALB",2243523.75,9215769.16,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Breca","PAC",35641.95,110648.24,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES"
2012,"Brosme","USK",804,1081.56,"Brosme brosme","Tusk(=Cusk)","LOTIDAE","GADIFORMES"
2012,"Burro","HAD",192936.7,275649.91,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES"
2012,"Cabra de altura","BRF",1620453.39,5872493.65999999,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2012,"Cadelucha","DXL",13119.15,358615.54,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA"
2012,"Camarón común","CPR",64626.94,1691392.72,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2012,"Camarón de poza","PNQ",482.25,4116,"Palaemon elegans","Rockpool prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2012,"Cangrexo común","CRG",4542,2271,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2012,"Cangrexo real","KEF",22.5,90.5,"Chaceon affinis","Deep-sea red crab","GERYONIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2012,"Carabineiro","SSH",203,3419.25,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2012,"Caramuxo","PEE",1389.45,3758.25,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA"
2012,"Carneiro","VEV",89960.41,333927.14,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA"
2012,"Carrapicho","IMS",956,956,"Chondrus crispus","Carragheen (Irish) moss","GIGARTINACEAE","RHODOPHYTA (FLORIDEOPHYCEAE)"
2012,"Castañeta","POA",14839346.59,20549229.04,"Brama brama","Atlantic pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Castañeta macho","BYS",148500.7,286603.73,"Beryx splendens","Splendid alfonsino","BERYCIDAE","BERYCIFORMES"
2012,"Castañeta vermella","BXD",212834.49,929916.95,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES"
2012,"Castañetas","ALF",314.8,1693.62,"Beryx spp","Alfonsinos NEI","BERYCIDAE","BERYCIFORMES"
2012,"Cazón","GAG",88568.85,62048.1499999999,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES"
2012,"Cazón liso","SMD",8706.75,8058.77,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES"
2012,"Centola","SCR",334012.020000001,2945340.66999999,"Maja squinado","Spinous spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2012,"Chaparella","CTB",27083.18,26511.98,"Diplodus vulgaris","Common two-banded seabream","SPARIDAE","ACANTHURIFORMES"
2012,"Choco","CTC",591294.95,2961956.94999999,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)"
2012,"Chopiño","CTR",10154.85,54289.03,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)"
2012,"Choquiño","EJE",2778.4,5263.13,"Sepia elegans","Elegant cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)"
2012,"Choupa","BRB",364559.9,660334.580000003,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES"
2012,"Cigala","NEP",364718.65,4917629.57,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
2012,"Cochinilla","OIL",122068,368144.78,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2012,"Congro","COE",3650955.51,7034178.00000001,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES"
2012,"Conguito","ICC",15225.25,16717.35,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2012,"Coreano","WIT",1268089.52,4020954.97,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2012,"Cornicha","ULO",9432.98,35983.13,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA"
2012,"Corno","KRJ",3873.05,5661.79,"Charonia lampas","Knobbed triton","CHARONIIDAE","GASTROPODA"
2012,"Corvina real","MGR",11157.55,60697.64,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES"
2012,"Curuxo","BLL",32547.1,388500.380000001,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2012,"Dentón","DEC",219164.5,454607.11,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES"
2012,"Dentón ollón","DEL",5622,10529.79,"Dentex macrophthalmus","Large-eye dentex","SPARIDAE","ACANTHURIFORMES"
2012,"Doncela","COU",3997.75,16948.76,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2012,"Dourada","SBG",14388.1,168024.1,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES"
2012,"Dourado común","DOL",39,125.4,"Coryphaena hippurus","Common dolphinfish","CORYPHAENIDAE","CARANGIFORMES (CARANGOIDEI)"
2012,"Escachos","GUX",1690300.84,3085831.12,"Triglidae","Gurnards, searobins NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2012,"Escarapote de pedra","RSE",253232.79,1173858.68,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2012,"Escarapote de pintas","BBS",195482.15,695946.740000001,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2012,"Escarpón","LYY",2472.55,912.26,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES"
2012,"Faneca","BIB",3198297.95,5995412.51000002,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES"
2012,"Ferreira","SSB",5,8.5,"Lithognathus mormyrus","Sand steenbras","SPARIDAE","ACANTHURIFORMES"
2012,"Fodón","POD",26079.5,42654.62,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES"
2012,"Fogoneiro","POK",26296,35286.45,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES"
2012,"Galludo","QUB",78198.1,307135.31,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES"
2012,"Gamba branca","DPS",456.25,3018.34,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2012,"Gata común","ETX",949,3347.1,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES"
2012,"Gato de mar","COB",9277.5,29737,"Umbrina cirrosa","Shi drum","SCIAENIDAE","ACANTHURIFORMES"
2012,"Gavilán","UBI",3396.35000000001,182705.72,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)"
