"year","Galician_name","FAOcode","total_kg","total_euros","Scientific_name","English_name","Family","Order.or.higher.taxa"
2022,"Pota voadora","SQI",10308450.47,14680187.804,"Illex illecebrosus","Northern shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2022,"Potón común","SQE",3078.5,10049.69,"Todarodes sagittatus","European flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2022,"Prago","RPG",16418.875,259200.013,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES"
2022,"Puntilla común","OUL",3431.25,20424.28,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2022,"Puntilla pequena","OUM",11752.95,76665.643,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2022,"Quenlla","BSH",930963.75,1910737.99,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES"
2022,"Rabioso","GKL",88.1,79.05,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA"
2022,"Raia boca de rosa","RJH",24870,76310.31,"Raja brachyura","Blonde ray","RAJIDAE","RAJIFORMES"
2022,"Raia coreada","RJE",3340.4,6731.36,"Raja microocellata","Small-eyed ray","RAJIDAE","RAJIFORMES"
2022,"Raia cravuda","RJC",795205.84,1899847.584,"Raja clavata","Thornback ray","RAJIDAE","RAJIFORMES"
2022,"Raia de círculos","RJI",13011.35,34129.28,"Leucoraja circularis","Sandy ray","RAJIDAE","RAJIFORMES"
2022,"Raia de pintas","RJM",71136.96,174793.385,"Raja montagui","Spotted ray","RAJIDAE","RAJIFORMES"
2022,"Raia espiñeta","RJF",23100.5,62490.67,"Leucoraja fullonica","Shagreen ray","RAJIDAE","RAJIFORMES"
2022,"Raia riscada","RJU",20530.36,59520.749,"Raja undulata","Undulate ray","RAJIDAE","RAJIFORMES"
2022,"Raia santiaguesa","RJN",134490.2,253781.2,"Leucoraja naevus","Cuckoo ray","RAJIDAE","RAJIFORMES"
2022,"Raias","SKA",118712.065,327444.656,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES"
2022,"Rapante","MEG",523226.92,2391451.23,"Lepidorhombus whiffiagonis","Megrim","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Rapante de manchas","LDB",63569.2,254162.74,"Lepidorhombus boscii","Four-spot megrim","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Rapantes","LEZ",4291952.90999999,17355629.847,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Rapapelos de Kessler","RKZ",25.65,60.76,"Arnoglossus grohmanni","Scaldback","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Rapapelos de ollos grandes","OUB",1.25,4.125,"Bothus podas","Wide-eyed flounder","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Rascón bicudo","CIL",51.5,103,"Citharus linguatula","Spotted flounder","CITHARIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Rei","USI",2623.05,3465.377,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2022,"Reloxo prateado","HPR",512.6,1635.15,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES"
2022,"Reló","DSX",57676.19,244441.714,"Dosinia exoleta","Mature dosinia","VENERIDAE","BIVALVIA"
2022,"Robaliza","BSS",388885.08,5395938.136,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES"
2022,"Robaliza de pintas","SPU",669.7,4930.643,"Dicentrarchus punctatus","Spotted seabass","MORONIDAE","ACANTHURIFORMES"
2022,"Rodaballo","TUR",67533.6300000001,1557214.207,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Roncador mulato","GBR",801.45,1265.43,"Plectorhinchus mediterraneus","Rubberlip grunt","HAEMULIDAE","ACANTHURIFORMES"
2022,"Roxa","SYT",40062.8,26895.45,"Scyliorhinus stellaris","Nursehound","SCYLIORHINIDAE","CARCHARHINIFORMES"
2022,"Rufo imperial","HDV",7328.7,58011.56,"Schedophilus ovalis","Imperial blackfish","CENTROLOPHIDAE","SCOMBRIFORMES (STROMATEOIDEI)"
2022,"Saboga","SLM",211451.15,165594.311,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES"
2022,"Salema","TSD",14666.45,9914.822,"Alosa fallax","Twaite shad","ALOSIDAE","CLUPEIFORMES"
2022,"Salmonete de lama","MUT",1702.95,23503.496,"Mullus barbatus","Red mullet","MULLIDAE","SYNGNATHIFORMES"
2022,"Salmonete de rocha","MUR",77185.7,1168766.397,"Mullus surmuletus","Surmullet","MULLIDAE","SYNGNATHIFORMES"
2022,"Salmonetes","MUX",274.2,5412.25,"Mullus spp","Surmullets(=Red mullets) NEI","MULLIDAE","SYNGNATHIFORMES"
2022,"Salmón do Atlántico","SAL",6.7,117.25,"Salmo salar","Atlantic salmon","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)"
2022,"Sanmartiño","JOD",221041.6,2746600.32,"Zeus faber","John dory","ZEIDAE","ZEIFORMES"
2022,"Sanmartiño prateado","JOS",2.9,5.8,"Zenopsis conchifer","Silvery John dory","ZEIDAE","ZEIFORMES"
2022,"Santiaguiño","SCY",658.69,62734.18,"Scyllarus arctus","Lesser slipper lobster","SCYLLARIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2022,"Sardiña","PIL",11461192.46,13677612.547,"Sardina pilchardus","European pilchard(=Sardine)","ALOSIDAE","CLUPEIFORMES"
2022,"Sargo común","SWA",347029.705000001,2346717.225,"Diplodus sargus","White seabream","SPARIDAE","ACANTHURIFORMES"
2022,"Sastre vermello","LQL",2.8,5.86,"Grimothea planipes","Pelagic red crab","MUNIDIDAE","DECAPODA (PLEOCYEMATA) ANOMURA"
2022,"Sastres","UEX",3320.35,1773.38,"Munida spp","","MUNIDIDAE","DECAPODA (PLEOCYEMATA) ANOMURA"
2022,"Serrán","YFX",111.05,246.311,"Symphodus spp","Symphodus wrasses NEI","LABRIDAE","LABRIFORMES (LABROIDEI)"
2022,"Serrán cabra","CBR",17016.2,29251.68,"Serranus cabrilla","Comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2022,"Serrán riscado","SRK",5036.15,10606.25,"Serranus scriba","Painted comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2022,"Solla","FLE",11505.12,87998.6049999999,"Platichthys flesus","European flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Solla de altura","PLE",6071.2,13970.8,"Pleuronectes platessa","European plaice","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Tapa","ZGP",757.1,4925.916,"Zeugopterus punctatus","Topknot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2022,"Tomás","EPI",123.25,876.09,"Epigonus telescopus","Black cardinal fish","EPIGONIDAE","ACROPOMATIFORMES"
2022,"Trompeteiro","SNS",7.2,2.16,"Macroramphosus scolopax","Longspine snipefish","CENTRISCIDAE","SYNGNATHIFORMES"
2022,"Veleiro do Atlántico","SAI",179.5,746.57,"Istiophorus albicans","Atlantic sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)"
2022,"Vello","YFC",769.4,1018.345,"Symphodus cinereus","Grey wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2022,"Vieira","SCE",83199,457594.5,"Pecten maximus","Great Atlantic scallop","PECTINIDAE","BIVALVIA"
2022,"Volandeira","QSC",498647.3,1365290.63,"Aequipecten opercularis","Queen scallop","PECTINIDAE","BIVALVIA"
2022,"Xarda","MAC",7285629.8,12560629.99,"Scomber scombrus","Atlantic mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2022,"Xarda pintada","VMA",969306.23,594828.115,"Scomber colias","Atlantic chub mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2022,"Xuliana","MON",2920094.41,16909683.53,"Lophius piscatorius","Angler(=Monk)","LOPHIIDAE","LOPHIIFORMES"
2022,"Xurelo","HOM",15816176.6,17621226.469,"Trachurus trachurus","Atlantic horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2022,"Xurelo do mediterráneo","HMM",5192.6,34397.584,"Trachurus mediterraneus","Mediterranean horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2022,"Xurelo negro","JAA",5246.65,9231.14,"Trachurus picturatus","Blue jack mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2022,"Zamborca","ASD",3413.7,8140.845,"Alosa alosa","Allis shad","ALOSIDAE","CLUPEIFORMES"
2022,"Zamburiña","VSC",30121.8,313911.58,"Mimachlamys varia","Variegated scallop","PECTINIDAE","BIVALVIA"
2021,"Abadexo","POL",316428.98,2293985.797,"Pollachius pollachius","Pollack","GADIDAE","GADIFORMES"
2021,"Acedía","CET",24493.24,178234.263,"Dicologlossa cuneata","Wedge sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Agulla","GAR",208436.525,212067.522,"Belone belone","Garfish","BELONIDAE","BELONIFORMES"
2021,"Alacha","SAA",2.75,5.41,"Sardinella aurita","Round sardinella","DOROSOMATIDAE","CLUPEIFORMES"
2021,"Alcrique","SAU",633711.9,868223.63,"Scomberesox saurus","Atlantic saury","SCOMBERESOCIDAE","BELONIFORMES"
2021,"Alfóndega","GUU",36832.9,94951.233,"Chelidonichthys lucerna","Tub gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Alga parda","SWB",69507.44,34833.94,"Phaeophyceae","Brown seaweeds","","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2021,"Algas NP","SWX",214.3,143.065,"Algae","Seaweeds NEI","","PLANTAE AQUATICAE MISCELLANEA"
2021,"Algas verdes","SWG",134908,114871.1,"Chlorophyceae","Green seaweeds","","CHLOROPHYTA (CHLOROPHYCEAE)"
2021,"Algas vermellas","SWR",7668.94,6296.655,"Rhodophyta","Red seaweeds","","RHODOPHYTA"
2021,"Ameixa babosa","CTS",330575.840000001,7291400.60699999,NA,NA,NA,NA
2021,"Ameixa bicuda","VNA",2055.415,6717.791,"Polititapes aureus","Golden carpet shell","VENERIDAE","BIVALVIA"
2021,"Ameixa fina","CTG",278972.912000001,8454371.83999999,"Ruditapes decussatus","Grooved carpet shell","VENERIDAE","BIVALVIA"
2021,"Ameixa rubia","VNR",254117.963,3611440.42,"Polititapes rhomboides","Banded carpet shell","VENERIDAE","BIVALVIA"
2021,"Ameixa xaponesa","CLJ",2041818.993,27400964.744,"Ruditapes philippinarum","Japanese carpet shell","VENERIDAE","BIVALVIA"
2021,"Ameixón","KLK",22439.25,162878.242,"Callista chione","Smooth callista","VENERIDAE","BIVALVIA"
2021,"Anguías","ELX",27640.184,637507.621,"Anguilla spp","River eels NEI","ANGUILLIDAE","ANGUILLIFORMES"
2021,"Argazo","LAZ",152023,76790,"Laminariaceae","Kelps NEI","LAMINARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2021,"Atún patudo","BET",16556.8,91519.98,"Thunnus obesus","Bigeye tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Atún vermello","BFT",14293.5,125671.68,"Thunnus thynnus","Atlantic bluefin tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Bacallao","COD",35202.19,130103.98,"Gadus morhua","Atlantic cod","GADIDAE","GADIFORMES"
2021,"Bacoreta","LTA",1589.7,1104.52,"Euthynnus alletteratus","Little tunny(=Atl.black skipj)","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Barbada común","GGU",1490.35,11693.787,"Gaidropsarus vulgaris","Three-bearded rockling","GAIDROPSARIDAE","GADIFORMES"
2021,"Barbada de area","GGD",2815.55000000001,14574.912,"Gaidropsarus mediterraneus","Shore rockling","GAIDROPSARIDAE","GADIFORMES"
2021,"Berberecho","COC",2100713.178,13745102.673,"Cerastoderma edule","Common edible cockle","CARDIIDAE","BIVALVIA"
2021,"Berete","CTZ",3927.28,4258.069,"Chelidonichthys lastoviza","Streaked gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Bertorella brava","RIB",19488.35,45306.92,"Mora moro","Common mora","MORIDAE","GADIFORMES"
2021,"Bertorella de lama","GFB",521693.46,1742501.995,"Phycis blennoides","Greater forkbeard","PHYCIDAE","GADIFORMES"
2021,"Bertorella de rocha","FOR",8674.14999999999,36130.451,"Phycis phycis","Forkbeard","PHYCIDAE","GADIFORMES"
2021,"Bertorellas","FOX",33.3,55.73,"Phycis spp","Forkbeards NEI","PHYCIDAE","GADIFORMES"
2021,"Birollo","KTG",3347,15222.9,"Cerastoderma glaucum","Olive green cockle","CARDIIDAE","BIVALVIA"
2021,"Bocarte","ANE",4634574.9,7411644.568,"Engraulis encrasicolus","European anchovy","ENGRAULIDAE","CLUPEIFORMES"
2021,"Boga","BOG",2098565.72,948883.559000002,"Boops boops","Bogue","SPARIDAE","ACANTHURIFORMES"
2021,"Boi","CRE",31554.9,259184.068,"Cancer pagurus","Edible crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2021,"Bolo blanco","ZGS",1899.9,4638.17,"Gymnammodytes semisquamatus","Smooth sandeel","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2021,"Bolo verde","YEZ",799.9,1676.17,"Hyperoplus lanceolatus","Great sandeel","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2021,"Bolo vermello","ABZ",3515.6,5893.09,"Ammodytes tobianus","Small sandeel","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2021,"Bolos","SAN",892,1257.8,"Ammodytes spp","Sandeels(=Sandlances) NEI","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2021,"Bonito alistado","SKJ",2284.6,9758.643,"Katsuwonus pelamis","Skipjack tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Bonito do Atlántico","BON",36130.7,163367.69,"Sarda sarda","Atlantic bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Bonito do norte","ALB",1887328.16,7498780.28,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Breca","PAC",14619.2,59302.105,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES"
2021,"Brosme","USK",40,40.4,"Brosme brosme","Tusk(=Cusk)","LOTIDAE","GADIFORMES"
2021,"Burro","HAD",144860.73,193773.46,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES"
2021,"Cabezudo","UUC",0.6,3,"Uranoscopus scaber","Stargazer","URANOSCOPIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2021,"Cabra de altura","BRF",554740.419999999,2273311.79,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Cabra dourada","REG",3427.5,14098.83,"Sebastes norvegicus","Golden redfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Cabracho de fondo","TJX",113.5,543.52,"Trachyscorpia cristulata","Atlantic thornyhead","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Cabras","RED",1455.8,4941.165,"Sebastes spp","Atlantic redfishes NEI","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Cadelucha","DXL",1198.2,49021.891,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA"
2021,"Camarón común","CPR",76997.63,2357195.252,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2021,"Camarón de poza","PNQ",990.3,8903.642,"Palaemon elegans","Rockpool prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2021,"Cangrexo común","CRG",19578.4,38997.117,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2021,"Cangrexo real","KEF",130,339.88,"Chaceon affinis","Deep-sea red crab","GERYONIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2021,"Carabineiro","SSH",11,550,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2021,"Caracola","WHE",30,59.03,"Buccinum undatum","Whelk","BUCCINIDAE","GASTROPODA"
2021,"Caramuxo","PEE",62.4,164.56,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA"
2021,"Carneiro","VEV",84527.115,726752.616000001,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA"
2021,"Carrapicho","IMS",138,169.26,"Chondrus crispus","Carragheen (Irish) moss","GIGARTINACEAE","RHODOPHYTA (FLORIDEOPHYCEAE)"
2021,"Castañeta","POA",1269891.39,3897798.255,"Brama brama","Atlantic pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Castañeta de aleta longa","TAL",326,330.4,"Taractichthys longipinnis","Big-scale pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Castañeta macho","BYS",54866.71,569634.8,"Beryx splendens","Splendid alfonsino","BERYCIDAE","BERYCIFORMES"
2021,"Castañeta vermella","BXD",53515.51,1354708.44,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES"
2021,"Cazapa","SHO",27252.75,11668.32,"Galeus melastomus","Blackmouth catshark","PENTANCHIDAE","CARCHARHINIFORMES"
2021,"Cazón","GAG",12269.45,14456.755,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES"
2021,"Cazón liso","SMD",12753.55,5191.565,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES"
2021,"Centola ou centolo","JDV",685741.040000001,6041683.21099999,"Maja brachydactyla","Common spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2021,"Chaparella","CTB",73532.8,344984.858,"Diplodus vulgaris","Common two-banded seabream","SPARIDAE","ACANTHURIFORMES"
2021,"Choco","CTC",530201.615000001,3859546.088,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)"
2021,"Chopiño","CTR",3676.8,26308.689,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)"
2021,"Choquiño","EJE",1170.95,12634.335,"Sepia elegans","Elegant cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)"
2021,"Choquiño picudo","IAR",122.4,2003.99,"Sepia orbignyana","Pink cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)"
2021,"Choupa","BRB",126674.565,210192.174,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES"
2021,"Cigala","NEP",188650.97,2706988.66,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
2021,"Cochinilla","OIL",1141.9,2298.85,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Cogombro de mar negro","WBX",2,6,"Holothuria spp","","HOLOTHURIIDAE","ECHINODERMATA (HOLOTHUROIDEA)"
2021,"Cogombro de mar real","JCR",116502.38,226540.66,"Parastichopus regalis","Royal cucumber","STICHOPODIDAE","ECHINODERMATA (HOLOTHUROIDEA)"
2021,"Congro","COE",1516048.32,2886327.893,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES"
2021,"Conguito","ICC",6341.6,10321.603,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2021,"Coreano","WIT",643517.2,1474544.5,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Cornecho espinoso","BOY",413.84,620.79,"Bolinus brandaris","Purple dye murex","MURICIDAE","GASTROPODA"
2021,"Cornicha","ULO",664424.43,3213462.706,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA"
2021,"Correa","HLZ",19457,11019,"Himanthalia elongata","Sea thong","HIMANTHALIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2021,"Corvina real","MGR",149.8,823.295,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES"
2021,"Curuxo","BLL",31746.6000000001,520436.335000001,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Dentón","DEC",3217.85,31560.192,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES"
2021,"Dentón ollón","DEL",20010.3,64099.065,"Dentex macrophthalmus","Large-eye dentex","SPARIDAE","ACANTHURIFORMES"
2021,"Doncela","COU",4674.75,24745.819,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2021,"Dourada","SBG",12947.55,242981.623,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES"
2021,"Dourado común","DOL",889.5,4931.74,"Coryphaena hippurus","Common dolphinfish","CORYPHAENIDAE","CARANGIFORMES (CARANGOIDEI)"
2021,"Escacho de altura","GUN",459.25,568.98,"Trigla lyra","Piper gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Escacho de cremalleira","GUR",70703.6,57913.02,"Chelidonichthys cuculus","Red gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Escachos","GUY",141181.62,444580.115000001,"Trigla spp","Gurnards NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Escarapote de pedra","RSE",63762.59,485689.526,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Escarapote de pintas","BBS",21594.25,124049.35,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2021,"Escarpón","LYY",3907.55,3574.995,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES"
2021,"Escolar negro","LEC",71661.65,120903.56,"Lepidocybium flavobrunneum","Escolar","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2021,"Faneca","BIB",635097.335,1563902.97,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES"
2021,"Faneca brava","TOZ",142.3,140.74,"Echiichthys vipera","Lesser weever","TRACHINIDAE","PERCIFORMES (PERCOIDEI)"
2021,"Ferreira","SSB",660.65,3394.336,"Lithognathus mormyrus","Sand steenbras","SPARIDAE","ACANTHURIFORMES"
2021,"Fideo de mar","KJT",4931,5318.8,"Codium tomentosum","","CODIACEAE","CHLOROPHYTA (ULVOPHYCEAE)"
2021,"Fletán branco","HAL",468,234,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Fletán negro","GHL",1,3.19,"Reinhardtius hippoglossoides","Greenland halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Fodón","POD",4569.65,13862.869,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES"
2021,"Fogoneiro","POK",5900.6,7037.58,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES"
2021,"Fucus","FUV",6125,1837.5,"Fucus vesiculosus","Bladder wrack","FUCACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2021,"Fumador","LUM",7,7,"Cyclopterus lumpus","Lumpfish(=Lumpsucker)","CYCLOPTERIDAE","PERCIFORMES (COTTOIDEI)"
2021,"Galana","SBS",267.9,281.21,"Oblada melanurus","Saddled seabream","SPARIDAE","ACANTHURIFORMES"
2021,"Galludo","QUB",49763.1,335772.23,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES"
2021,"Gamba branca","DPS",9.25,92.88,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2021,"Gamba rosada","ARA",80,1061.88,"Aristeus antennatus","Blue and red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2021,"Gamba vermella","ARS",584,6019.1,"Aristaeomorpha foliacea","Giant red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2021,"Gata común","ETX",71.3,218.96,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES"
2021,"Gato de mar","COB",37.75,98.01,"Umbrina cirrosa","Shi drum","SCIAENIDAE","ACANTHURIFORMES"
2021,"Gavilán","UBI",2498.855,207135.562,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)"
2021,"Golfo","UDP",203654.98,169812.034,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2021,"Jaiba de roca dientuda","KCB",29.5,162,"Cancer bellianus","Toothed rock crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2021,"Lagosta","SLO",334.95,12402.29,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2021,"Lamprea de mar","LAU",11677.3,158044.76,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES"
2021,"Lapa común","QTV",145.7,519.95,"Patella vulgata","Limpet","PATELLIDAE","GASTROPODA"
2021,"Lapas nep","LPZ",0.6,9.84,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA"
2021,"Limanda","DAB",3.8,30.4,"Limanda limanda","Common dab","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Linguado","SOL",189501.44,3131497.526,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Linguado de area","SOS",44178.468,271131.475999999,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Linguado de pintas","OAL",300.35,5258.382,"Solea senegalensis","Senegalese sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Lirio","WHB",20449166.25,16076443.226,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES"
2021,"Lirpia raiada","MKG",13934.23,80224.8270000001,"Microchirus variegatus","Thickback sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2021,"Longueirón","EQI",41504,389658.343,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA"
2021,"Longueirón vello","RAE",32668,215071.042,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA"
2021,"Lorchos","GOB",8621.25,18599.746,"Gobius spp","Atlantic gobies NEI","GOBIIDAE","GOBIIFORMES"
2021,"Lumbrigante","LBE",17987.91,560700.534,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
