"year","Galician_name","total_kg","total_euros","Spanish_name","FAO","Scientific_Name"
2008,"bertorella de rocha",802831.33,2560024.55,"Brótola de roca","FOR","Phycis phycis"
2008,"bicho",429.68,9477.78,NA,NA,NA
2008,"bocarte",5155.1,29382.53,"Anchoa/boquerone/bocarte","ENR","Engraulis spp"
2008,"boga",639702.85,117819.3,NA,"BOG","Boops boops"
2008,"boi",13329.35,89117.22,"Buey de mar","CRE","Cancer pagurus"
2008,"bolos",78657.75,58771.75,NA,"SAN","Ammodytes spp"
2008,"bonito alistado",15861.2,27969.72,"Listado o bonito de vientre rayado","SKJ","Katsuwonus pelamis"
2008,"bonito do atlántico",28713.95,101273.71,"Bonito","BON","Sarda sarda"
2008,"bonito do norte",1945384.1,6932461.87,"Atún blanco o bonito del norte o albacora","ALB","Thunnus alalunga"
2008,"breca",8112.8,38047.72,NA,"PAC","Pagellus erythrinus"
2008,"brosme",3267,3477.82,"Brosmio","USK","Brosme brosme"
2008,"burro",122494,172856.85,"Eglefino","HAD","Melanogrammus aeglefinus"
2008,"cabra de altura",1181619.7,4197340.06,"Gallineta","BRF","Helicolenus dactylopterus"
2008,"cadelucha",16003.96,492681.44,"Coquina","DXL","Donax trunculus"
2008,"camarón común",83218.12,2753556,"Camarón","CPR","Palaemon serratus"
2008,"camarón de poza",132,715,"Camarón de poza","PNQ","Palaemon elegans"
2008,"cangrexo común",10118.5,6383.05,"Cangrejo atlántico o verde","CRG","Carcinus maenas"
2008,"cangrexo real",68.75,113.1,NA,"KEF","Chaceon affinis"
2008,"carabineiro",8164.75,138713.52,"Carabinero","SSH","Plesiopenaeus edwardsianus"
2008,"caramuxo",1655.2,4978.08,"Bígaro","PEE","Littorina littorea"
2008,"carneiro",53788.33,334529.62,"Escupiña grabada","VEV","Venus verrucosa"
2008,"carrapicho",7166,8000.35,"Musgo de Irlanda","IMS","Chondrus crispus"
2008,"castañeta",3583270.85,6384379.14,"Japuta o palometa","POA","Brama brama"
2008,"castañeta macho",16827.75,36396.58,"Alfonsiño o besugo americano","BYS","Beryx splendens"
2008,"castañeta vermella",80301.77,596707.26,"Palometa roja","BXD","Beryx decadactylus"
2008,"cazón",188325.84,232852.55,NA,NA,NA
2008,"cazón liso",7352.2,11078.43,"Musola","SMD","Mustelus mustelus"
2008,"centola",290427.96,3329158.57,"Centolla o centollo","SCR","Maja squinado"
2008,"chaparella",4511,3698.97,"Mojarra","CTB","Diplodus vulgaris"
2008,"choco",472080.7,2202833.59999999,"Choco o jibia o sepia","CTC","Sepia officinalis"
2008,"chopiño",57551.75,243493.41,"Globito","CTR","Sepiola rondeleti"
2008,"choquiño",2,36,"Choquito","EJE","Sepia elegans"
2008,"choupa",123782.36,185122.67,"Chopa","BRB","Spondyliosoma cantharus"
2008,"cigala",694538.2,10667755.37,NA,"NEP","Nephrops norvegicus"
2008,"cochinilla",51356,93385.26,"Escolar o pez mantequilla","OIL","Ruvettus pretiosus"
2008,"congro",3025347.65,6103211.64000001,"Congrio","COE","Conger conger"
2008,"conguito",3750.27,3741.49,"Cangrejo de arrugas","ICC","Liocarcinus corrugatus"
2008,"coreano",1520473.3,5407580.24,"Mendo","WIT","Glyptocephalus cynoglossus"
2008,"cornicha",10758.75,70670.59,"Almeja blanca o clica","ULO","Spisula solida"
2008,"corno",6707.1,12725.77,NA,"KRJ","Charonia rubicunda"
2008,"cornudas",1093,1980.5,NA,NA,NA
2008,"correa",10278,5693.4,NA,"HLZ","Himanthalia elongata"
2008,"corvina real",1299.7,6814.72,"Corvina","MGR","Argyrosomus regius"
2008,"curuxo",20691.34,295630.329999999,"Remol","BLL","Scophthalmus rhombus"
2008,"dentón",9077.18,42697.01,"Dentón o dentón europeo","DEC","Dentex dentex"
2008,"dentón ollón",7622,10464.14,"Cachucho","DEL","Dentex macrophthalmus"
2008,"doncela",151771,788273.37,"Julia","COU","Coris julis"
2008,"dourada",35312.4,362207.54,"Dorada","SBG","Sparus aurata"
2008,"escachos",437952.44,784793.110000001,NA,NA,NA
2008,"escarapote de pedra",81909.47,362328.450000001,"Cabracho","RSE","Scorpaena scrofa"
2008,"escarapote de pintas",216557.65,590153.17,"Rascacio","BBS","Scorpaena porcus"
2008,"escarpón",2437.5,921.77,"Dragoncillo","LYY","Callionymus lyra"
2008,"escolar negro",104202,245025.23,NA,NA,NA
2008,"faneca",1132986.41,1841452.05999999,NA,NA,NA
2008,"fletán negro",19,43.44,"Fletán negro o halibut negro","GHL","Reinhardtius hippoglossoides"
2008,"fodón",13284.29,20458.47,NA,NA,NA
2008,"fogoneiro",28006.5,43273.7,"Carbonero o fogonero o colin","POK","Pollachius virens"
2008,"gamba branca",534,3107.5,"Gamba, gamba blanca o gamba de altura","DPS","Parapenaeus longirostris"
2008,"gata común",90241.31,351656.23,"Negrito","ETX","Etmopterus spinax"
2008,"gavilán",90.81,5979.54,NA,NA,NA
2008,"golfo",24054.5,17749.03,"Abeto marino","UDP","Undaria pinnatifida"
2008,"lagosta",5562.9,168142.98,"Langosta","SLO","Palinurus elephas"
2008,"lagostino",658,6870.15,"Langostino mediterráneo","TGS","Penaeus kerathurus"
2008,"lamprea de mar",4.75,55.93,"Lamprea","LAU","Petromyzon marinus"
2008,"lapas",6477.64,14441.98,NA,"LPZ","Patella spp"
2008,"leituga de mar",2363.94,1913.94,NA,"SWG","Chlorophyceae"
2008,"limanda",581,9425.7,NA,NA,NA
2008,"linguado",120180.88,2083977.26999999,"Lenguado europeo","SOL","Solea solea"
2008,"lirio",12838086.31,11424838.69,"Bacaladilla","WHB","Micromesistius poutassou"
2008,"lirpia raiada",60,90,"Golleta","MKG","Microchirus variegatus"
2008,"lixa negra",930,3494.72,"Quelvacho","GUQ","Centrophorus squamosus"
2008,"longueirón",70219.35,783596,"Muergo","EQI","Ensis siliqua"
2008,"longueirón vello",429.5,1414.64,"Longueirón","RAE","Solen marginatus"
2008,"lumbrigante",1617.6,35311.11,"Bogavante europeo","LBE","Homarus gammarus"
2008,"lura",464659.040000001,2226938,"Calamar o calamar europeo","SQR","Loligo vulgaris"
2008,"maragota",235488.02,556303.550000001,NA,NA,NA
2008,"marraxo azul",185416,759331.05,"Marrajo","SMA","Isurus oxyrinchus"
2008,"marraxo sardiñeiro",479522,1808019.15,"Marrajo sardinero","POR","Lamna nasus"
2008,"maruca",778278.25,1256316.49,NA,NA,NA
2008,"melga",12999.4,34674.69,"Mielga","DGS","Squalus acanthias"
2008,"melgacho",87673.2,47797.9600000001,"Pintarroja","SYC","Scyliorhinus canicula"
2008,"melgas",10845,13222.85,NA,NA,NA
2008,"melva",23732.9,16467.56,NA,NA,NA
2008,"mendo limón",2879999,8754004.13,"Mendo limón o falsa limanda","LEM","Microstomus kitt"
2008,"merlán",46221.5,40605.35,NA,NA,NA
2008,"mero",361144.75,4702543.72999999,NA,NA,NA
2008,"mexilla",81802.56,81730.42,NA,"MSM","Mytilus galloprovincialis"
2008,"miñoca de area",864.49,11926.2,NA,NA,NA
2008,"miñoca de tubo",572.65,13515.82,NA,NA,NA
2008,"morea",57.5,60.92,"Morena","MMH","Muraena helena"
2008,"muxos",68814.35,39889.63,NA,NA,NA
2008,"navalla",194423.19,2450838.96,"Navaja","EQK","Ensis magnus (=arcuatus)"
2008,"nécora",113386.14,1927125.34,NA,"LIO","Necora puber"
2008,"ollomol",178339.96,1721750.73,"Besugo","SBR","Pagellus bogaraveo"
2008,"ortiguilla de mar",836,6054,NA,"NOW","Anemonia sulcata"
2008,"ostra plana",15513.73,63911.06,NA,"OYF","Ostrea edulis"
2008,"ourizo",747948.74,1987498.35,"Erizo de mar","URM","Paracentrotus lividus"
2008,"ovas de maruca",497,696.5,NA,"LI0","Molva molva"
2008,"ovas de pescada",121100.52,660657.460000002,NA,"HK0","Merluccius merluccius"
2008,"pancho bicudo",127407.01,483603.100000001,"Aligote","SBA","Pagellus acarne"
2008,"patulate",1306.5,2170.75,"Falsa nécora","IOD","Liocarcinus depurator"
2008,"peixe espada",782293.68,4863069.44,NA,NA,NA
2008,"peixe negro",55,86,"Romerillo","CEO","Centrolophus niger"
2008,"peixe pau",59824.69,136436.75,"Maruca azul o arbitán","BLI","Molva dypterygia"
2008,"peixe porco",731,1212.36,"Pez ballesta","TRG","Balistes capriscus (=carolinensis)"
2008,"peixe sabre",39921.75,97879.07,"Pez sable","LHT","Trichiurus lepturus"
2008,"peixe sabre prateado",71026.82,99026.3999999999,"Pez cinto o sable plateado","SFS","Lepidopus caudatus"
2008,"peixe sapo",4281619.26,23888350.07,"Rape negro","ANK","Lophius budegassa"
2008,"peixes mariños nep",1158231.52,1254357.34,NA,NA,NA
2008,"percebe",352660.83,10993874.41,NA,"PCB","Pollicipes pollicipes"
2008,"pescada",26438956.38,98267827.5600002,"Merluza o merluza europea","HKE","Merluccius merluccius"
2008,"pescada do senegal",63789,143266.55,NA,NA,NA
2008,"piardas",60451.7,67929.57,NA,NA,NA
2008,"polbo",3239695.3,15824724.9300001,"Pulpo","OCC","Octopus vulgaris"
2008,"polbo cabezón",1590289.53,1601421.01,"Pulpo blanco","EOI","Eledone cirrhosa"
2008,"pota común",3639,6548,"Volador","SQM","Illex coindetii"
2008,"pota pequena",3729174.86,4397980.78999999,"Pota costera","TDQ","Todaropsis eblanae"
2008,"pota voadora",287912.9,415420.11,"Pota","SQI","Illex illecebrosus"
2008,"prago",21819,274235.72,"Pargo","RPG","Pagrus pagrus"
2008,"puntilla pequena",6789.64,43976.71,"Calamarín menor","OUM","Alloteuthis media"
2008,"quenlla",1806600.72,2661999.89,"Tintorera o caella","BSH","Prionace glauca"
2008,"rabioso",262095,211413.5,"Almendra de mar","GKL","Glycymeris glycymeris"
2008,"raias",3027991.03,5415826.57,NA,NA,NA
2008,"rapantes",6437192.42,28973447.69,"Lepidorhombus spp","LEZ","Gallo"
2008,"rei",30204.2,149487.73,NA,NA,NA
2008,"reloxo prateado",10074.75,29000.01,"Reloj mediterráneo","HPR","Hoplostethus mediterraneus"
2008,"reló",66560.9,138789.57,NA,"DSX","Dosinia exoleta"
2008,"reo",16.45,71.5,"Reo o trucha marina","TRS","Salmo trutta"
2008,"ripia",3815.1,43593.48,NA,NA,NA
2008,"robaliza",185374.62,2324369.14999999,"Lubina o róbalo","BSS","Dicentrarchus labrax"
2008,"rodaballo",52358.5,1092210.34,NA,NA,NA
2008,"rosada do cabo",25344,90577.08,NA,NA,NA
2008,"saboga",171865.5,51613.92,"Salema","SLM","Sarpa salpa"
2008,"salema",35.75,27.59,NA,NA,NA
2008,"salmonete de lama",32834.15,270767.52,"Salmonete de fango","MUT","Mullus barbatus"
2008,"salmonete de rocha",140043.27,1090663.25,"Salmonete de roca","MUR","Mullus surmuletus"
2008,"salmón do atlántico",9.5,61,"Salmón atlántico o salmón","SAL","Salmo salar"
2008,"sanmartiño",1552097.95,7747329.91000003,"Pez de San Pedro","JOD","Zeus faber"
2008,"santiaguiño",1398.21,88019.78,"Santiaguiños o cigarras","YLX","Scyllarus spp"
2008,"sardiña",15021763.78,9759049.71000002,"Sardina","PIL","Sardina pilchardus"
2008,"sargo común",314459.29,1770441.42,"Sargo","SWA","Diplodus sargus"
2008,"serrán cabra",201892.48,533424.410000001,"Cabrilla","CBR","Serranus cabrilla"
2008,"serrán riscado",9770.4,12937.96,"Serrano","SRK","Serranus scriba"
2008,"solla",23035.04,92776.6199999999,"Platija","FLE","Platichthys flesus"
2008,"tapa",133.5,353.1,"Rapeta","ZGP","Zeugopterus punctatus"
2008,"tiburón raposo",68169.5,173564.6,"Pez zorro","ALV","Alopias vulpinus"
2008,"tomás",14234.55,14284.49,NA,NA,NA
2008,"veleiro do indo-pacífico",3210,4001.37,"Pez vela","SFA","Istiophorus platypterus"
2008,"vello",7777,1885.13,"Bodión","YFC","Symphodus cinereus"
2008,"vieira",142729,534471.13,"Vieira o venera","SCE","Pecten maximus"
2008,"volandeira",420421.92,684777.97,NA,"QSC","Aequipecten opercularis"
2008,"xarda",16141182.7,8258121.46,"Caballa","MAC","Scomber scombrus"
2008,"xarda pintada",8810939.75,3144843.94,"Estornino del Atlántico o caballa del sur","VMA","Scomber colias"
2008,"xuliana",1993447.51,10415451.64,"Rape blanco","MON","Lophius piscatorius"
2008,"xurelo",24258758.81,19870651.36,"Jurel","HOM","Trachurus trachurus"
2008,"xurelo do mediterráneo",72511.6,140208.88,"Jurel mediterráneo","HMM","Trachurus mediterraneus"
2008,"xurelo negro",401981.52,84967.32,"Chicharro","JAA","Trachurus picturatus"
2008,"zamborca",1012.2,3186.72,"Sábalo","ASD","Alosa alosa"
2007,"abadexo",338765.08,1996176.4,"Abadejo","POL","Pollachius pollachius"
2007,"acedía",43677.15,300774.73,NA,NA,NA
2007,"agulla",44650.9,73960.47,"Aguja","GAR","Belone belone"
2007,"alcrique",21403.52,28542.65,"Paparda","SAU","Scomberesox saurus"
2007,"ameixa babosa",945201.86,14211992.74,"Almeja babosa o chocha","CTS","Venerupis corrugata"
2007,"ameixa bicuda",31155.16,180697.95,"Almeja dorada o pirulo","VNA","Venerupis aurea"
2007,"ameixa fina",662236.03,16146898.51,"Almeja fina","CTG","Ruditapes decussatus"
2007,"ameixa rubia",714962.6,5348397.09999999,"Almeja rubia o roja","VNR","Venerupis rhomboides"
2007,"ameixa xaponesa",1941258.26,14637104.62,"Almeja japonesa","CLJ","Ruditapes philippinarum"
2007,"anguilas",28278.1,244073.65,NA,"ELX","Anguilla spp"
2007,"argazo",1055,417.4,NA,"LAZ","Laminariaceae"
2007,"argazo bravo",2032,1828.8,NA,NA,NA
2007,"atún amarelo",256,2560,"Rabil o atun de aleta amarilla","YFT","Thunnus albacares"
2007,"atún patudo",106583.33,684455.63,"Patudo o atun de ojo grande o patudo del Atlántico","BET","Thunnus obesus"
2007,"atúns",19528.75,137962.48,NA,"TUS","Thunnus spp"
2007,"bacallao",21594.5,55711,"Bacalao","COD","Gadus morhua"
2007,"bacoreta",112975.85,82927.3200000001,NA,"LTA","Euthynnus alletteratus"
2007,"barbada de area",564868.75,1917186.83,"Bertorella","GGD","Gaidropsarus mediterraneus"
2007,"berberecho",4708549.3,17627403.36,NA,"COC","Cerastoderma edule"
2007,"bertorella de lama",633874.18,1721393.44,"Brótola de fango","GFB","Phycis blennoides"
2007,"bertorella de rocha",739749.8,2362169.17,"Brótola de roca","FOR","Phycis phycis"
2007,"bicho",1149.65,29747.57,NA,NA,NA
2007,"bocarte",5115.65,27283,"Anchoa/boquerone/bocarte","ENR","Engraulis spp"
2007,"boga",506824.7,90955.57,NA,"BOG","Boops boops"
2007,"boi",17607.3,116945.87,"Buey de mar","CRE","Cancer pagurus"
2007,"bolos",18072,18233.02,NA,"SAN","Ammodytes spp"
2007,"bonito alistado",19167,39752.82,"Listado o bonito de vientre rayado","SKJ","Katsuwonus pelamis"
2007,"bonito do atlántico",25229.4,115819.8,"Bonito","BON","Sarda sarda"
2007,"bonito do norte",2687936.04,9301040.99,"Atún blanco o bonito del norte o albacora","ALB","Thunnus alalunga"
2007,"breca",16924.05,67299.49,NA,"PAC","Pagellus erythrinus"
2007,"brosme",11161,10308.72,"Brosmio","USK","Brosme brosme"
2007,"burro",122290.5,143312.06,"Eglefino","HAD","Melanogrammus aeglefinus"
2007,"cabra de altura",1058833.15,3340865.25,"Gallineta","BRF","Helicolenus dactylopterus"
2007,"cadelucha",15800.69,498267.11,"Coquina","DXL","Donax trunculus"
2007,"camarón común",74966.35,2469830.9,"Camarón","CPR","Palaemon serratus"
2007,"camarón de poza",12,96,"Camarón de poza","PNQ","Palaemon elegans"
2007,"cangrexo común",6930,3465,"Cangrejo atlántico o verde","CRG","Carcinus maenas"
2007,"cangrexo real",208.6,865.22,NA,"KEF","Chaceon affinis"
2007,"carabineiro",54,810,"Carabinero","SSH","Plesiopenaeus edwardsianus"
2007,"caramuxo",2355.2,7032.13,"Bígaro","PEE","Littorina littorea"
2007,"carneiro",63368.08,429830.55,"Escupiña grabada","VEV","Venus verrucosa"
2007,"carrapicho",6919.11,8261.42,"Musgo de Irlanda","IMS","Chondrus crispus"
2007,"castañeta",4581437.62,8801409.56,"Japuta o palometa","POA","Brama brama"
2007,"castañeta vermella",250264.97,1617751.16,"Palometa roja","BXD","Beryx decadactylus"
2007,"cazón",262748.46,308813.04,NA,NA,NA
2007,"cazón liso",29436.9,33727.06,"Musola","SMD","Mustelus mustelus"
2007,"centola",244325.67,2693513.37999999,"Centolla o centollo","SCR","Maja squinado"
2007,"choco",535688.659999999,1915204.36999999,"Choco o jibia o sepia","CTC","Sepia officinalis"
2007,"chopiño",154946.25,598618.370000001,"Globito","CTR","Sepiola rondeleti"
2007,"choupa",140185.97,200946.43,"Chopa","BRB","Spondyliosoma cantharus"
2007,"cigala",916308.45,13569647.54,NA,"NEP","Nephrops norvegicus"
2007,"cochinilla",46675,94730.16,"Escolar o pez mantequilla","OIL","Ruvettus pretiosus"
2007,"congro",3602808.25,6695592.74000001,"Congrio","COE","Conger conger"
2007,"conguito",6877.75,7843.88,"Cangrejo de arrugas","ICC","Liocarcinus corrugatus"
2007,"coreano",2134365.25,8181374.52,"Mendo","WIT","Glyptocephalus cynoglossus"
2007,"cornicha",10381.5,78749.25,"Almeja blanca o clica","ULO","Spisula solida"
2007,"corno",5992.25,11119.94,NA,"KRJ","Charonia rubicunda"
2007,"cornudas",342,860.6,NA,NA,NA
2007,"corvina real",12576.45,52243.73,"Corvina","MGR","Argyrosomus regius"
2007,"curuxo",18394.6,272024.01,"Remol","BLL","Scophthalmus rhombus"
2007,"dentón",11656.2,51560.93,"Dentón o dentón europeo","DEC","Dentex dentex"
2007,"dentón ollón",1125,1719.28,"Cachucho","DEL","Dentex macrophthalmus"
2007,"doncela",28203.5,126038.58,"Julia","COU","Coris julis"
2007,"dourada",48994.15,461101.76,"Dorada","SBG","Sparus aurata"
2007,"escachos",483333.58,782024.269999999,NA,NA,NA
2007,"escarapote de pedra",107761.08,467492.13,"Cabracho","RSE","Scorpaena scrofa"
2007,"escarapote de pintas",285517.58,875021.05,"Rascacio","BBS","Scorpaena porcus"
2007,"escarpón",1618.75,506.89,"Dragoncillo","LYY","Callionymus lyra"
2007,"escolar negro",59653,110246.46,NA,NA,NA
2007,"faneca",908556.610000001,1774188.44,NA,NA,NA
2007,"fideo de mar",793.02,713.74,NA,NA,NA
2007,"fletán branco",213,638.2,"Fletán o halibut o halibut atlántico","HAL","Hippoglossus hippoglossus"
2007,"fletán negro",21,43.05,"Fletán negro o halibut negro","GHL","Reinhardtius hippoglossoides"
2007,"fodón",21866.7,33734.03,NA,NA,NA
2007,"fogoneiro",41616.5,57023.08,"Carbonero o fogonero o colin","POK","Pollachius virens"
2007,"gamba branca",41,436.5,"Gamba, gamba blanca o gamba de altura","DPS","Parapenaeus longirostris"
2007,"gata común",132738.85,514223.3,"Negrito","ETX","Etmopterus spinax"
2007,"golfo",77574.5,58202.42,"Abeto marino","UDP","Undaria pinnatifida"
2007,"lagosta",7860.64,207084.4,"Langosta","SLO","Palinurus elephas"
2007,"lamprea de mar",131.25,1147.23,"Lamprea","LAU","Petromyzon marinus"
2007,"lapas",4591.25,10718.75,NA,"LPZ","Patella spp"
2007,"leituga de mar",522,469.8,NA,"SWG","Chlorophyceae"
2007,"linguado",141585.85,2557460.85,"Lenguado europeo","SOL","Solea solea"
2007,"lirio",14402363.96,13733191.67,"Bacaladilla","WHB","Micromesistius poutassou"
2007,"longueirón",53770.95,607923.26,"Muergo","EQI","Ensis siliqua"
2007,"longueirón vello",105.5,530.66,"Longueirón","RAE","Solen marginatus"
2007,"lumbrigante",1442.85,36775.42,"Bogavante europeo","LBE","Homarus gammarus"
2007,"lura",337923.89,1178223.1,"Calamar o calamar europeo","SQR","Loligo vulgaris"
2007,"maragota",266439.14,646539.58,NA,NA,NA
2007,"marraxo sardiñeiro",565971.7,2146238.65,"Marrajo sardinero","POR","Lamna nasus"
2007,"maruca",937473.9,1594046.35,NA,NA,NA
2007,"melga",18850.7,90056.8,"Mielga","DGS","Squalus acanthias"
2007,"melgacho",108800.9,57722.4100000001,"Pintarroja","SYC","Scyliorhinus canicula"
2007,"melgas",46840,31580,NA,NA,NA
2007,"melva",2923.4,4935.42,NA,NA,NA
2007,"mendo limón",2807527,5965316.14,"Mendo limón o falsa limanda","LEM","Microstomus kitt"
2007,"merlán",34822.5,30865.64,NA,NA,NA
2007,"mero",423814.85,5357889.26,NA,NA,NA
2007,"mexilla",172635.65,171353.06,NA,"MSM","Mytilus galloprovincialis"
2007,"miñoca de area",153.05,3473.61,NA,NA,NA
2007,"miñoca de tubo",7.56,113.4,NA,NA,NA
2007,"morea",31.25,41.41,"Morena","MMH","Muraena helena"
2007,"muxos",47457.21,27537.64,NA,NA,NA
2007,"navalla",213782.1,2886163.51,"Navaja","EQK","Ensis magnus (=arcuatus)"
2007,"nécora",114120.57,2080647.63,NA,"LIO","Necora puber"
2007,"ollomol",232008.78,2395791.05,"Besugo","SBR","Pagellus bogaraveo"
2007,"ostra plana",9770.24,46552.34,NA,"OYF","Ostrea edulis"
2007,"ourizo",701781.6,1698606.78,"Erizo de mar","URM","Paracentrotus lividus"
2007,"ovas de pescada",120565.51,670479.260000001,NA,"HK0","Merluccius merluccius"
2007,"palometón",35.5,92,NA,NA,NA
2007,"pancho bicudo",144308.37,542887.83,"Aligote","SBA","Pagellus acarne"
2007,"patulate",1278,1686.24,"Falsa nécora","IOD","Liocarcinus depurator"
2007,"peixe espada",842122.47,4978215.62,NA,NA,NA
2007,"peixe pau",113429.15,237869.32,"Maruca azul o arbitán","BLI","Molva dypterygia"
2007,"peixe porco",1410,2267.44,"Pez ballesta","TRG","Balistes capriscus (=carolinensis)"
2007,"peixe sabre",74922.25,162765.15,"Pez sable","LHT","Trichiurus lepturus"
2007,"peixe sabre prateado",82394.65,105370.26,"Pez cinto o sable plateado","SFS","Lepidopus caudatus"
2007,"peixe sapo",4643739.30999999,27286254.83,"Rape negro","ANK","Lophius budegassa"
2007,"peixes mariños nep",953361.620000002,1377877.37,NA,NA,NA
2007,"percebe",416139.74,13364229.62,NA,"PCB","Pollicipes pollicipes"
2007,"pescada",21857113.51,90298916.1299996,"Merluza o merluza europea","HKE","Merluccius merluccius"
2007,"pescada do senegal",249716.5,537051.46,NA,NA,NA
2007,"piardas",50392.06,60848.92,NA,NA,NA
2007,"polbo",2723682.50999999,13688494.71,"Pulpo","OCC","Octopus vulgaris"
2007,"polbo cabezón",2102080.43,2527954.79,"Pulpo blanco","EOI","Eledone cirrhosa"
2007,"pota común",2146,5285.4,"Volador","SQM","Illex coindetii"
2007,"pota pequena",3807632.46,6084697.49000001,"Pota costera","TDQ","Todaropsis eblanae"
2007,"prago",17352.65,208373.05,"Pargo","RPG","Pagrus pagrus"
2007,"puntilla pequena",4300.85,31742.32,"Calamarín menor","OUM","Alloteuthis media"
2007,"quenlla",1786680.51,2579049.38,"Tintorera o caella","BSH","Prionace glauca"
2007,"quimeira do cabo",7481,4216.5,NA,NA,NA
2007,"rabioso",39433.5,34317.81,"Almendra de mar","GKL","Glycymeris glycymeris"
2007,"raias",3363984.05,6684980.29,NA,NA,NA
2007,"rapantes",6388202.02,31728282.1299999,"Lepidorhombus spp","LEZ","Gallo"
2007,"rei",49628.75,192674.2,NA,NA,NA
2007,"reloxo prateado",12418,26852.09,"Reloj mediterráneo","HPR","Hoplostethus mediterraneus"
2007,"reló",66794,175166.68,NA,"DSX","Dosinia exoleta"
2007,"reo",6.45,19.05,"Reo o trucha marina","TRS","Salmo trutta"
2007,"robaliza",277180.69,3360777.48999999,"Lubina o róbalo","BSS","Dicentrarchus labrax"
2007,"robaliza de pintas",304,513.75,"Baila","SPU","Dicentrarchus punctatus"
2007,"rodaballo",47133.6500000001,996343.330000001,NA,NA,NA
2007,"rosada do cabo",13122.5,52050.56,NA,NA,NA
2007,"saboga",192574.85,44313.65,"Salema","SLM","Sarpa salpa"
2007,"salmonete de lama",61465.6600000001,419636.77,"Salmonete de fango","MUT","Mullus barbatus"
2007,"salmonete de rocha",110204.4,960727.43,"Salmonete de roca","MUR","Mullus surmuletus"
2007,"salmón do atlántico",23.9,102.63,"Salmón atlántico o salmón","SAL","Salmo salar"
2007,"sanmartiño",1417647.47,9486703.61,"Pez de San Pedro","JOD","Zeus faber"
2007,"santiaguiño",1361.5,75263.88,"Santiaguiños o cigarras","YLX","Scyllarus spp"
2007,"sardiña",16714951.92,10741674.31,"Sardina","PIL","Sardina pilchardus"
2007,"sargo común",344659.34,1917550.88,"Sargo","SWA","Diplodus sargus"
2007,"serrán cabra",1137946.33,4424954.02999999,"Cabrilla","CBR","Serranus cabrilla"
2007,"serrán riscado",7702.3,9288.35,"Serrano","SRK","Serranus scriba"
2007,"solla",26082.1,74011.9299999998,"Platija","FLE","Platichthys flesus"
2007,"sollo rei",220.6,3151.54,"Esturión","APU","Acipenser sturio"
2007,"tapa",302,549.12,"Rapeta","ZGP","Zeugopterus punctatus"
2007,"tiburón raposo",51725,129370.96,"Pez zorro","ALV","Alopias vulpinus"
2007,"tomás",36324.4,133724.31,NA,NA,NA
2007,"touca",462,462,NA,NA,NA
2007,"trancho",180.5,730.33,"Espadin","SPR","Sprattus sprattus"
2007,"veleiro do indo-pacífico",2293,7566.01,"Pez vela","SFA","Istiophorus platypterus"
2007,"vello",11667,1543.87,"Bodión","YFC","Symphodus cinereus"
2007,"vieira",226287,844677.25,"Vieira o venera","SCE","Pecten maximus"
2007,"volandeira",407222.29,693883.71,NA,"QSC","Aequipecten opercularis"
2007,"xarda",17048444.67,7659713.27,"Caballa","MAC","Scomber scombrus"
2007,"xarda pintada",6967262.52,2282650.52,"Estornino del Atlántico o caballa del sur","VMA","Scomber colias"
2007,"xuliana",1759923.62,9288189.79000001,"Rape blanco","MON","Lophius piscatorius"
2007,"xurelo",22027891.4,17642859.22,"Jurel","HOM","Trachurus trachurus"
2007,"xurelo do mediterráneo",27882.25,37348.75,"Jurel mediterráneo","HMM","Trachurus mediterraneus"
2007,"xurelo negro",241038.5,38360.25,"Chicharro","JAA","Trachurus picturatus"
2007,"zamborca",424.8,1602.32,"Sábalo","ASD","Alosa alosa"
2006,"abadexo",391117.650000001,2152237.82,"Abadejo","POL","Pollachius pollachius"
2006,"acedía",54444.12,350481.200000001,NA,NA,NA
2006,"agulla",53227.53,74720.5800000001,"Aguja","GAR","Belone belone"
2006,"alcrique",5444,9322.86,"Paparda","SAU","Scomberesox saurus"
2006,"ameixa babosa",821469.34,12532699.92,"Almeja babosa o chocha","CTS","Venerupis corrugata"
2006,"ameixa bicuda",37340.44,185729.32,"Almeja dorada o pirulo","VNA","Venerupis aurea"
2006,"ameixa fina",560586.46,15704033.75,"Almeja fina","CTG","Ruditapes decussatus"
2006,"ameixa rubia",612014.49,4621576.64,"Almeja rubia o roja","VNR","Venerupis rhomboides"
2006,"ameixa xaponesa",1132875.95,9055624.12,"Almeja japonesa","CLJ","Ruditapes philippinarum"
2006,"anguilas",63111.15,535684.49,NA,"ELX","Anguilla spp"
2006,"argazo",26015,10197.03,NA,"LAZ","Laminariaceae"
2006,"argazo bravo",1668,1501.2,NA,NA,NA
2006,"arola",435.98,871.96,NA,NA,NA
2006,"atún patudo",70089,418993.9,"Patudo o atun de ojo grande o patudo del Atlántico","BET","Thunnus obesus"
2006,"atúns",23618.25,139239.21,NA,"TUS","Thunnus spp"
2006,"bacallao",46265.75,107034.26,"Bacalao","COD","Gadus morhua"
2006,"bacoreta",197206.3,91946.1700000001,NA,"LTA","Euthynnus alletteratus"
2006,"barbada de area",511400.520000001,1585901.86,"Bertorella","GGD","Gaidropsarus mediterraneus"
2006,"berberecho",3413594.45,17214226.97,NA,"COC","Cerastoderma edule"
