"Column1","Area","Units","Country","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","Latin species name","English","Spanish","French"
"MLR","27.9.a","TLW","ES","29.14","23.76","64.05","99.84","58.79","29.07","70.8","48.24","48.1","92.84","0","0","0","0","0","0","0","Chelon labrosus","Thicklip grey mullet",NA,"Mulet lippu"
"MMH","27.8.c","TLW","ES","0.03","0.01","0.3","0.01","0.01","0.02","0.03","0","0.06","0","0","0","0","0","0","0","0","Muraena helena","Mediterranean moray",NA,NA
"MMH","27.9.a","TLW","ES","20.24","16.17","13.42","44.93","41.14","22.22","23.88","23.15","18.58","8.43","0","0","0","0","0","0","0","Muraena helena","Mediterranean moray",NA,NA
"MNE","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","Melanostomias tentaculatus",NA,NA,NA
"MNZ","27.8.c","TLW","ES","3.4","32.75","34.67","36.48","32.89","17.86","24.21","28.85","29.81","7.62","1297.86","1009.67","937.7","1138.4","1221","1066.5","0.6","Lophius spp","Monkfishes nei","Rapes nep","Baudroies nca"
"MNZ","27.9.a","TLW","ES","12.33","54.56","57.55","31.45","23.42","18.7","11.31","15.24","12.49","8.56","342.65","444.18","237.8","251.7","375","473.3","0","Lophius spp","Monkfishes nei","Rapes nep","Baudroies nca"
"MOL","27.8.c","TLW","ES","1.7","2.76","1.34","1.57","0.96","1.39","6.83","14.52","24.37","19.82","5.5","2.86","6","5.3","7","5.1","2.6","Mollusca","Marine molluscs nei","Moluscos marinos nep","Mollusques marins nca"
"MOL","27.9.a","TLW","ES","2.37","8.47","14.2","6.61","3.93","7.04","5.83","4.46","4.2","2.66","1.91","9.48","4.1","4.9","45","115.2","47","Mollusca","Marine molluscs nei","Moluscos marinos nep","Mollusques marins nca"
"MON","27.8.c","TLW","ES","380.51","128.62","125.06","221.09","398.07","284.24","301.81","378.67","392.1","344.24","0","0","0","0","0","0","346.7","Lophius piscatorius","Angler(=Monk)","Rape","Baudroie commune"
"MON","27.9.a","TLW","ES","43.73","47.38","52.73","98.36","85.57","100.86","91.89","74.7","72.48","95.19","0","0","0","0","0","0","73","Lophius piscatorius","Angler(=Monk)","Rape","Baudroie commune"
"MOP","27.8.c","TLW","ES","0","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mola spp","Sunfish",NA,NA
"MOP","27.9.a","TLW","ES","0","0.02","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mola spp","Sunfish",NA,NA
"MOR","27.8.c","TLW","ES","0","0.01","0.09","0.01","0","0","0.02","0.02","0","0","0","0","0","0","0","0","0","Moridae","Moras nei","Moras nep","Mores nca"
"MOR","27.9.a","TLW","ES","0.02","0","0","3.03","0.01","0.01","0","0","0","0.03","0","0","0","0","0","0","0","Moridae","Moras nei","Moras nep","Mores nca"
"MOX","27.8.c","TLW","ES","0","0","0","0","0","0.02","0.01","0.12","0.08","0.08","0","0","0","0","0","0","0","Mola mola","Ocean sunfish","Pez luna","Poisson lune"
"MOX","27.9.a","TLW","ES","0","0","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","Mola mola","Ocean sunfish","Pez luna","Poisson lune"
"MQL","27.8.c","TLW","ES","0","0","0.01","0.08","0.01","0.04","0.2","0","0.18","0.02","0","0","0","0","0","0","0","Macropipus tuberculatus","Knobby swimcrab","Nécora nudosa","Étrille tuberculée"
"MQL","27.9.a","TLW","ES","0","0","0","0","0","0","0.03","0.26","0.66","0","0","0","0","0","0","0","0","Macropipus tuberculatus","Knobby swimcrab","Nécora nudosa","Étrille tuberculée"
"MSF","27.9.a","TLW","ES","0.01","0","0.32","1.24","2.79","2.12","1.67","1.47","0.98","5.11","0","0","0","0","0","0","0","Arnoglossus laterna","Mediterranean scaldfish","Serrandell","Arnoglosse de Méditerranée"
"MSK","27.8.c","TLW","ES","0","0","0","0","0","0","0.04","0","0.08","0.43","0.29","5.13","0.6","0.01","1","1.9","1.3","Lamnidae","Mackerel sharks,porbeagles nei","Jaquetones,marrajos nep","Requins taupe nca"
"MSK","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0.01","0","1.11","6.77","5.5","6.9","8","7.8","6","Lamnidae","Mackerel sharks,porbeagles nei","Jaquetones,marrajos nep","Requins taupe nca"
"MSM","27.8.c","TLW","ES","0.06","0.04","2.67","0","0.07","40.82","41.91","22.5","4.82","9.88","2","0","1.4","59.5","0","0","0","Mytilus galloprovincialis","Mediterranean mussel","Mejillón mediterráneo","Moule méditerranéenne"
"MSM","27.9.a","TLW","ES","46.32","31.29","22.46","26.32","7.66","44.93","48.92","97.21","51.81","93.74","58.59","70.46","46","64","6","32.8","6.2","Mytilus galloprovincialis","Mediterranean mussel","Mejillón mediterráneo","Moule méditerranéenne"
"MSX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","11.24","0","0","0","0","0","0","0","0","Mytilidae","Sea mussels nei","Mejillones nep","Moules nca"
"MTC","27.9.a","TLW","ES","0.03","0.01","0.01","0.06","0.01","0.1","0","0.04","0","0.12","0","0","0","0","0","0","0","Melanostigma atlanticum","Atlantic soft pout",NA,NA
"MTS","27.8.c","TLW","ES","0","0.25","0","0","0","0.03","0.01","0.02","0","0.12","0","0","0.01","0.01","0","0","0","Squilla mantis","Spottail mantis squillid","Galera ocelada","Squille ocellée"
"MTS","27.9.a","TLW","ES","380.88","431.58","459.99","435.37","473.18","532.86","485.72","517.57","390.24","440.65","313.41","242.62","230.9","144.5","221","233.2","346.8","Squilla mantis","Spottail mantis squillid","Galera ocelada","Squille ocellée"
"MUE","27.8.c","TLW","ES","0.01","0","0","0","0","0","0","0.01","0","0","0","0","0.01","0","0","0.01","0","Murex spp","Murex","Murices","Rochers"
"MUE","27.9.a","TLW","ES","0.01","0.38","0.24","1.04","0.22","0.21","0.14","0.03","0.01","0.03","0.27","2.61","0.3","1.1","2","3.8","0.7","Murex spp","Murex","Murices","Rochers"
"MUF","27.8.c","TLW","ES","5.5","5.76","6.25","6.91","10.2","6.21","7.43","13.91","6.78","9.31","0","0","0","0","0","0","0","Mugil cephalus","Flathead grey mullet","Pardete","Mulet à grosse tête"
"MUF","27.9.a","TLW","ES","24.65","4.71","10.77","8.88","31.13","1.58","2.12","9.15","2.81","0.17","0","0","0","0","0","0","0","Mugil cephalus","Flathead grey mullet","Pardete","Mulet à grosse tête"
"MUI","27.8.c","TLW","ES","0.02","0.01","0","0.04","0.05","0.03","0.03","0.03","0","0","0.05","0.98","0.01","0.01","0.01","0.01","0","Muraenidae","Morays","Morenas","Murènes"
"MUI","27.9.a","TLW","ES","0.02","0.06","0.13","1.36","0.8","0.07","0.16","0.11","0.02","0.29","14.23","18.37","11.9","11.6","15","13.2","11","Muraenidae","Morays","Morenas","Murènes"
"MUL","27.8.c","TLW","ES","0.73","1.44","10.82","12.66","2.65","29.13","24.26","47.98","27.88","58.14","103.03","101.47","222.4","120.6","58","30.5","61.9","Mugilidae","Mullets nei","Lizas nep","Mulets nca"
"MUL","27.9.a","TLW","ES","0.31","15.57","10.47","35.96","66.16","63.08","109.89","80.66","87.65","65.31","41.21","50.65","45.8","22.8","75","71.3","59.7","Mugilidae","Mullets nei","Lizas nep","Mulets nca"
"MUM","27.8.c","TLW","ES","0.02","0.39","0.45","0.8","2.15","0.32","0.21","0.01","3.13","3.26","0","0","0","0","0","0","0","Mullidae","Goatfishes, red mullets nei","Salmonetes, etc. nep","Rougets, etc. nca"
"MUM","27.9.a","TLW","ES","0","1.79","0.97","0.84","3.75","2.31","0.11","0.09","0.21","0.02","0","0","0","0","0","0","0","Mullidae","Goatfishes, red mullets nei","Salmonetes, etc. nep","Rougets, etc. nca"
"MUR","27.8.c","TLW","ES","102.41","89.94","82.94","100","82.3","94.97","112.13","122.27","145.79","158.31","189.44","199.77","138.8","146.2","74","76.7","56.4","Mullus surmuletus","Surmullet","Salmonete de roca","Rouget de roche"
"MUR","27.9.a","TLW","ES","79.67","66.33","66.98","64.64","90.05","48.24","76.04","90.35","78.74","58.98","66.25","66.27","56.1","46","128","46","28.6","Mullus surmuletus","Surmullet","Salmonete de roca","Rouget de roche"
"MUS","27.8.c","TLW","ES","0","0","0","0.02","0","1.69","1.96","19","12.19","1.62","1.93","28.06","10.1","0.01","2","4.7","0.3","Mytilus edulis","Blue mussel","Mejillón común","Moule commune"
"MUS","27.9.a","TLW","ES","0","0.01","0","0.01","0.01","0","0.01","0.01","0.01","0.01","0","0","0.1","0","0","0","0","Mytilus edulis","Blue mussel","Mejillón común","Moule commune"
"MUT","27.8.c","TLW","ES","1.36","1.86","7.86","7.99","8.7","12.62","16.85","10.98","23.48","34.97","0","0","0","0","0","0","0","Mullus barbatus","Red mullet","Salmonete de fango","Rouget de vase"
"MUT","27.9.a","TLW","ES","92.67","101","56.32","39.72","56.72","48.96","67.11","64.44","86.84","78.88","0","0","0","0","0","0","0","Mullus barbatus","Red mullet","Salmonete de fango","Rouget de vase"
"MUX","27.8.c","TLW","ES","5.91","25.57","38.2","49.21","52.49","88.53","97.09","81.62","81.43","127.99","305.7","163.81","143.2","161.2","154","207.1","289.3","Mullus spp","Surmullets(=Red mullets) nei","Salmonetes nep","Rougets nca"
"MUX","27.9.a","TLW","ES","1.09","15.27","17.65","19.91","45.78","49.47","59.64","54.62","52.23","47.68","68.47","105.27","208.1","145.6","162","138.4","279.6","Mullus spp","Surmullets(=Red mullets) nei","Salmonetes nep","Rougets nca"
"MYG","27.9.a","TLW","ES","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","Myxine glutinosa","Hagfish","Pez moco","Myxine"
"MYL","27.9.a","TLW","ES","1.16","0.39","0.95","0.72","0.59","0.33","0.52","0.36","1.16","1.52","0","0","0","0","0","0","0","Myliobatis aquila","Common eagle ray","Aguila marina","Aigle commun"
"MZZ","27.8.c","TLW","ES","0.37","0.13","0.13","10.55","35.35","39.93","40.33","41.2","38.81","38.64","41.76","636.83","529.9","826.8","154","198","988.7","Osteichthyes","Marine fishes nei","Peces marinos nep","Poissons marins nca"
"MZZ","27.9.a","TLW","ES","0.47","0.45","1.22","28.96","42.05","80.47","96.86","119.92","143.64","68.75","52.36","450.79","159.3","360.3","1419","1137.4","819.1","Osteichthyes","Marine fishes nei","Peces marinos nep","Poissons marins nca"
"NAU","27.8.c","TLW","ES","0.02","0.01","0.04","0","0","0.03","0","0","0","0","0","0","0","0","0","0","0","Naucrates ductor","Pilotfish","Pez piloto","Poisson pilote"
"NEN","27.9.a","TLW","ES","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Nesiarchus nasutus","Black gemfish","Escolar narigudo","Escolier long nez"
"NEP","27.8.c","TLW","ES","8.58","2.44","2.62","2.64","2.06","2.12","21.96","23.45","14.88","21.95","20.19","50.9","42","33.1","54","84.3","88.5","Nephrops norvegicus","Norway lobster","Cigala","Langoustine"
"NEP","27.9.a","TLW","ES","61.78","80.49","89.92","103.45","75.91","74.5","58.21","41.76","19.7","27.27","141.48","126.21","117.5","92.3","39","114.8","104.8","Nephrops norvegicus","Norway lobster","Cigala","Langoustine"
"NEX","27.8.c","TLW","ES","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","Nephropidae","True lobsters,lobsterettes nei","Bogavantes, cigalas nep","Homards, langoustines nca"
"NEX","27.9.a","TLW","ES","0","0","0","0","0","0.01","0.01","0.01","0","0","0","0","0","0","0","0","0","Nephropidae","True lobsters,lobsterettes nei","Bogavantes, cigalas nep","Homards, langoustines nca"
"NOP","27.8.c","TLW","ES","0.06","0.01","0.09","0.15","0.3","0.21","1.02","0.9","0.72","5.34","0","0","0","0","0","0","0","Trisopterus esmarkii","Norway pout","Faneca noruega","Tacaud norvégien"
"NOP","27.9.a","TLW","ES","0","0","0.03","0.01","0","0.16","0.08","0.04","4.57","29.6","0","0","0","0","0","0","0","Trisopterus esmarkii","Norway pout","Faneca noruega","Tacaud norvégien"
"NOW","27.8.c","TLW","ES","8.47","4.79","2.29","5.32","5.51","37.02","51.1","11.95","8.33","0.97","0","0","0","0","0","0","0","Anemonia sulcata","Snakelocks anemone","Anemona de mar común","Anemone de mer"
"NOW","27.9.a","TLW","ES","9.19","5.92","8.94","10.96","15.29","15.87","14.95","11.11","3.08","1.04","0","0","0","0","0","0","0","Anemonia sulcata","Snakelocks anemone","Anemona de mar común","Anemone de mer"
"NUQ","27.8.c","TLW","ES","5.12","7.74","5.59","1.9","2.8","6.32","9.09","5.11","3.23","0.23","1.88","0","0.01","0","0","0","0","Anomura","Anomuran decapods nei","Decápodos anomura nep","Décapodes anomura nca"
"NUQ","27.9.a","TLW","ES","1.73","2.41","1.19","1.4","1.23","4.58","4.64","2.71","2.12","2.16","1.43","0.03","0.2","0.6","0.01","0.2","0.1","Anomura","Anomuran decapods nei","Decápodos anomura nep","Décapodes anomura nca"
"OCC","27.8.c","TLW","ES","918.13","483.49","375.12","827.68","838.71","906.97","919.41","825.6","987.74","681.83","0","0","0","0","0","0","0","Octopus vulgaris","Common octopus","Pulpo común","Pieuvre"
"OCC","27.9.a","TLW","ES","3081.49","2134.8","1771.09","3999.59","1789.62","1857.9","3829.37","2450.06","2521.53","5171.19","0","0","0","0","0","0","0","Octopus vulgaris","Common octopus","Pulpo común","Pieuvre"
"OCM","27.8.c","TLW","ES","1.3","4.86","3.94","7.33","11.04","11.72","9.03","32.03","19.27","74.96","0","0","0","0","0","0","0","Eledone spp","Horned and musky octopuses","Pulpos blancos y almizclados","Élédones communes et musquées"
"OCM","27.9.a","TLW","ES","1.73","52.41","56.91","81.42","107.36","223.15","249.93","357.74","226.45","284.78","0","0","0","0","0","0","0","Eledone spp","Horned and musky octopuses","Pulpos blancos y almizclados","Élédones communes et musquées"
"OCT","27.8.c","TLW","ES","0.02","0.56","0.08","11.8","2.76","3.46","3.3","3.36","5.85","22.4","1330.42","1574.89","1812.1","762.4","820","938.6","445.5","Octopodidae","Octopuses, etc. nei","Pulpitos, pulpos nep","Pieuvres, poulpes nca"
"OCT","27.9.a","TLW","ES","223.48","192.67","240.51","190.93","140.67","142.93","163.73","231.04","148.93","34.96","4795.85","2647.72","3916.6","2607","5115","4271.9","4696.1","Octopodidae","Octopuses, etc. nei","Pulpitos, pulpos nep","Pieuvres, poulpes nca"
"OCZ","27.8.c","TLW","ES","0","0.06","0.02","0.43","0.23","0.99","0.4","1.19","1.45","0.65","0","0","0","0","0","0","0","Octopus spp","Octopuses nei","Pulpos nep","Poulpes nca"
"OCZ","27.9.a","TLW","ES","0","0.09","0","0","0.04","0.23","0.17","0.86","2.17","19.44","0","0","0","0","0","0","0","Octopus spp","Octopuses nei","Pulpos nep","Poulpes nca"
"OFC","27.9.a","TLW","ES","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ommastrephes caroli","Webbed flying squid","Pota velera","Encornet carol"
"OFJ","27.9.a","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ommastrephes bartrami","Neon flying squid","Pota saltadora","Encornet volant"
"OFN","27.8.c","TLW","ES","0","0","0.06","0.02","0","0.07","0.01","0","0","0","0","0","0","0","0","0","0","Porphyra linearis","Ribboned nori","Cinta colorada","Nori-lancette"
"OFN","27.9.a","TLW","ES","10.6","15.65","9.95","8.03","2.92","5.37","10.75","9.86","6.98","9.41","0","0","0","0","0","0","0","Porphyra linearis","Ribboned nori","Cinta colorada","Nori-lancette"
"OGT","27.8.c","TLW","ES","0.32","1.19","0.61","0.67","0.36","0.59","0","0","0","0.03","0","0","0","0","0","0","0","Apogon imberbis","Cardinal fish","Salmonete real","Coq"
"OGT","27.9.a","TLW","ES","0","0","0","0","0","0","0.02","0","0","0.01","0","0","0","0","0","0","0","Apogon imberbis","Cardinal fish","Salmonete real","Coq"
"OIL","27.8.c","TLW","ES","0.01","0","0.03","0","0.01","0","0.03","0","0","0.03","0","0","0","0","0","0","0","Ruvettus pretiosus","Oilfish","Escolar clavo","Rouvet"
"OIL","27.9.a","TLW","ES","0.34","0.64","0.36","0.44","0.27","0.48","0.38","0.97","0.81","0.55","0","0","0","0","0","0","0","Ruvettus pretiosus","Oilfish","Escolar clavo","Rouvet"
"OLC","27.9.a","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Polymetme corythaeola",NA,NA,NA
"OMM","27.8.c","TLW","ES","2.13","0","0","0","0","0.1","0","0","0.03","0","0","0","0","0","0","0","0","Ommastrephes spp","Flying squids nei","Potas voladoras nep","Faux encornets nca"
"OMM","27.9.a","TLW","ES","0.05","5.15","1.39","0.86","0.49","0.04","0.96","0.85","0.2","0.08","0","0","0","0","0","0","0","Ommastrephes spp","Flying squids nei","Potas voladoras nep","Faux encornets nca"
"OMZ","27.8.c","TLW","ES","0.02","0.19","0.27","0.89","1.01","3.23","0.93","4.95","1.49","12.13","62.36","683.81","603.9","1333.9","334","1","0.1","Ommastrephidae","Ommastrephidae squids nei","Potas Ommastrephidae nep","Encornets Ommastrephidae nca"
"OMZ","27.9.a","TLW","ES","1.14","25.8","11.69","5.13","4.29","8.65","18.44","22.53","13.19","4.32","17.11","650.4","534.9","591.5","3339","3742.7","3232.6","Ommastrephidae","Ommastrephidae squids nei","Potas Ommastrephidae nep","Encornets Ommastrephidae nca"
"ORY","27.8.c","TLW","ES","0","0","0","0","0","0","0","0.32","0.07","0","0.14","0.11","0.1","0","0","0","0","Hoplostethus atlanticus","Orange roughy","Reloj anaranjado","Hoplostète orange"
"ORY","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.05","0.03","0.49","0","0","0","0","0","Hoplostethus atlanticus","Orange roughy","Reloj anaranjado","Hoplostète orange"
"OUL","27.8.c","TLW","ES","0","0","0","0","0.14","0","0","0","0","0","0","0","0","0","0","0","0","Alloteuthis subulata","European common squid","Calamarín picudo","Casseron commun"
"OUL","27.9.a","TLW","ES","75.27","75.18","98.55","104.8","74.62","25.73","36.42","35.84","16.81","11.63","0","0","0","0","0","0","0","Alloteuthis subulata","European common squid","Calamarín picudo","Casseron commun"
"OUM","27.9.a","TLW","ES","0.56","0.26","0.19","2.12","0.69","2.28","0.74","1.7","0.13","0.13","0","0","0","0","0","0","0","Alloteuthis media","Midsize squid","Calamarín menor","Casseron bambou"
"OUW","27.8.c","TLW","ES","0","0","0","0","0","0.01","0","0.01","0","0","0","0","0","0","0","0","0","Alloteuthis spp","Alloteuthis squids nei","Puntillas nep","Casserons nca"
"OUW","27.9.a","TLW","ES","0.02","13.11","15.12","15.38","19.77","36.98","54.59","60.13","30.65","30.09","0","0","0","0","0","0","0","Alloteuthis spp","Alloteuthis squids nei","Puntillas nep","Casserons nca"
"OYF","27.8.c","TLW","ES","26.65","24.69","6.74","8.1","12.48","70.1","79","20.68","3.05","7.24","12.25","0.33","0.2","0.6","1","0.3","8","Ostrea edulis","European flat oyster","Ostra europea","Huître plate européenne"
"OYF","27.9.a","TLW","ES","24.74","15.18","1.72","85.9","72.75","9.18","173.46","8.98","61.5","17.81","43.6","15.42","11.8","19.6","11","7.8","30.3","Ostrea edulis","European flat oyster","Ostra europea","Huître plate européenne"
"OYG","27.8.c","TLW","ES","59.15","2","0","0","0","127.35","123.11","17.09","22.38","14.1","49.36","95.77","59.6","0","0","0","0","Crassostrea gigas","Pacific cupped oyster","Ostión japonés","Huître creuse du Pacifique"
"OYG","27.9.a","TLW","ES","0","0.02","0.08","0.01","0.03","0.26","0.12","0","0","0","0","0","0","0.01","0","0","0","Crassostrea gigas","Pacific cupped oyster","Ostión japonés","Huître creuse du Pacifique"
"PAC","27.8.c","TLW","ES","78.21","55.63","60.36","76.12","42.69","52.01","49.96","59.88","41.75","230.08","0","0","0","0","0","0","0","Pagellus erythrinus","Common pandora","Breca","Pageot commun"
"PAC","27.9.a","TLW","ES","191.1","221.73","182.39","251.78","255.28","213.9","222.79","284.96","215.73","209.26","0","0","0","0","0","0","0","Pagellus erythrinus","Common pandora","Breca","Pageot commun"
"PAL","27.8.c","TLW","ES","0.01","0.04","0.07","0.23","0.01","0.16","0.11","0.05","0.14","0.4","0.08","0.18","4.2","0.01","0.01","0.2","0","Palaemonidae","Palaemonid shrimps nei","Camarones palemónidos nep","Crevettes palémonides nca"
"PAL","27.9.a","TLW","ES","0.1","0.09","0.11","0.23","0.06","0.02","0.04","0.1","0.11","0.28","1.57","4.34","2.9","4.9","0.01","3.3","1.7","Palaemonidae","Palaemonid shrimps nei","Camarones palemónidos nep","Crevettes palémonides nca"
"PAN","27.8.c","TLW","ES","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Pandalus spp","Pandalus shrimps nei","Camarones Pandalus nep","Crevettes Pandalus nca"
"PAN","27.9.a","TLW","ES","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","Pandalus spp","Pandalus shrimps nei","Camarones Pandalus nep","Crevettes Pandalus nca"
"PAX","27.8.c","TLW","ES","0.04","2.24","0.71","3.08","1.69","6.59","3.42","1.83","3.85","3.28","967.9","981.38","449","384.7","127","107.1","101.9","Pagellus spp","Pandoras nei","Brecas nep","Pageots nca"
"PAX","27.9.a","TLW","ES","111.75","60.4","27.91","31.15","28.85","9.55","9.13","11.55","7.45","5.55","215.77","201.22","254.9","254","415","306.6","423.8","Pagellus spp","Pandoras nei","Brecas nep","Pageots nca"
"PCB","27.8.c","TLW","ES","108.77","121.99","98.79","136.93","141.84","251.39","299.99","230.65","231.56","229.09","0","0","0","0","0","0","0","Pollicipes pollicipes","Barnacle","Percebe","Pouce-pied"
"PCB","27.9.a","TLW","ES","66.03","62.9","63.2","94.16","89.04","124.17","131.98","101.66","115.55","111.38","0","0","0","0","0","0","0","Pollicipes pollicipes","Barnacle","Percebe","Pouce-pied"
"PDZ","27.8.c","TLW","ES","0","0.17","0.01","0.05","15.67","0","0.22","0.05","0.13","0.47","0.02","4.13","0.8","0.01","0.01","0.01","0.1","Pandalidae","Pandalid shrimps nei","Camarones pandálidos nep","Crevettes pandalides nca"
"PDZ","27.9.a","TLW","ES","3.04","3.4","3.18","1.99","2.34","2.76","4.57","4.27","2.65","1.94","0.21","2.06","0.6","0.01","0","3.1","0.2","Pandalidae","Pandalid shrimps nei","Camarones pandálidos nep","Crevettes pandalides nca"
"PEE","27.8.c","TLW","ES","0.05","0","0","0.02","0.02","2.65","3.15","1.75","0.97","1.23","1.23","1.06","1.5","0.7","0","0","0.3","Littorina littorea","Common periwinkle","Bígaro","Bigorneau"
"PEE","27.9.a","TLW","ES","0.01","0","0","0","0","1.86","0.23","0.32","1.73","2.06","1.11","0.65","2","3.8","0.01","0","0","Littorina littorea","Common periwinkle","Bígaro","Bigorneau"
"PEL","27.8.c","TLW","ES","0.13","5.18","26.09","59.47","93.32","0.5","0.13","113.06","761.68","157.1","7.14","23997.55","35200.8","21047","2198","0.7","0","Osteichthyes","Pelagic fishes nei","Peces pelágicos nep","Poissons pélagiques nca"
"PEL","27.9.a","TLW","ES","1.62","6.37","35.35","45.44","29.22","2.33","2.14","63.82","51.39","31.03","37.55","11582.09","15186.5","8300.7","3312","0.01","0.5","Osteichthyes","Pelagic fishes nei","Peces pelágicos nep","Poissons pélagiques nca"
"PEN","27.8.c","TLW","ES","0.07","0","0.08","0","0","0.05","0.01","0.01","0","0.02","0","0.04","0.1","0.8","0.01","0.2","0","Penaeus spp","Penaeus shrimps nei","Langostinos Penaeus nep","Crevettes Penaeus nca"
"PEN","27.9.a","TLW","ES","103.54","118.02","201.57","145.25","182.25","176.42","142.41","149.22","155.13","160.09","124.58","195.65","207.4","153.9","117","168.1","152.4","Penaeus spp","Penaeus shrimps nei","Langostinos Penaeus nep","Crevettes Penaeus nca"
"PEZ","27.8.c","TLW","ES","0.13","0.04","0","0","0.04","0.03","0.41","0.07","4.21","0.01","0.65","0.75","1.4","0.01","0.01","0.01","0","Penaeidae","Penaeid shrimps nei","Camarones peneídos nep","Crevettes pénéidés nca"
"PEZ","27.9.a","TLW","ES","0.36","0.74","0.21","0.11","0.53","1.07","2.34","3.35","1.4","0.54","3.73","1.04","4.5","0","0.01","2.1","2.4","Penaeidae","Penaeid shrimps nei","Camarones peneídos nep","Crevettes pénéidés nca"
"PIC","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0","0","0","Spicara spp","Picarels nei","Chuclas, carameles nep","Mendoles, picarels nca"
"PIC","27.9.a","TLW","ES","0","0.05","0","0.6","8.17","2.25","3.05","0.46","0.56","0.58","0.18","3.51","11.9","16.8","17","10.5","14.4","Spicara spp","Picarels nei","Chuclas, carameles nep","Mendoles, picarels nca"
"PIL","27.8.c","TLW","ES","5652.06","4805.21","2660.53","1478.88","1759.69","1959.61","2187.11","2346.82","3990.3","4106.2","10053.34","7132.77","10783.6","10331.5","6406","6019.8","7466","Sardina pilchardus","European pilchard(=Sardine)","Sardina europea","Sardine commune"
"PIL","27.9.a","TLW","ES","9580.91","8727.33","3969.09","2406.8","2586.97","4882.9","6280.76","5025.35","7422.28","11923.57","9912.9","15888.51","15912.9","16693.5","25996","22494","24517.9","Sardina pilchardus","European pilchard(=Sardine)","Sardina europea","Sardine commune"
"PIQ","27.9.a","TLW","ES","0","0","0","0","0.04","0","0","0","0","0","0","0","0","0","0","0","0","Palaemon longirostris","Delta prawn","Camarón delta","Bouquet delta"
"PLA","27.8.c","TLW","ES","0","0","0.03","0.57","0","0","0","0","0","0","0","0","0","0","0","0","0","Hippoglossoides platessoides","Amer. plaice(=Long rough dab)","Platija americana","Balai(=Plie canadienne)"
"PLA","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","Hippoglossoides platessoides","Amer. plaice(=Long rough dab)","Platija americana","Balai(=Plie canadienne)"
"PLE","27.8.c","TLW","ES","1.32","1.7","1.84","1.44","1.21","0.84","1.62","2.14","2.74","2.1","2.23","4.11","4.7","4.5","3","1.9","2.2","Pleuronectes platessa","European plaice","Solla europea","Plie d'Europe"
"PLE","27.9.a","TLW","ES","0.56","0.62","0.99","0.84","0.73","0.42","1.41","2.09","1.5","2.8","1.4","4.32","7.3","3.5","1","1.5","2.1","Pleuronectes platessa","European plaice","Solla europea","Plie d'Europe"
"PLZ","27.8.c","TLW","ES","0.18","0.18","0.43","0.36","0.47","0.76","0.68","0.53","0.6","0.7","0","0","0","0","0","0","0","Pleuronectidae","Righteye flounders nei","Platijas nep","Plies nca"
"PLZ","27.9.a","TLW","ES","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","Pleuronectidae","Righteye flounders nei","Platijas nep","Plies nca"
"PNQ","27.9.a","TLW","ES","0.07","1","0.56","0.03","0.6","0","0.17","0.02","0.49","0.92","0","0","0","0","0","0","0","Palaemon elegans","Rockpool prawn","Camarón de poza","Bouquet flaque"
"POA","27.8.c","TLW","ES","11.34","6.77","5.77","8.19","2.4","40.51","16.88","350.83","688.34","2849.07","7626.14","4683.57","1323.3","140.8","39","3.8","15.1","Brama brama","Atlantic pomfret","Japuta","Grande castagnole"
"POA","27.9.a","TLW","ES","0.82","2","1.54","49.24","4.66","1.27","15.65","29.85","160.61","864.01","3366.11","1383.93","602","541.1","2500","3244.9","6793.5","Brama brama","Atlantic pomfret","Japuta","Grande castagnole"
"POC","27.8.c","TLW","ES","0","0","0","0","0.01","0.13","0.02","0","0","0","0","0","0","0","0","0","0","Boreogadus saida","Polar cod","Bacalao polar","Morue polaire"
"POC","27.9.a","TLW","ES","0","0","0","0","0","0.16","0","0","0","0","0","0","0","0","0","0","0","Boreogadus saida","Polar cod","Bacalao polar","Morue polaire"
