"Column1","Area","Units","Country","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","Latin species name","English","Spanish","French"
"POD","27.8.c","TLW","ES","2.17","3.06","4.98","5.31","8.69","16.81","13.06","11.02","8.87","12.16","15.28","12.35","9","6.9","11","14.5","20.8","Trisopterus minutus","Poor cod","Capellán","Capelan de Méditerranée"
"POD","27.9.a","TLW","ES","1.92","1.08","0.63","0.32","0.33","0.12","0.14","0.23","0.01","0.1","0.83","0.74","1.2","0.6","2","3.4","7.3","Trisopterus minutus","Poor cod","Capellán","Capelan de Méditerranée"
"POI","27.8.c","TLW","ES","0.05","0.41","0.01","0.09","0.22","0.02","0.01","0","0.01","0.01","0","0","0","0","0","0","0","Pontinus kuhlii","Offshore rockfish","Rascacio de fuera","Rascasse du large"
"POI","27.9.a","TLW","ES","0.04","0.22","0.07","0.23","0.17","0.16","1.07","0.05","0.01","0.23","0","0","0","0","0","0","0","Pontinus kuhlii","Offshore rockfish","Rascacio de fuera","Rascasse du large"
"POK","27.8.c","TLW","ES","0.12","0.07","0.24","0.03","0.01","0.24","0.03","0.01","0","0","0","0.79","0","0","0","0.01","0","Pollachius virens","Saithe(=Pollock)","Carbonero(=Colín)","Lieu noir"
"POK","27.9.a","TLW","ES","0","0","0","0.04","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","Pollachius virens","Saithe(=Pollock)","Carbonero(=Colín)","Lieu noir"
"POL","27.8.c","TLW","ES","185.42","159.59","167.31","188.03","132.99","126.82","200.89","206.75","173.12","239.31","124.56","255.97","208.7","179.3","228","173.1","163.9","Pollachius pollachius","Pollack","Abadejo","Lieu jaune"
"POL","27.9.a","TLW","ES","157.19","163.73","139.89","157.66","126.43","96.66","105.13","80.92","92.85","109.68","139.03","104","90.8","68.1","128","103.3","102.3","Pollachius pollachius","Pollack","Abadejo","Lieu jaune"
"POR","27.8.c","TLW","ES","0","0","0","0","0","0.01","0","0.02","0","0","0.01","1.21","41.8","4.3","13","12.7","2.8","Lamna nasus","Porbeagle","Marrajo sardinero","Requin-taupe commun"
"POR","27.9.a","TLW","ES","0","0.02","0","0","0","0.02","0.07","0","0","0","0","0.2","13.2","12.2","7","138.7","108.4","Lamna nasus","Porbeagle","Marrajo sardinero","Requin-taupe commun"
"POX","27.8.c","TLW","ES","0.05","0.52","0.02","0.03","0","0","0.01","0","0","0.01","0.07","1.63","11.3","0.01","0.01","0.9","9.6","Trachinotus spp","Pompanos nei","Pámpanos(=Palometas) nep","Pompaneaux nca"
"POX","27.9.a","TLW","ES","40.9","55","34.13","34.81","14.01","34.98","28.6","46.76","2.56","1.72","0.85","27.96","8.1","1.4","10","1.7","8.2","Trachinotus spp","Pompanos nei","Pámpanos(=Palometas) nep","Pompaneaux nca"
"PPX","27.8.c","TLW","ES","0","0","0.01","0","0","0","0","0","0","0.02","0","0","0.01","0","0","0","0.2","Perciformes","Pelagic percomorphs nei","Percomorfos pelágicos nep","Percomorphes pélagiques nca"
"PPX","27.9.a","TLW","ES","0.05","0","0","0","0.05","0.01","0","0","0","0.16","0.32","0.54","0.1","0.01","0","0.01","0","Perciformes","Pelagic percomorphs nei","Percomorfos pelágicos nep","Percomorphes pélagiques nca"
"PRA","27.8.c","TLW","ES","0","0","0","0","0","0.01","0.01","0.05","0.15","0.02","0.03","0.07","0.1","0.01","0.01","0.01","0.1","Pandalus borealis","Northern prawn","Camarón norteño","Crevette nordique"
"PRA","27.9.a","TLW","ES","0","0","0","0.01","0","0","0","0.01","0.01","0","5.37","15.1","4","0","0","0","0","Pandalus borealis","Northern prawn","Camarón norteño","Crevette nordique"
"PRC","27.8.c","TLW","ES","0.69","3.7","1.65","1.77","1.41","7.93","4.16","7845.89","7805.09","5454.98","246.37","3923.24","14703.7","869.6","0.01","0","74.3","Percoidei","Percoids nei","Percoideos nep","Percoides nca"
"PRC","27.9.a","TLW","ES","15.7","9.25","14.44","12.41","12.23","18.28","24.88","8863.89","5206.46","2832.15","7.14","952.84","3319.7","290.4","0.01","23.8","0.4","Percoidei","Percoids nei","Percoideos nep","Percoides nca"
"PRR","27.8.c","TLW","ES","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sparisoma cretense","Parrotfish","Loro viejo","Perroquet vieillard"
"PRR","27.9.a","TLW","ES","0.02","0.01","0","0.02","0.01","0","0","0.08","0","0","0","0","0","0","0","0","0","Sparisoma cretense","Parrotfish","Loro viejo","Perroquet vieillard"
"PSL","27.8.c","TLW","ES","0","0.87","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Palinurus mauritanicus","Pink spiny lobster","Langosta mora","Langouste rose"
"PSL","27.9.a","TLW","ES","0.09","0.05","0.02","0.02","0.01","0.08","0.05","0.06","0","0","0","0","0","0","0","0","0","Palinurus mauritanicus","Pink spiny lobster","Langosta mora","Langouste rose"
"PUX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","Tetraodontidae","Puffers nei","Tamboriles nep","Compères nca"
"QPX","27.8.c","TLW","ES","0.13","0.02","0.09","0.04","0.02","0","0","0","0","0","0","0","0","0","0","0","0","Palaemon spp","Palaemon shrimps nei","Camarones Palaemon nep","Bouquets Palaemon nca"
"QPX","27.9.a","TLW","ES","0.43","0.17","0","0.01","0.15","0.52","1.21","4.8","1.99","0.01","0","0","0","0","0","0","0","Palaemon spp","Palaemon shrimps nei","Camarones Palaemon nep","Bouquets Palaemon nca"
"QSC","27.8.c","TLW","ES","0.01","0.02","0","0.24","0","0","0","0","0","0.48","0","0","0","0","0","0","0","Aequipecten opercularis","Queen scallop","Volandeira","Vanneau"
"QSC","27.9.a","TLW","ES","484.04","270.74","180.55","224.64","187.72","139.24","75.96","79.55","95.84","169.6","0","0","0","0","0","0","0","Aequipecten opercularis","Queen scallop","Volandeira","Vanneau"
"QTV","27.8.c","TLW","ES","0.26","0","0","0.03","0.06","10.52","9.92","6.56","7.36","8.39","0","0","0","0","0","0","0","Patella vulgata","Limpet","Lapa","Patelle de l'Atlantique"
"QUB","27.8.c","TLW","ES","77.27","84.9","94.58","116.19","107.35","92.15","84.52","70.65","196.17","187.97","0","0","0","0","0","0","0","Squalus blainville","Longnose spurdog","Galludo","Aiguillat coq"
"QUB","27.9.a","TLW","ES","39.2","35.71","50.29","42.1","34.73","53.15","39.27","32.55","48.47","10.75","0","0","0","0","0","0","0","Squalus blainville","Longnose spurdog","Galludo","Aiguillat coq"
"QUL","27.9.a","TLW","ES","0","0.01","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Squaliolus laticaudus","Spined pygmy shark","Tollo pigmeo espinudo","Squale nain"
"RAE","27.8.c","TLW","ES","0","0","0","0","0","1.01","0.36","0.6","0.11","0.03","0","0","0","0","0","0","0","Solen marginatus","European razor clam","Navaja europea","Couteau d'Europe"
"RAE","27.9.a","TLW","ES","28.6","32.38","28.49","46.09","46.21","94.2","103.98","100.89","84.81","65.18","0","0","0","0","0","0","0","Solen marginatus","European razor clam","Navaja europea","Couteau d'Europe"
"RAJ","27.8.c","TLW","ES","0.26","2.54","2.99","7.26","11.05","8.48","11.57","4.38","2.53","4.18","1.04","1.33","9.5","7.3","2","401","4.1","Rajidae","Rays and skates nei","Rayidos nep","Rajidés nca"
"RAJ","27.9.a","TLW","ES","0.43","1.67","2.14","57.31","2.56","1.87","0.96","3.62","1.9","1.28","0.19","0","0","0","45","29.9","92.5","Rajidae","Rays and skates nei","Rayidos nep","Rajidés nca"
"RAZ","27.8.c","TLW","ES","0.01","0.03","0.01","0","0","3.61","3.42","0.17","0.03","0.01","9.05","21.12","10","11.6","29","22.2","18.8","Solen spp","Solen razor clams nei","Navajas Solen nep","Couteaux Solen nca"
"RAZ","27.9.a","TLW","ES","0.26","0.15","0.1","0.19","0","0.01","0","0","0","2.2","505.3","449.25","390","330.1","227","196.9","162.7","Solen spp","Solen razor clams nei","Navajas Solen nep","Couteaux Solen nca"
"RCR","27.9.a","TLW","ES","0","0","0","0.01","0.04","0","0","0","0","0","0","0","0","0","0","0","0","Raniceps raninus","Tadpole fish",NA,"Trident"
"REB","27.8.c","TLW","ES","0","0","0","0","0.04","0.03","0.24","0.08","0.1","7.76","19.93","8.36","2.1","0.01","0.01","0.1","0","Sebastes mentella","Beaked redfish","Gallineta nórdica","Sébaste du Nord"
"REB","27.9.a","TLW","ES","0","0","0","0","0","0.04","0.12","0.8","2.05","0.13","1.11","0.54","0.7","0.01","0","0","0","Sebastes mentella","Beaked redfish","Gallineta nórdica","Sébaste du Nord"
"RED","27.8.c","TLW","ES","0.4","0.11","0.98","0.19","0.97","0.28","0.93","0.5","0.76","0.66","0.29","0.07","0.2","0.01","0.01","0","0.1","Sebastes spp","Atlantic redfishes nei","Gallinetas del Atlántico nep","Sébastes de l'Atlantique nca"
"RED","27.9.a","TLW","ES","1.04","1.16","0.85","0.45","2.41","1.16","0.17","0.11","0.1","0.04","0.61","0.5","0.3","0.01","0","0.01","0","Sebastes spp","Atlantic redfishes nei","Gallinetas del Atlántico nep","Sébastes de l'Atlantique nca"
"REG","27.8.c","TLW","ES","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","Sebastes marinus","Golden redfish","Gallineta dorada","Sébaste doré"
"REG","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0.91","0.01","0","0","0","0","0","Sebastes marinus","Golden redfish","Gallineta dorada","Sébaste doré"
"REZ","27.9.a","TLW","ES","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Remora osteochir","Marlin sucker","Agarrador","Rémora des marlins"
"RGL","27.9.a","TLW","ES","0.07","0.02","0","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","Gymnura altavela","Spiny butterfly ray","Raya mariposa","Raie-papillon épineuse"
"RHG","27.9.a","TLW","ES","0.01","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","0","Macrourus berglax","Roughhead grenadier","Granadero berglax","Grenadier berglax"
"RIB","27.8.c","TLW","ES","5.54","12.54","10.43","9.85","19.84","46.17","52.66","50.96","16.54","5.08","0","0","0","0","0","0","0","Mora moro","Common mora","Mollera moranella","Moro commun"
"RIB","27.9.a","TLW","ES","0.95","3.66","1.26","4.63","5.05","14.48","1.07","1.21","1.41","0.34","0","0","0","0","0","0","0","Mora moro","Common mora","Mollera moranella","Moro commun"
"RIN","27.9.a","TLW","ES","0.02","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Rinoctes nasutus","Abyssal smooth-head",NA,NA
"RJA","27.8.c","TLW","ES","0","0.01","0.14","0","0","0.01","0.06","0.27","0","0","0","0","0.1","0","0","0","0","Raja alba","White skate","Raya bramante","Raie blanche"
"RJA","27.9.a","TLW","ES","0","0","0","0.01","0","0","0.03","0.04","0.01","0","0.05","1.6","0.9","0.01","0","0","0","Raja alba","White skate","Raya bramante","Raie blanche"
"RJB","27.8.c","TLW","ES","0","0","0.08","0.08","0.01","0.07","0.02","0","0.01","0.01","0.02","0.21","0","0.6","0","0","0","Raja batis","Blue skate","Noriega","Pocheteau gris"
"RJB","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.09","0","0","0","0","0","0","0","Raja batis","Blue skate","Noriega","Pocheteau gris"
"RJC","27.8.c","TLW","ES","451.5","237.92","244.5","257.5","248.67","140.53","160.31","155.04","295.98","314.24","386.96","372.85","339.4","91.3","0","0","0","Raja clavata","Thornback ray","Raya de clavos","Raie bouclée"
"RJC","27.9.a","TLW","ES","339.99","171.25","172.15","197.97","153.62","131.05","125.97","124.51","291.6","235.99","271.18","266.55","208.4","44.2","0","0","0","Raja clavata","Thornback ray","Raya de clavos","Raie bouclée"
"RJE","27.8.c","TLW","ES","0.37","0.22","0.18","0.6","0.19","0.08","0.4","0.06","0.02","0.21","0.23","0.12","0.1","0.01","0","0","0","Raja microocellata","Small-eyed ray","Raya colorada","Raie mêlée"
"RJE","27.9.a","TLW","ES","1.2","0.8","0.59","0.91","0.33","0.87","0.72","0.37","0.15","0.99","0.62","0.61","0.8","0.8","0","0","0","Raja microocellata","Small-eyed ray","Raya colorada","Raie mêlée"
"RJF","27.8.c","TLW","ES","0","0.09","0.01","0","0","0","0","0","0.01","0","0","0.11","0","0","0","0","0","Raja fullonica","Shagreen ray","Raya cardadora","Raie chardon"
"RJF","27.9.a","TLW","ES","0","0","0.01","0.03","0","0","0","0.01","0","0","0.28","0","0","0","0","0","0","Raja fullonica","Shagreen ray","Raya cardadora","Raie chardon"
"RJG","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0","0","0","0","Raja hyperborea","Arctic skate","Raya ártica","Raie arctique"
"RJG","27.9.a","TLW","ES","0","0","0","0","0.55","0.01","0","0.01","0","0","0","0.08","0","0","0","0","0","Raja hyperborea","Arctic skate","Raya ártica","Raie arctique"
"RJH","27.8.c","TLW","ES","8.57","4.92","2.93","1.84","0.88","2.6","1.32","1.15","0.04","0.19","0.38","1.1","5.8","0.01","0","0","0","Raja brachyura","Blonde ray","Raya boca de rosa","Raie lisse"
"RJH","27.9.a","TLW","ES","13.36","10.4","11.51","8.33","6.94","0.47","1.27","0.5","0.46","2.17","0.69","1.73","2.5","0.7","0","0","0","Raja brachyura","Blonde ray","Raya boca de rosa","Raie lisse"
"RJI","27.8.c","TLW","ES","0.05","0.14","0.01","0.02","0.01","0","0.1","0","0.01","0.54","5.87","3.48","4.3","0.7","0","0","0","Raja circularis","Sandy ray","Raya falsa vela","Raie circulaire"
"RJI","27.9.a","TLW","ES","0.03","0.06","0.09","0.03","0.02","0","0","0","0.01","0","0","0","0","0.01","0","0","0","Raja circularis","Sandy ray","Raya falsa vela","Raie circulaire"
"RJK","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","Raja lintea","Sailray","Raya vela","Raie voile"
"RJK","27.9.a","TLW","ES","0","0","0.01","0","0","0.1","0.03","0.29","0.07","0.28","0","0","0","0","0","0","0","Raja lintea","Sailray","Raya vela","Raie voile"
"RJM","27.8.c","TLW","ES","62.71","35.56","42.71","55.1","43.71","38.19","35.99","34.63","21.87","22.44","31.15","36.11","39.4","12.2","0","0","0","Raja montagui","Spotted ray","Raya pintada","Raie douce"
"RJM","27.9.a","TLW","ES","9.21","9.16","11.19","9.76","4.64","7.34","7.78","0.97","1.14","2.96","3.87","4.73","14.1","6.7","0","0","0","Raja montagui","Spotted ray","Raya pintada","Raie douce"
"RJN","27.8.c","TLW","ES","16.22","7.28","8.54","22.7","22.55","19.31","16.33","21.39","35.99","43.52","43.87","43.97","66.4","17.6","0","0","0","Raja naevus","Cuckoo ray","Raya santiguesa","Raie fleurie"
"RJN","27.9.a","TLW","ES","5.7","1.01","4.16","8.41","2.16","3.42","2.16","0.29","0.09","2.55","18.16","24.54","7.7","2.7","0","0","0","Raja naevus","Cuckoo ray","Raya santiguesa","Raie fleurie"
"RJO","27.8.c","TLW","ES","0","0.04","0.01","0.08","0","0.02","0.76","4.25","0.02","0","0.09","0","0","0","0","0","0","Raja oxyrinchus","Longnosed skate","Raya picuda","Pocheteau noir"
"RJO","27.9.a","TLW","ES","0","0.35","0.14","0.74","0.12","0.02","0.13","0.1","0.04","0.32","0","0","0","0","0","0","0","Raja oxyrinchus","Longnosed skate","Raya picuda","Pocheteau noir"
"RJP","27.9.a","TLW","ES","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Malacoraja spinacidermis","Soft skate","Raya piel áspera","Raie peau hérissée"
"RJR","27.8.c","TLW","ES","0","0","0.01","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","Raja radiata","Starry ray","Raya radiante","Raie radiée"
"RJR","27.9.a","TLW","ES","0","0","0","0","0","0","0.09","0.14","0.02","0.01","0","0","0","0","0","0","0","Raja radiata","Starry ray","Raya radiante","Raie radiée"
"RJU","27.8.c","TLW","ES","10.26","8.6","8.87","9.32","9.35","8.31","7.06","4.73","0.02","0.02","0","0","0","0.01","0","0","0","Raja undulata","Undulate ray","Raya mosaica","Raie brunette"
"RJU","27.9.a","TLW","ES","19.31","2.23","21.08","15.52","16.98","12.54","8.75","0.22","0.05","0.12","0","0","0","0","0","0","0","Raja undulata","Undulate ray","Raya mosaica","Raie brunette"
"RJV","27.8.c","TLW","ES","0.02","0.05","0.07","0.03","0.13","0.09","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"RJV","27.9.a","TLW","ES","0.07","0.07","0.48","0.69","0","0.02","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"RJY","27.8.c","TLW","ES","0","0","0","0.01","0","0","0","0.04","0","0","0","0","0","0","0","0","0","Raja fyllae","Round ray","Raya redonda","Raie ronde"
"RLI","27.8.c","TLW","ES","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Arnoglossus imperialis","Imperial scaldfish",NA,NA
"RLI","27.9.a","TLW","ES","0.01","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","Arnoglossus imperialis","Imperial scaldfish",NA,NA
"RMM","27.8.c","TLW","ES","0","0","0","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","Mobula mobular","Devil fish","Manta mobula",NA
"RMM","27.9.a","TLW","ES","0","0","0","0","0","0.08","0.03","0.15","0","0.75","0.3","5.49","3.6","2.5","1","2.4","2.5","Mobula mobular","Devil fish","Manta mobula",NA
"RNG","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","Coryphaenoides rupestris","Roundnose grenadier","Granadero de roca","Grenadier de roche"
"RNH","27.9.a","TLW","ES","0","0","0.39","3.74","2.22","2.14","4.3","5.66","2.48","11.09","0","0","0","0","0","0","0","Arnoglossus thori","Thor's scaldfish",NA,NA
"ROA","27.9.a","TLW","ES","0.01","0.14","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Rossia macrosoma","Stout bobtail squid","Globito robusto","Sépiole melon"
"ROL","27.8.c","TLW","ES","0.04","0.22","0.21","0.27","0.23","0.66","2.83","0.28","1.34","0.24","0","0","0","0","0","0","0","Gaidropsarus spp","Rocklings nei","Barbadas nep","Motelles nca"
"ROL","27.9.a","TLW","ES","0.19","0.26","0.17","0.71","0.3","0.71","0.55","0.42","0.5","0.7","0","0","0","0","0","0","0","Gaidropsarus spp","Rocklings nei","Barbadas nep","Motelles nca"
"RPG","27.8.c","TLW","ES","23.31","18.84","19.09","23.15","17.27","26.49","45.95","32.08","29.65","22.8","24.53","52.02","34.7","38.2","25","11.9","7.5","Pagrus pagrus","Red porgy","Pargo","Pagre rouge"
"RPG","27.9.a","TLW","ES","44.61","44.92","44.4","52.92","50.78","53.66","65.97","59.61","51.32","44.55","20.82","79.9","78.5","49.5","81","88.7","105.9","Pagrus pagrus","Red porgy","Pargo","Pagre rouge"
"RSE","27.8.c","TLW","ES","49.38","54.8","67.83","55.25","56.14","62.8","52.97","70.36","109.33","84.24","0","0","0","0","0","0","0","Scorpaena scrofa","Red scorpionfish","Cabracho","Rascasse rouge"
"RSE","27.9.a","TLW","ES","35.99","31.26","49.9","37.61","71.36","12.76","25.72","16.92","20.03","24.09","0","0","0","0","0","0","0","Scorpaena scrofa","Red scorpionfish","Cabracho","Rascasse rouge"
"RSK","27.8.c","TLW","ES","0.87","0.11","2.13","0.75","0.3","32.93","0.02","0.03","3.33","3.64","0.08","0.01","0","0","0.01","0.4","0","Carcharhinidae","Requiem sharks nei","Cazones picudos,tintoreras nep","Requins nca"
"RSK","27.9.a","TLW","ES","1.79","1.26","1.34","0.94","2.82","12.69","0.68","0.33","0.38","0.55","0.07","0.06","0.2","0.01","16","6.6","17.9","Carcharhinidae","Requiem sharks nei","Cazones picudos,tintoreras nep","Requins nca"
"SAI","27.8.c","TLW","ES","0.15","0.12","0.12","0.03","0.1","8.49","0.09","0.03","0","0.03","0","0.27","1.2","0","0.01","0","0.3","Istiophorus albicans","Atlantic sailfish","Pez vela del Atlántico","Voilier de l'Atlantique"
"SAI","27.9.a","TLW","ES","0","0","0","0","0","14.7","0","0","0","0.65","0.03","0","0.1","0.5","1","0.3","1.1","Istiophorus albicans","Atlantic sailfish","Pez vela del Atlántico","Voilier de l'Atlantique"
"SAL","27.8.c","TLW","ES","0.02","0.01","0.04","0.1","3.28","0.04","0","0.01","0","0.3","0","2.56","0.4","0.01","0.01","0","0","Salmo salar","Atlantic salmon","Salmón del Atlántico","Saumon de l'Atlantique"
"SAL","27.9.a","TLW","ES","0.01","0.01","0","0.11","0.01","0","0","0","0","0","0","0.01","0.01","0","0.01","0.01","0","Salmo salar","Atlantic salmon","Salmón del Atlántico","Saumon de l'Atlantique"
"SAN","27.8.c","TLW","ES","2.28","4.19","8.96","4.5","55.72","34.85","29.6","277.55","50.94","26.42","134.9","115.05","27","77.9","84","446.4","153.6","Ammodytes spp","Sandeels(=Sandlances) nei","Lanzones nep","Lançons nca"
