"FAOcode","year","catch_tonnes","Galician_name","total_kg","total_euros","scientificname","English_name","Family","Order.or.higher.taxa","source","kingdom","phylum","class","order","family","genus","AphiaID"
"TSD",2013,0.01115,"Salema",11.15,21.2,"Alosa fallax","Twaite shad","ALOSIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",126415
"MUT",2013,59.29433,"Salmonete de lama",59294.33,490901.05,"Mullus barbatus","Red mullet","MULLIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus",126985
"MUR",2013,180.38884,"Salmonete de rocha",180388.84,1495976.92,"Mullus surmuletus","Surmullet","MULLIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus",126986
"JOD",2013,768.21368,"Sanmartiño",768213.68,4983443.12,"Zeus faber","John dory","ZEIDAE","ZEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zeus",127427
"SCY",2013,0.9399,"Santiaguiño",939.9,54586.09,"Scyllarus arctus","Lesser slipper lobster","SCYLLARIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Scyllaridae","Scyllarus",107709
"PIL",2013,4531.12954,"Sardiña",4531129.54,9449478.27000001,"Sardina pilchardus","European pilchard(=Sardine)","ALOSIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardina",126421
"SWA",2013,551.219370000001,"Sargo común",551219.370000001,2502047.59,"Diplodus sargus","White seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Diplodus",127053
"SNK",2013,0.473,"Serra",473,1825.88,"Leionura atun","Snoek","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Leionura",318761
"CBR",2013,325.02698,"Serrán cabra",325026.98,473232.61,"Serranus cabrilla","Comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus",127041
"SRK",2013,4.34445,"Serrán riscado",4344.45,8678.65,"Serranus scriba","Painted comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus",127043
"FLE",2013,47.06482,"Solla",47064.82,144611.84,"Platichthys flesus","European flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys",127141
"APU",2013,0.20805,"Sollo rei",208.05,1884.64,"Acipenser sturio","Sturgeon","ACIPENSERIDAE","ACIPENSERIFORMES","pesca_galicia","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser",126279
"ZGP",2013,0.37641,"Tapa",376.41,1788.29,"Zeugopterus punctatus","Topknot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Zeugopterus",127151
"EPI",2013,2.1268,"Tomás",2126.8,7276.39,"Epigonus telescopus","Black cardinal fish","EPIGONIDAE","ACROPOMATIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Acropomatiformes","Epigonidae","Epigonus",126858
"SPR",2013,0.008,"Trancho",8,6.4,"Sprattus sprattus","European sprat","CLUPEIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Sprattus",126425
"SFA",2013,0.189,"Veleiro do indo-pacífico",189,281.75,"Istiophorus platypterus","Indo-Pacific sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Istiophorus",158812
"YFC",2013,1.6845,"Vello",1684.5,1918.14,"Symphodus cinereus","Grey wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus",273567
"SCE",2013,132.20691,"Vieira",132206.91,474319.29,"Pecten maximus","Great Atlantic scallop","PECTINIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten",140712
"QSC",2013,242.5663,"Volandeira",242566.3,472052.55,"Aequipecten opercularis","Queen scallop","PECTINIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Aequipecten",140687
"MAC",2013,3759.88279,"Xarda",3759882.79,3148934,"Scomber scombrus","Atlantic mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber",127023
"MAS",2013,12086.58822,"Xarda pintada",12086588.22,7713322.65000001,"Scomber japonicus","Pacific chub mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber",127022
"MON",2013,614.84141,"Xuliana",614841.41,2946631.27,"Lophius piscatorius","Angler(=Monk)","LOPHIIDAE","LOPHIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius",126555
"HOM",2013,23782.26932,"Xurelo",23782269.32,19630375.26,"Trachurus trachurus","Atlantic horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus",126822
"HMM",2013,91.38435,"Xurelo do mediterráneo",91384.35,256085.77,"Trachurus mediterraneus","Mediterranean horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus",126820
"JAA",2013,463.64357,"Xurelo negro",463643.57,300817.69,"Trachurus picturatus","Blue jack mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus",126821
"ASD",2013,0.715,"Zamborca",715,2356.32,"Alosa alosa","Allis shad","ALOSIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",126413
"VSC",2013,0.067,"Zamburiña",67,268,"Mimachlamys varia","Variegated scallop","PECTINIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Mimachlamys",236719
"POL",2012,281.92162,"Abadexo",281921.62,1501172.66,"Pollachius pollachius","Pollack","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius",126440
"SOS",2012,77.6790299999999,"Acedía",77679.0299999999,391913.230000001,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Pegusa",127156
"GAR",2012,73.67051,"Agulla",73670.51,83616.24,"Belone belone","Garfish","BELONIDAE","BELONIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Belone",126375
"SAU",2012,75.9827,"Alcrique",75982.7,62251.52,"Scomberesox saurus","Atlantic saury","SCOMBERESOCIDAE","BELONIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beloniformes","Scomberesocidae","Scomberesox",126392
"CTS",2012,1169.82004,"Ameixa babosa",1169820.04,10832406.13,"Venerupis rhomboides",NA,NA,NA,"pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venerupis",141941
"VNA",2012,7.41865,"Ameixa bicuda",7418.65,24171.92,"Polititapes aureus","Golden carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Polititapes",246150
"CTG",2012,827.8272,"Ameixa fina",827827.2,13374998.19,"Ruditapes decussatus","Grooved carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes",231749
"VNR",2012,431.2177,"Ameixa rubia",431217.7,3010504.83,"Polititapes rhomboides","Banded carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Polititapes",745846
"CLJ",2012,2188.51684,"Ameixa xaponesa",2188516.84,11096690.71,"Ruditapes philippinarum","Japanese carpet shell","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes",231750
"KLK",2012,4.8195,"Ameixón",4819.5,4643.9,"Callista chione","Smooth callista","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Callista",141906
"ELX",2012,37.10158,"Anguilas",37101.58,551813.83,"Anguilla spp","River eels NEI","ANGUILLIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla",125620
"HER",2012,1.202,"Arenque do atlántico",1202,1202,"Clupea harengus","Atlantic herring","CLUPEIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea",126417
"LAZ",2012,82.322,"Argazo",82322,32105.58,"Laminariaceae","Kelps NEI","LAMINARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae",NA,143755
"LA5",2012,3.43,"Argazo bravo",3430,2572.5,"Fucus spp",NA,NA,NA,"pesca_galicia","Plantae","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Fucus",144486
"YFT",2012,4.39085,"Atún amarelo",4390.85,19798.33,"Thunnus albacares","Yellowfin tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127027
"BET",2012,36.23,"Atún patudo",36230,169526.63,"Thunnus obesus","Bigeye tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127028
"TUS",2012,1.309,"Atúns",1309,7598.57,"Thunnus spp","True tunas NEI","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",126065
"COD",2012,108.35285,"Bacallao",108352.85,263995.85,"Gadus morhua","Atlantic cod","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus",126436
"LTA",2012,167.33905,"Bacoreta",167339.05,317558.81,"Euthynnus alletteratus","Little tunny(=Atl.black skipj)","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus",127017
"GGU",2012,0.04665,"Barbada común",46.65,175.42,"Gaidropsarus vulgaris","Three-bearded rockling","GAIDROPSARIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gaidropsaridae","Gaidropsarus",126458
"GGD",2012,6.49474,"Barbada de area",6494.74,33880.44,"Gaidropsarus mediterraneus","Shore rockling","GAIDROPSARIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gaidropsaridae","Gaidropsarus",126457
"COC",2012,1815.69821,"Berberecho",1815698.21,9079912.48000001,"Cerastoderma edule","Common edible cockle","CARDIIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma",138998
"RIB",2012,6.69765,"Bertorella brava",6697.65,11761.62,"Mora moro","Common mora","MORIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Moridae","Mora",126497
"GFB",2012,892.54372,"Bertorella de lama",892543.72,3073917.55,"Phycis blennoides","Greater forkbeard","PHYCIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Phycis",126501
"FOR",2012,1691.12434,"Bertorella de rocha",1691124.34,4485876.13,"Phycis phycis","Forkbeard","PHYCIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Phycis",126502
"FOX",2012,2.5,"Bertorellas",2500,10650,"Phycis spp","Forkbeards NEI","PHYCIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Phycis",125773
"ANE",2012,111.81085,"Bocarte",111810.85,473346.03,"Engraulis encrasicolus","European anchovy","ENGRAULIDAE","CLUPEIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Engraulis",126426
"BOG",2012,13304.551,"Boga",13304551,8917084.52,"Boops boops","Bogue","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Boops",127047
"CRE",2012,6.80195,"Boi",6801.95,51720.5999999999,"Cancer pagurus","Edible crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",107276
"SAN",2012,79.01485,"Bolos",79014.85,62524.75,"Ammodytes spp","Sandeels(=Sandlances) NEI","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes",125909
"SKJ",2012,252.50555,"Bonito alistado",252505.55,528490.47,"Katsuwonus pelamis","Skipjack tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Katsuwonus",127018
"BON",2012,1636.55388,"Bonito do Atlántico",1636553.88,2341449.79,"Sarda sarda","Atlantic bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda",127021
"ALB",2012,2243.52375,"Bonito do norte",2243523.75,9215769.16,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127026
"PAC",2012,35.64195,"Breca",35641.95,110648.24,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127060
"USK",2012,0.804,"Brosme",804,1081.56,"Brosme brosme","Tusk(=Cusk)","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Brosme",126447
"HAD",2012,192.9367,"Burro",192936.7,275649.91,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Melanogrammus",126437
"BRF",2012,1620.45339,"Cabra de altura",1620453.39,5872493.65999999,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus",127251
"DXL",2012,13.11915,"Cadelucha",13119.15,358615.54,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Cardiida","Donacidae","Donax",139602
"CPR",2012,64.62694,"Camarón común",64626.94,1691392.72,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",107616
"PNQ",2012,0.48225,"Camarón de poza",482.25,4116,"Palaemon elegans","Rockpool prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",107614
"CRG",2012,4.542,"Cangrexo común",4542,2271,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus",107381
"KEF",2012,0.0225,"Cangrexo real",22.5,90.5,"Chaceon affinis","Deep-sea red crab","GERYONIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon",107369
"SSH",2012,0.203,"Carabineiro",203,3419.25,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristaeopsis",240796
"PEE",2012,1.38945,"Caramuxo",1389.45,3758.25,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina",140262
"VEV",2012,89.96041,"Carneiro",89960.41,333927.14,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venus",141936
"IMS",2012,0.956,"Carrapicho",956,956,"Chondrus crispus","Carragheen (Irish) moss","GIGARTINACEAE","RHODOPHYTA (FLORIDEOPHYCEAE)","pesca_galicia","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus",145625
"POA",2012,14839.34659,"Castañeta",14839346.59,20549229.04,"Brama brama","Atlantic pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Brama",126783
"BYS",2012,148.5007,"Castañeta macho",148500.7,286603.73,"Beryx splendens","Splendid alfonsino","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",126395
"BXD",2012,212.83449,"Castañeta vermella",212834.49,929916.95,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",126394
"ALF",2012,0.3148,"Castañetas",314.8,1693.62,"Beryx spp","Alfonsinos NEI","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",125700
"GAG",2012,88.56885,"Cazón",88568.85,62048.1499999999,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",105820
"SMD",2012,8.70675,"Cazón liso",8706.75,8058.77,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",105822
"SCR",2012,334.012020000001,"Centola",334012.020000001,2945340.66999999,"Maja squinado","Spinous spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja",107350
"CTB",2012,27.08318,"Chaparella",27083.18,26511.98,"Diplodus vulgaris","Common two-banded seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Diplodus",127054
"CTC",2012,591.29495,"Choco",591294.95,2961956.94999999,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141444
"CTR",2012,10.15485,"Chopiño",10154.85,54289.03,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola",141459
"EJE",2012,2.7784,"Choquiño",2778.4,5263.13,"Sepia elegans","Elegant cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141443
"BRB",2012,364.5599,"Choupa",364559.9,660334.580000003,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spondyliosoma",127066
"NEP",2012,364.71865,"Cigala",364718.65,4917629.57,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops",107254
"OIL",2012,122.068,"Cochinilla",122068,368144.78,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"COE",2012,3650.95551,"Congro",3650955.51,7034178.00000001,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger",126285
"ICC",2012,15.22525,"Conguito",15225.25,16717.35,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1752528
"WIT",2012,1268.08952,"Coreano",1268089.52,4020954.97,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus",127136
"ULO",2012,9.43298,"Cornicha",9432.98,35983.13,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula",140301
"KRJ",2012,3.87305,"Corno",3873.05,5661.79,"Charonia lampas","Knobbed triton","CHARONIIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Charoniidae","Charonia",141101
"MGR",2012,11.15755,"Corvina real",11157.55,60697.64,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",127007
