"FAOcode","year","catch_tonnes","Galician_name","total_kg","total_euros","scientificname","English_name","Family","Order.or.higher.taxa","source","kingdom","phylum","class","order","family","genus","AphiaID"
"CTB",2013,9.37091,"Chaparella",9370.91,12033.71,"Diplodus vulgaris","Common two-banded seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Diplodus",127054
"CTC",2013,595.33631,"Choco",595336.31,2688453.48,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141444
"CTR",2013,10.7629,"Chopiño",10762.9,53156.69,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola",141459
"EJE",2013,2.8527,"Choquiño",2852.7,6679.48,"Sepia elegans","Elegant cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141443
"BRB",2013,238.54144,"Choupa",238541.44,351709.669999999,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spondyliosoma",127066
"NEP",2013,219.7658,"Cigala",219765.8,3762308.41,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops",107254
"OIL",2013,162.052,"Cochinilla",162052,466151.46,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"COE",2013,2420.21996,"Congro",2420219.96,4937283.77999999,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger",126285
"ICC",2013,13.6751,"Conguito",13675.1,17437.49,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1752528
"WIT",2013,622.0188,"Coreano",622018.8,2113387.98,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus",127136
"ULO",2013,4.29175,"Cornicha",4291.75,18624.82,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula",140301
"KRJ",2013,1.6666,"Corno",1666.6,2639.54,"Charonia lampas","Knobbed triton","CHARONIIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Charoniidae","Charonia",141101
"HLZ",2013,4.4988,"Correa",4498.8,2360.5,"Himanthalia elongata","Sea thong","HIMANTHALIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Fucales","Himanthaliaceae","Himanthalia",145551
"MGR",2013,16.17105,"Corvina real",16171.05,72401.59,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",127007
"BLL",2013,32.75148,"Curuxo",32751.48,387173.640000001,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",127150
"DEC",2013,76.2789,"Dentón",76278.9,156614.84,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273962
"DEL",2013,1.543,"Dentón ollón",1543,446.75,"Dentex macrophthalmus","Large-eye dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273965
"COU",2013,1.33545,"Doncela",1335.45,6543.8,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Coris",126963
"SBG",2013,17.5988,"Dourada",17598.8,219889.58,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sparus",151523
"DOL",2013,0.011,"Dourado común",11,55,"Coryphaena hippurus","Common dolphinfish","CORYPHAENIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Coryphaenidae","Coryphaena",126846
"GUX",2013,1529.40995,"Escachos",1529409.95,2494988.82,"Triglidae","Gurnards, searobins NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Triglidae",NA,125598
"RSE",2013,273.154619999999,"Escarapote de pedra",273154.619999999,1269231.25,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127248
"BBS",2013,186.33075,"Escarapote de pintas",186330.75,758606.660000001,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127247
"LYY",2013,1.8121,"Escarpón",1812.1,785.97,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus",126792
"BIB",2013,2457.29536,"Faneca",2457295.36,4264840.24999999,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126445
"HAL",2013,0.126,"Fletán branco",126,463.53,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus",127138
"POD",2013,19.48555,"Fodón",19485.55,30933.04,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126446
"POK",2013,35.59993,"Fogoneiro",35599.93,53456.22,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius",126441
"QUB",2013,124.5915,"Galludo",124591.5,397625.75,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus",105924
"DPS",2013,0.35,"Gamba branca",350,2870.55,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Parapenaeus",107109
"ETX",2013,16.401,"Gata común",16401,36372.07,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus",105913
"COB",2013,0.15875,"Gato de mar",158.75,398,"Umbrina cirrosa","Shi drum","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Umbrina",127012
"UBI",2013,3.51285000000001,"Gavilán",3512.85000000001,209302.26,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma",130263
"UDP",2013,67.97,"Golfo",67970,50964.68,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria",145721
"SLO",2013,1.56725,"Lagosta",1567.25,28193.45,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus",107703
"LAU",2013,23.45165,"Lamprea de mar",23451.65,180156.67,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES","pesca_galicia","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon",101174
"LPZ",2013,0.0218,"Lapas",21.8,36.94,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella",138312
"LPZ",2013,0.0218,"Lapas",21.8,36.94,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Patellogastropoda","Patellidae","Patella",138718
"SOL",2013,206.09528,"Linguado",206095.28,2749368.53999999,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127160
"WHB",2013,12134.67839,"Lirio",12134678.39,8923150.49,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Micromesistius",126439
"EQI",2013,68.13906,"Longueirón",68139.06,383273.59,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",140735
"RAE",2013,0.45025,"Longueirón vello",450.25,1164.53,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen",413641
"LBE",2013,4.0046,"Lumbrigante",4004.6,86276.0199999999,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",107253
"SQR",2013,243.82932,"Lura",243829.32,1647314.79,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo",140271
"USB",2013,263.42672,"Maragota",263426.72,574533.080000001,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus",126965
"BXQ",2013,0.996,"Marlíns",996,2437.8,"Makaira spp","Marlins NEI","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Makaira",126013
"SMA",2013,280.028,"Marraxo azul",280028,1386579.96,"Isurus oxyrinchus","Shortfin mako","LAMNIDAE","LAMNIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Isurus",105839
"POR",2013,2.8949,"Marraxo sardiñeiro",2894.9,11255.16,"Lamna nasus","Porbeagle","LAMNIDAE","LAMNIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae","Lamna",105841
"LIN",2013,439.74034,"Maruca",439740.34,779918.85,"Molva molva","Ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126461
"DGS",2013,3.059,"Melga",3059,2435.01,"Squalus acanthias","Picked dogfish","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus",105923
"SYC",2013,500.1681,"Melgacho",500168.1,311069.73,"Scyliorhinus canicula","Small-spotted catshark","SCYLIORHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus",105814
"BLT",2013,74.1934,"Melva",74193.4,101042.28,"Auxis rochei","Bullet tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis",127015
"LEM",2013,488.366,"Mendo limón",488366,1213535.02,"Microstomus kitt","Lemon sole","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus",127140
"WHG",2013,24.6438,"Merlán",24643.8,32513.18,"Merlangius merlangus","Whiting","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Merlangius",126438
"WRF",2013,91.81942,"Mero",91819.42,1416647.36,"Polyprion americanus","Wreckfish","POLYPRIONIDAE","ACROPOMATIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Acropomatiformes","Polyprionidae","Polyprion",126998
"MSM",2013,114.87344,"Mexilla",114873.44,105119.2,"Mytilus galloprovincialis","Mediterranean mussel","MYTILIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",140481
"NER",2013,0.03256,"Miñoca",32.56,602,"Hediste diversicolor","Ragworm","NEREIDIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Hediste",152302
"ARM",2013,0.02706,"Miñoca de area",27.06,523.8,"Arenicola marina","Lugworm","ARENICOLIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta",NA,"Arenicolidae","Arenicola",129868
"DIN",2013,0.994700000000002,"Miñoca de tubo",994.700000000002,24141.37,"Diopatra neapolitana","","ONUPHIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Diopatra",130460
"MMH",2013,0.1185,"Morea",118.5,310.25,"Muraena helena","Mediterranean moray","MURAENIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Muraena",126303
"MUL",2013,92.86474,"Muxos",92864.74,55283.4000000001,"Mugilidae","Mullets NEI","MUGILIDAE","MUGILIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,125546
"EQE",2013,372.4886,"Navalla",372488.6,2453274.45,"Ensis ensis","Pod razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",140733
"LIO",2013,94.45425,"Nécora",94454.25,1479005.13,"Necora puber","Velvet swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora",107398
"SBR",2013,209.73684,"Ollomol",209736.84,2484151.41,"Pagellus bogaraveo","Blackspot seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127059
"NOW",2013,1.523,"Ortiguilla de mar",1523,11599,"Anemonia sulcata","Snakelocks anemone","ACTINIIDAE","CNIDARIA (ANTHOZOA) HEXACORALLIA","pesca_galicia","Animalia","Cnidaria","Hexacorallia","Actiniaria","Actiniidae","Anemonia",231858
"OYF",2013,25.85546,"Ostra plana",25855.46,126827.18,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYG",2013,13.2933,"Ostra rizada",13293.3,13054.52,"Magallana gigas","Pacific cupped oyster","OSTREIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana",836033
"URM",2013,593.01881,"Ourizo",593018.81,1818016.52,"Paracentrotus lividus","Stony sea urchin","PARECHINIDAE","ECHINODERMATA (ECHINOIDEA)","pesca_galicia","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Paracentrotus",124316
"LI0",2013,1.547,"Ovas de Maruca",1547,6451.82,"Fish Roe (Molva molva)",NA,NA,NA,"pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,NA
"HK0",2013,168.17414,"Ovas de pescada",168174.14,505928.220000001,"Fish Roe (Merluccius merluccius)",NA,NA,NA,"pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,NA
"POX",2013,0.0435,"Pampos",43.5,285.36,"Trachinotus spp","Pompanos NEI","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachinotus",125945
"SBA",2013,749.4728,"Pancho bicudo",749472.8,2174800.66,"Pagellus acarne","Axillary seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127057
"QPH",2013,8.687,"Patelo",8687,2133.2,"Polybius henslowii","Henslow’s swimming crab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",107399
"IOD",2013,3.2846,"Patulate",3284.6,3696.99,"Polybius depurator","Blue-leg swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1750291
"CBC",2013,0.039,"Peixe cinta",39,42.5,"Cepola macrophthalma","Red bandfish","CEPOLIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Cepolidae","Cepola",126835
"SWO",2013,823.593,"Peixe espada",823593,4409672.21,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias",127094
"BLI",2013,101.816,"Peixe pau",101816,241340.01,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva",126459
"TRG",2013,2.5614,"Peixe porco",2561.4,6508.80000000001,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes",154721
"LHT",2013,26.30614,"Peixe sabre",26306.14,93288.87,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Trichiurus",127089
"BSF",2013,0.113,"Peixe sabre negro",113,231.51,"Aphanopus carbo","Black scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Aphanopus",127085
"SFS",2013,26.74005,"Peixe sabre prateado",26740.05,34673.66,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Lepidopus",127088
"ANK",2013,6795.81575,"Peixe sapo",6795815.75,34658011.9799999,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius",126554
"MZZ",2013,209.37498,"Peixes mariños nep",209374.98,359367.010000001,"Actinopterygii","Marine fishes NEI","","PISCES MISCELLANEA","pesca_galicia","Animalia","Chordata",NA,NA,NA,NA,10194
"HLT",2013,0.27535,"Peneira",275.35,4816.3,"Haliotis tuberculata","Tuberculate abalone","HALIOTIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis",140059
"PCB",2013,324.5774,"Percebe",324577.4,6965633.96999999,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)","pesca_galicia","Animalia","Arthropoda","Thecostraca","Pollicipedomorpha","Pollicipedidae","Pollicipes",106177
"HKE",2013,24345.0261099999,"Pescada",24345026.1099999,97107465.2100004,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius",126484
"SIL",2013,64.09115,"Piardas",64091.15,73340.45,"Atherinidae","Silversides(=Sand smelts) NEI","ATHERINIDAE","ATHERINIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae",NA,125438
"OCC",2013,2000.23557,"Polbo",2000235.57,8855117.24,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus",140605
"EOI",2013,1579.18865,"Polbo cabezón",1579188.65,2003607.38,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Octopoda","Eledonidae","Eledone",140600
"SQM",2013,171.61605,"Pota común",171616.05,356622.52,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex",140621
"TDQ",2013,8093.16915,"Pota pequena",8093169.15,11956484.35,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis",140625
"SQI",2013,1806.47076,"Pota voadora",1806470.76,2735892.84,"Illex illecebrosus","Northern shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex",748978
"RPG",2013,20.269,"Prago",20269,210617.5,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagrus",127063
"OUM",2013,15.68905,"Puntilla pequena",15689.05,83042.85,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"BSH",2013,2417.7453,"Quenlla",2417745.3,3048665.4,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace",105801
"GKL",2013,9.325,"Rabioso",9325,7460,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris",140025
"RJC",2013,45.3063,"Raia cravuda",45306.3,95787.9900000001,"Raja clavata","Thornback ray","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105883
"RJM",2013,14.3002,"Raia de pintas",14300.2,33077.54,"Raja montagui","Spotted ray","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105887
"RJN",2013,186.6438,"Raia santiaguesa",186643.8,401846.77,"Leucoraja naevus","Cuckoo ray","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Leucoraja",105876
"SKA",2013,1133.81394,"Raias",1133813.94,2162092.87,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja",105766
"LEZ",2013,7859.44865,"Rapantes",7859448.65,30839238.54,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Lepidorhombus",126122
"RKZ",2013,11.301,"Rapapelos de Kessler",11301,17069.13,"Arnoglossus grohmanni","Scaldback","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Arnoglossus",274165
"OUB",2013,0.00965,"Rapapelos de ollos grandes",9.65,19.35,"Bothus podas","Wide-eyed flounder","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Bothus",127129
"USI",2013,34.72902,"Rei",34729.02,266814.93,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus",151501
"HPR",2013,2.1583,"Reloxo prateado",2158.3,3013.13,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126404
"CET",2013,13.10675,"Ripia",13106.75,94714.57,"Dicologlossa cuneata","Wedge sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Dicologlossa",127154
"BSS",2013,374.52672,"Robaliza",374526.72,4121515.23,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Dicentrarchus",126975
"SPU",2013,0.003,"Robaliza de pintas",3,6,"Dicentrarchus punctatus","Spotted seabass","MORONIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Dicentrarchus",126976
"TUR",2013,72.42469,"Rodaballo",72424.69,1067779.82,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",127149
"KCP",2013,3.099,"Rosada do Cabo",3099,14164.84,"Genypterus capensis","Kingklip","OPHIDIIDAE","OPHIDIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Genypterus",217800
"SYT",2013,0.01,"Roxa",10,2,"Scyliorhinus stellaris","Nursehound","SCYLIORHINIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus",105815
"SLM",2013,400.83821,"Saboga",400838.21,178937.51,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sarpa",127064
