"FAOcode","Area","Units","Country","Year","Catch","scientificname","English_name","Family","Order.or.higher.taxa","kingdom","phylum","class","order","family","genus","AphiaID"
"OGT","27.8.c","TLW","ES",2017,0.59,"Apogon imberbis","Cardinal fish","APOGONIDAE","GOBIIFORMES","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon",273021
"OGT","27.8.c","TLW","ES",2013,0.03,"Apogon imberbis","Cardinal fish","APOGONIDAE","GOBIIFORMES","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon",273021
"OGT","27.9.a","TLW","ES",2016,0.02,"Apogon imberbis","Cardinal fish","APOGONIDAE","GOBIIFORMES","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon",273021
"OGT","27.9.a","TLW","ES",2013,0.01,"Apogon imberbis","Cardinal fish","APOGONIDAE","GOBIIFORMES","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon",273021
"OIL","27.8.c","TLW","ES",2022,0.01,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.8.c","TLW","ES",2020,0.03,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.8.c","TLW","ES",2018,0.01,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.8.c","TLW","ES",2016,0.03,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.8.c","TLW","ES",2013,0.03,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2022,0.34,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2021,0.64,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2020,0.36,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2019,0.44,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2018,0.27,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2017,0.48,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2016,0.38,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2015,0.97,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2014,0.81,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OIL","27.9.a","TLW","ES",2013,0.55,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"OLC","27.9.a","TLW","ES",2020,0.01,"Polymetme corythaeola","","PHOSICHTHYIDAE","STOMIIFORMES","Animalia","Chordata","Teleostei","Stomiiformes","Phosichthyidae","Polymetme",127300
"OMM","27.8.c","TLW","ES",2022,2.13,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.8.c","TLW","ES",2017,0.1,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.8.c","TLW","ES",2014,0.03,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2022,0.05,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2021,5.15,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2020,1.39,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2019,0.86,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2018,0.49,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2017,0.04,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2016,0.96,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2015,0.85,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2014,0.2,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMM","27.9.a","TLW","ES",2013,0.08,"Ommastrephes spp","Flying squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes",138279
"OMZ","27.8.c","TLW","ES",2022,0.02,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2021,0.19,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2020,0.27,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2019,0.89,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2018,1.01,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2017,3.23,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2016,0.93,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2015,4.95,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2014,1.49,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2013,12.13,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2012,62.36,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2011,683.81,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2010,603.9,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2009,1333.9,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2008,334,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2007,1,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.8.c","TLW","ES",2006,0.1,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2022,1.14,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2021,25.8,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2020,11.69,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2019,5.13,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2018,4.29,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2017,8.65,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2016,18.44,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2015,22.53,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2014,13.19,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2013,4.32,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2012,17.11,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2011,650.4,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2010,534.9,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2009,591.5,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2008,3339,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2007,3742.7,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"OMZ","27.9.a","TLW","ES",2006,3232.6,"Ommastrephidae","Ommastrephidae squids NEI","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae",NA,11760
"ORY","27.8.c","TLW","ES",2015,0.32,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.8.c","TLW","ES",2014,0.07,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.8.c","TLW","ES",2012,0.14,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.8.c","TLW","ES",2011,0.11,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.8.c","TLW","ES",2010,0.1,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.9.a","TLW","ES",2013,0.05,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.9.a","TLW","ES",2012,0.03,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"ORY","27.9.a","TLW","ES",2011,0.49,"Hoplostethus atlanticus","Orange roughy","TRACHICHTHYIDAE","TRACHICHTHYIFORMES","Animalia","Chordata","Teleostei","Trachichthyiformes","Trachichthyidae","Hoplostethus",126402
"OUL","27.8.c","TLW","ES",2018,0.14,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2022,75.27,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2021,75.18,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2020,98.55,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2019,104.8,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2018,74.62,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2017,25.73,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2016,36.42,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2015,35.84,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2014,16.81,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUL","27.9.a","TLW","ES",2013,11.63,"Alloteuthis subulata","European common squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153131
"OUM","27.9.a","TLW","ES",2022,0.56,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2021,0.26,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2020,0.19,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2019,2.12,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2018,0.69,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2017,2.28,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2016,0.74,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2015,1.7,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2014,0.13,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUM","27.9.a","TLW","ES",2013,0.13,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",153134
"OUW","27.8.c","TLW","ES",2017,0.01,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.8.c","TLW","ES",2015,0.01,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2022,0.02,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2021,13.11,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2020,15.12,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2019,15.38,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2018,19.77,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2017,36.98,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2016,54.59,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2015,60.13,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2014,30.65,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OUW","27.9.a","TLW","ES",2013,30.09,"Alloteuthis spp","Alloteuthis squids NEI","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Alloteuthis",138138
"OYF","27.8.c","TLW","ES",2022,26.65,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2021,24.69,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2020,6.74,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2019,8.1,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2018,12.48,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2017,70.1,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2016,79,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2015,20.68,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2014,3.05,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2013,7.24,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
"OYF","27.8.c","TLW","ES",2012,12.25,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea",140658
