stockid,scientificname,commonname,year,TCbest,TBbest
NEPHFU34,Nephrops norvegicus,Norway lobster,2012,597,NA
NEPHFU34,Nephrops norvegicus,Norway lobster,2013,120,NA
NEPHFU34,Nephrops norvegicus,Norway lobster,2014,320,NA
NEPHFU34,Nephrops norvegicus,Norway lobster,2015,440,NA
NEPHFU34,Nephrops norvegicus,Norway lobster,2016,780,NA
NEPHFU34,Nephrops norvegicus,Norway lobster,2017,550,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1960,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1961,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1962,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1963,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1964,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1965,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1966,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1967,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1968,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1969,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1970,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1971,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1972,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1973,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1974,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1975,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1976,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1977,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1978,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1979,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1980,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1981,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1982,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1983,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1984,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1985,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1986,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1987,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1988,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1989,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1990,NA,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1991,9410,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1992,5440,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1993,11700,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1994,9320,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1995,7890,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1996,6130,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1997,7680,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1998,7000,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,1999,9060,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2000,10400,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2001,7820,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2002,8760,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2003,5970,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2004,6500,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2005,7050,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2006,6600,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2007,11000,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2008,9620,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2009,10400,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2010,8460,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2011,6820,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2012,8790,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2013,7770,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2014,6000,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2015,4390,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2016,5150,NA
NEPHFU3-4,Nephrops norvegicus,Norway lobster,2017,6230,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1991,862,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1992,612,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1993,721,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1994,503,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1995,869,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1996,679,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1997,1150,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1998,1110,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,1999,1240,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2000,1120,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2001,1440,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2002,1230,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2003,1140,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2004,1070,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2005,1100,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2006,974,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2007,1290,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2008,963,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2009,728,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2010,959,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2011,1050,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2012,1240,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2013,1050,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2014,1420,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2015,1520,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2016,2540,NA
NEPHFU5,Nephrops norvegicus,Norway lobster,2017,2110,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1981,1070,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1982,2520,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1983,2080,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1984,1480,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1985,2030,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1986,2020,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1987,2190,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1988,2500,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1989,3100,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1990,2500,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1991,2060,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1992,1470,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1993,3030,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1994,3680,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1995,2570,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1996,2480,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1997,2190,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1998,2180,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,1999,2390,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2000,2180,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2001,2570,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2002,1950,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2003,2250,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2004,2150,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2005,3090,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2006,4900,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2007,2970,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2008,1220,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2009,2710,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2010,1440,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2011,2070,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2012,2460,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2013,2980,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2014,2500,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2015,1370,NA
NEPHFU6,Nephrops norvegicus,Norway lobster,2016,NA,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1992,3360,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1993,3490,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1994,4570,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1995,6420,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1996,5210,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1997,6170,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1998,5140,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,1999,6520,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2000,5570,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2001,5540,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2002,7250,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2003,6290,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2004,8730,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2005,10700,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2006,10800,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2007,11900,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2008,12200,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2009,13300,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2010,13000,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2011,7560,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2012,4420,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2013,2950,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2014,4150,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2015,1780,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2016,2400,NA
NEPHFU7,Nephrops norvegicus,Norway lobster,2017,NA,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1993,2370,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1994,1850,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1995,1760,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1996,1690,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1997,2190,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1998,2140,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,1999,2210,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2000,1790,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2001,1530,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2002,1340,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2003,1130,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2004,1660,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2005,1990,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2006,2460,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2007,2650,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2008,2450,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2009,2660,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2010,1950,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2011,1890,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2012,2130,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2013,1500,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2014,2380,NA
NEPHFU8,Nephrops norvegicus,Norway lobster,2015,1890,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1993,1810,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1994,1540,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1995,1280,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1996,1450,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1997,1450,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1998,1030,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,1999,1010,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2000,1540,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2001,1400,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2002,1130,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2003,1080,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2004,1330,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2005,1610,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2006,1810,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2007,1840,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2008,1520,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2009,1070,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2010,1060,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2011,1390,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2012,866,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2013,623,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2014,1270,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2015,816,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2016,1150,NA
NEPHFU9,Nephrops norvegicus,Norway lobster,2017,1120,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2010,695,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2011,1170,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2012,590,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2013,409,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2014,393,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2015,610,NA
NEPHIV,Nephrops norvegicus,Norway lobster,2016,966,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1981,39,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1982,27,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1983,34,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1984,36,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1985,104,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1986,89,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1987,257,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1988,529,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1989,212,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1990,182,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1991,255,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1992,248,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1993,344,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1994,441,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1995,460,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1996,239,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1997,243,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1998,157,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,1999,438,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2000,421,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2001,420,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2002,397,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2003,433,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2004,403,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2005,254,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2006,241,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2007,420,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2008,128,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2009,185,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2010,569,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2011,219,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2012,435,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2013,234,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2014,245,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2015,309,NA
NEPHVIa,Nephrops norvegicus,Norway lobster,2016,236,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1978,249,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1979,237,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1980,205,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1981,382,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1982,234,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1983,174,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1984,187,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1985,194,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1986,113,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1987,107,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1988,140,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1989,134,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1990,102,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1991,169,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1992,409,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1993,455,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1994,570,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1995,397,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1996,623,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1997,340,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1998,514,NA
NEPHVII,Nephrops norvegicus,Norway lobster,1999,322,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2000,243,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2001,368,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2002,243,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2003,186,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2004,161,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2005,180,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2006,270,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2007,206,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2008,322,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2009,316,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2010,359,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2011,110,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2012,325,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2013,194,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2014,174,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2015,80.1,NA
NEPHVII,Nephrops norvegicus,Norway lobster,2016,119,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1987,7160,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1988,10000,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1989,7470,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1990,5600,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1991,5970,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1992,7030,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1993,6120,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1994,4830,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1995,5160,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1996,4610,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1997,4420,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1998,5320,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,1999,4360,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2000,4520,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2001,6270,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2002,6300,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2003,5860,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2004,5500,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2005,6690,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2006,7990,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2007,5590,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2008,5150,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2009,4820,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2010,4670,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2011,4820,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2012,3530,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2013,3900,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2014,4130,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2015,5390,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2016,6620,NA
NEPHVIIIab,Nephrops norvegicus,Norway lobster,2017,NA,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1970,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1971,1980,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1972,3940,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1973,11100,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1974,6850,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1975,8660,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1976,19900,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1977,5210,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1978,23300,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1979,20500,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1980,4800,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1981,7760,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1982,4910,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1983,1530,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1984,7720,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1985,1150,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1986,5830,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1987,38300,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1988,6740,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1989,28200,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1990,3320,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1991,4350,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1992,5160,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1993,7340,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1994,14100,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1995,24400,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1996,6320,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1997,9560,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1998,7190,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,1999,4630,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2000,2010,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2001,3210,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2002,4820,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2003,6400,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2004,2290,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2005,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2006,32,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2007,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2008,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2009,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2010,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2011,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2012,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2013,0,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2014,8,NA
NPOUTVIb,Trisopterus esmarkii,Norway pout,2015,1.22,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1988,0,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1989,8,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1990,39,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1991,5020,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1992,4950,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1993,2950,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1994,2810,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1995,2310,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1996,2430,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1997,1740,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1998,1690,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,1999,1680,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2000,1950,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2001,4640,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2002,5840,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2003,1000,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2004,1250,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2005,571,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2006,566,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2007,257,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2008,198,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2009,85,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2010,94,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2011,175,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2012,65,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2013,67,NA
OROUGHYNEATL,Hoplostethus atlanticus,Orange roughy,2014,48,NA
PANDALI-II,Pandalus borealis,Northern shrimp,2017,28000,NA
PANDALIIIaW-IVaE,Pandalus borealis,Northern shrimp,1970,NA,NA
PANDALIIIaW-IVaE,Pandalus borealis,Northern shrimp,1971,NA,NA
PANDALIIIaW-IVaE,Pandalus borealis,Northern shrimp,1972,NA,NA
PANDALIIIaW-IVaE,Pandalus borealis,Northern shrimp,1973,NA,NA
