stockid,scientificname,commonname,year,TCbest,TBbest
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2015,3050,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2016,2440,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1977,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1978,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1979,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1980,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1981,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1982,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1983,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1984,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1985,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1986,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1987,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1988,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1989,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1990,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1991,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1992,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1993,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1994,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1995,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1996,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1997,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1998,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,1999,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2000,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2001,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2002,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2003,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2004,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2005,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2006,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2007,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2008,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2009,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2010,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2011,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2012,NA,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2013,1540,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2014,1610,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2015,1980,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2016,1500,NA
EPOLLIV-IIIa,Pollachius pollachius,European pollack,2017,1910,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1985,5730,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1986,2810,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1987,2920,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1988,2580,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1989,1970,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1990,1900,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1991,2170,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1992,1960,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1993,1510,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1994,1960,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1995,1680,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1996,1350,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1997,1380,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1998,1170,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,1999,157,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2000,1500,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2001,1610,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2002,1720,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2003,1460,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2004,1530,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2005,1750,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2006,1950,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2007,1710,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2008,1400,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2009,1950,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2010,1780,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2011,2010,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2012,1480,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2013,1810,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2014,1960,NA
EPOLLVIII-IXa,Pollachius pollachius,European pollack,2015,1610,NA
FMEG8c9a,Lepidorhombus boscii,Fourspotted megrim,2018,NA,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2005,2960,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2006,2690,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2007,2950,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2008,2040,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2009,1310,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2010,1290,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2011,2200,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2012,2640,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2013,3330,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2014,3430,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2015,4240,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2016,2690,NA
GFORKNEATL,Phycis blennoides,Greater forkbeard,2017,2020,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1983,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1984,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1985,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1986,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1987,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1988,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1989,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1990,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1991,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1992,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1993,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1994,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1995,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1996,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1997,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1998,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,1999,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2000,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2001,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2002,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2003,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2004,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2005,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2006,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2007,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2008,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2009,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2010,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2011,NA,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2012,8350,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2013,10200,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2014,8600,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2015,8450,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2016,12100,NA
GGURNIIIa-IV-VIId,Eutrigla gurnardus,Grey gurnard,2017,17100,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1935,1530,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1936,830,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1937,616,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1938,329,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1939,459,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1940,846,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1941,1660,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1942,955,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1943,824,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1944,678,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1945,1150,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1946,1360,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1947,1440,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1948,1990,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1949,375,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1950,2070,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1951,2860,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1952,2950,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1953,2600,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1954,4090,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1955,3300,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1956,3940,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1957,4640,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1958,4190,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1959,7940,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1960,11000,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1961,11800,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1962,13400,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1963,14500,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1964,40400,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1965,34800,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1966,26300,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1967,24300,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1968,26200,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1969,43800,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1970,89500,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1971,79000,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1972,43100,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1973,29900,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1974,37800,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1975,38200,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1976,36100,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1977,28800,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1978,24600,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1979,17300,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1980,13300,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1981,15000,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1982,16800,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1983,22100,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1984,21900,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1985,19900,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1986,22900,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1987,19100,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1988,19600,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1989,20100,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1990,23200,NA
GHALNEAR,Reinhardtius hippoglossoides,Greenland halibut,1991,33300,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1960,0,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1961,29000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1962,3070000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1963,4280000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1964,4750000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1965,7420000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1966,8030000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1967,9600000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1968,8340000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1969,26200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1970,33800000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1971,29000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1972,26500000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1973,20500000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1974,36300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1975,23500000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1976,6050000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1977,16600000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1978,14300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1979,23600000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1980,31200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1981,19200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1982,32400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1983,30900000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1984,34000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1985,32100000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1986,33000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1987,46600000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1988,51100000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1989,61400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1990,39300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1991,38000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1992,35500000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1993,41200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1994,37200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1995,36300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1996,35900000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1997,30300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1998,20400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,1999,20400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2000,26600000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2001,27300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2002,29200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2003,30900000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2004,27100000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2005,24200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2006,21400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2007,21000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2008,22200000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2009,27300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2010,26000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2011,26400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2012,29300000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2013,27000000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2014,21100000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2015,25700000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2016,25400000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2017,23500000,NA
GHALV-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,2018,NA,NA
GOLDREDNEAR,Sebastes norvegicus,Golden Redfish,1986,30200,NA
GOLDREDNEAR,Sebastes norvegicus,Golden Redfish,1987,24100,NA
GOLDREDNEAR,Sebastes norvegicus,Golden Redfish,1988,25900,NA
GOLDREDNEAR,Sebastes norvegicus,Golden Redfish,1989,23200,NA
GOLDREDV-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,1966,NA,NA
GOLDREDV-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,1967,NA,NA
GOLDREDV-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,1968,NA,NA
GOLDREDV-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,1969,NA,NA
GOLDREDV-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,1970,NA,NA
GOLDREDV-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,2018,NA,434000
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1988,14100,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1989,12200,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1990,11400,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1991,10300,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1992,12700,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1993,11200,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1994,7950,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1995,7860,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1996,8260,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1997,7170,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1998,10300,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,1999,8600,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2000,7650,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2001,16500,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2002,8670,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2003,9970,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2004,16800,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2005,17600,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2006,25500,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2007,16400,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2008,13400,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2009,13500,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2010,12900,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2011,12100,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2012,12500,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2013,13200,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2014,15100,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2015,15200,NA
GSSMELTI-II-IIIa-IV,Argentina silus,Greater silver smelt,2016,18900,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2000,5660,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2001,3040,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2002,4960,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2003,2690,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2004,3640,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2005,4480,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2006,4780,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2007,4230,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2008,8780,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2009,10800,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2010,16400,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2011,10500,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2012,9290,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2013,7150,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2014,7240,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2015,6060,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2016,5650,NA
GSSMELTVa-XIV,Argentina silus,Greater silver smelt,2017,3950,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1988,8210,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1989,20800,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1990,9680,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1991,4790,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1992,6970,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1993,2130,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1994,8600,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1995,17200,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1996,15100,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1997,15700,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1998,23100,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,1999,16500,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,2000,12200,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,2001,24500,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,2002,19200,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,2003,8600,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,2004,10400,NA
GSSMELTVb-VIa,Argentina silus,Greater silver smelt,2005,12600,NA
